,mpd2,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32,mpd34,mpd36,mpd38,mpd40,mpd42
Low,12.89439245,42.983923276414195,146.44866475726568,139.10646140034888,168.85490799998786,184.9624521577823,194.9782737308015,210.76966157962755,212.3465983437388,211.78081110135673,223.56101533880704,226.97386825559565,231.155909583442,232.463521910526,238.72679414882853,244.0862119362757,248.2778989926152,252.2507139851027,253.43794624854655,260.561630576237,268.204425897972
High,426.3841998162425,393.759299754933,373.14919957574915,353.87524540558496,344.3308037591997,339.1705997231662,332.25400127443675,326.2624266506886,324.4137384172576,317.70022939317647,315.29399131085245,313.1939549433326,307.19621086998023,305.4941531676616,301.6736008606807,299.7331103743567,296.14120907002297,293.97320355194836,289.7548202145354,285.08083522300296,277.799523978032
Mean,268.6916611137724,278.5690100194245,272.7864211225547,272.7302543225102,274.83414274802294,273.41687939590787,274.7167498051868,275.3386790609014,274.9005306133532,273.22449581321746,274.46268131392367,275.0866195185209,274.39237070339675,274.54745915410365,274.51909185086413,274.03052325417553,274.3718450559222,274.3996792329966,273.68723206580796,274.1249502526061,274.2008507085861
