,mpd10,mpd25,mpd50,mpd75,mpd100,mpd350,mpd500,mpd700,mpd900,mpd1000,mpd2000,mpd3000,mpd4000,mpd5000,mpd6000,mpd7000,mpd8000,mpd9000,mpd10000
Low,204.46372,239.2762675,259.0769,263.8026,266.6411725,277.55012,278.90214,278.8061,280.464045,280.99424250000004,283.4793,285.300335,287.015085,288.2028,289.754405,291.07604,292.174015,293.1339,293.8764
High,294.23731,306.5493224999999,299.9431275,298.57407,296.31271499999997,293.6617,291.20171,291.2294,290.20878749999997,290.4512,290.274515,290.37117,290.682205,291.5082,292.6089,293.178485,294.0682,294.7015,294.95772250000005
Mean,254.35117675350702,273.200676,278.6552614000001,281.1648773547094,281.9222642,284.7666784,284.99655440000004,285.0686566,285.354417,285.7859924,286.6027138,287.76888419999995,288.8788114228457,289.83253260000004,291.1263886,292.15758259999996,293.1575552,293.8889176,294.4273898
