,mntd10,mntd25,mntd50,mntd75,mntd100,mntd350,mntd500,mntd700,mntd900,mntd1000,mntd2000,mntd3000,mntd4000,mntd5000,mntd6000,mntd7000,mntd8000,mntd9000,mntd10000
Low,141.9535,133.9805,120.5849,109.723555,103.2326,75.0316,67.830645,60.51138,56.4055,55.08833,44.2183,38.47624,34.616845,31.93403,29.86878,28.0986,26.6224,25.443872499999998,24.304735
High,246.11067,209.64294499999983,166.61048749999998,142.9135,134.4291,86.74806,77.27447249999999,69.10713999999999,62.35339999999999,60.69542,47.3159975,40.5843,36.490795,33.364875000000005,31.0065,29.0847175,27.3935,25.99631,24.8085325
Mean,198.55644649298597,167.6528186,141.51076820000003,127.27118517034069,118.48764820000001,81.0731736,72.1864998,64.79715859999999,59.407089,57.6790692,45.6787026,39.5470794,35.549426853707416,32.6376192,30.4403826,28.6016924,27.0220012,25.7122484,24.555684199999998
