"","x"
"1","Adelpha_californica"
"2","Aglais_milberti"
"3","Anthocharis_lanceolata"
"4","Anthocharis_stella"
"5","Apodemia_mormo"
"6","Argynnis_callippe"
"7","Argynnis_coronis"
"8","Argynnis_cybele"
"9","Argynnis_egleis"
"10","Argynnis_hesperis"
"11","Argynnis_hydaspe"
"12","Argynnis_mormonia"
"13","Arygnnis_zerene"
"14","Atlides_halesus"
"15","Boloria_epithore"
"16","Brephidium_exilis"
"17","Callophrys_augustinus"
"18","Callophrys_eryphon"
"19","Callophrys_gryneus"
"20","Callophrys_nelsoni"
"21","Callophrys_perplexa"
"22","Callophrys_sheridanii"
"23","Callophrys_spinetorum"
"24","Cercyonis_oetus"
"25","Cercyonis_pegala"
"26","Cercyonis_sthenele"
"27","Chlosyne_acastus"
"28","Chlosyne_leanira"
"29","Chlosyne_palla"
"30","Coenonympha_tullia"
"31","Colias_alexandra"
"32","Colias_eurytheme"
"33","Colias_philodice"
"34","Cupido_amyntula"
"35","Danaus_plexippus"
"36","Erynnis_funeralis"
"37","Erynnis_icelus"
"38","Erynnis_pacuvius"
"39","Erynnis_persius"
"40","Erynnis_propertius"
"41","Euchloe_ausonides"
"42","Euchloe_lotta"
"43","Euphilotes_ancilla"
"44","Euphilotes_enoptes"
"45","Euphilotes_glaucon"
"46","Euphilotes_pallescens"
"47","Euphydryas_anicia"
"48","Euphydryas_chalcedona"
"49","Euphydryas_editha"
"50","Euphyes_vestris"
"51","Glaucopsyche_lygdamus"
"52","Glaucopsyche_piasus"
"53","Hesperia_colorado"
"54","Hesperia_juba"
"55","Hesperia_lindseyi"
"56","Hesperia_nevada"
"57","Hesperia_uncas"
"58","Hesperopsis_alpheus"
"59","Hesperopsis_libya"
"60","Icaricia_acmon"
"61","Icaricia_icarioides"
"62","Icaricia_lupini"
"63","Icaricia_saepiolus"
"64","Icaricia_shasta"
"65","Leptotes_marina"
"66","Limenitis_lorquini"
"67","Lycaena_arota"
"68","Lycaena_cupreus"
"69","Lycaena_editha"
"70","Lycaena_helloides"
"71","Lycaena_heteronea"
"72","Lycaena_nivalis"
"73","Lycaena_rubidus"
"74","Neominois_ridingsii"
"75","Neophasia_menapia"
"76","Nymphalis_antiopa"
"77","Nymphalis_californica"
"78","Ochlodes_sylvanoides"
"79","Oeneis_nevadensis"
"80","Papilio_clodius"
"81","Papilio_indra"
"82","Papilio_multicaudata"
"83","Papilio_zelicaon"
"84","Parnassius_clodius"
"85","Phyciodes_mylitta"
"86","Phyciodes_orseis"
"87","Phyciodes_pulchella"
"88","Pieris_marginalis"
"89","Pieris_rapae"
"90","Plebejus_anna"
"91","Plebejus_melissa"
"92","Polites_sabuleti"
"93","Polites_sonora"
"94","Polygonia_gracilis"
"95","Polygonia_oreas"
"96","Polygonia_satyrus"
"97","Pontia_beckerii"
"98","Pontia_occidentalis"
"99","Pontia_protodice"
"100","Pontia_sisymbrii"
"101","Pseudocopaeodes_eunus"
"102","Pterourus_eurymedon"
"103","Pterourus_rutulus"
"104","Pyrgus_communis"
"105","Satyrium_behrii"
"106","Satyrium_californica"
"107","Satyrium_saepium"
"108","Satyrium_semiluna"
"109","Satyrium_sylvinus"
"110","Satyrium_tetra"
"111","Satyrium_titus"
"112","Strymon_melinus"
"113","Thorybes_mexicana"
"114","Thorybes_pylades"
"115","Vanessa_annabella"
"116","Vanessa_atalanta"
"117","Vanessa_cardui"
"118","Vanessa_virginiensis"
