,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350,mpd355,mpd360,mpd365,mpd370,mpd375,mpd380,mpd385,mpd390,mpd395
Low,204.1005588215618,212.8591625124925,217.97333987084522,221.66615162583332,225.09161941260788,225.30779850462187,225.21207538538505,227.27291890355818,227.77771589382147,228.24915446763518,229.6389665783954,229.27831382551867,230.543944082569,231.17605859380774,232.2142162464778,231.67677552378683,232.8463577278606,232.3741585887542,234.52040735022723,234.12680603303858,235.55194271608798,234.66473917323955,235.23720804895063,234.4324965365032,236.2124558271976,235.975913194954,235.68146996662733,236.39739644701763,237.10251917949074,237.8970160738903,237.9245017303183,238.11215997994705,239.099146510652,238.43964264051286,238.29321634660567,238.5744430422408,239.1512297412522,240.40300938291364,238.89630919249265,239.25075459436903,240.2935613905169,240.0459447424031,240.08609754954506,241.19715669352894,241.39125513391616,241.50943368786716,241.5253802778996,241.6844315005982,242.33369211267913,242.01662023328848,242.22599003651098,242.45968167552937,243.00428644943983,242.8371217327935,243.35158642061313,243.08489605866538,243.27788589179679,243.566637882899,244.31010655191773,244.44321952028503,244.06250408335873,244.3026589617547,244.57743226684948,245.3842328660696,245.21092881434973,245.38957809359164,245.54362249463216,245.94592695931806,246.23795817104892,245.5810944427374,246.63465828583483,246.79768393267534,246.76648213512843,247.40340382598032,247.2583208153984,248.49362485038657,248.655414417686,248.80960368046607
High,330.60652806716683,307.9239783482064,316.57140023986875,303.13130213449966,295.78644331620694,288.51421321129334,284.30613846111703,289.48291317252534,281.8924951286531,281.81511101011273,280.0430296248909,275.7066601680311,279.5013389626291,273.4017031643056,274.0322475104545,272.7577365374872,273.62257051113943,273.0158964496479,271.8010933486168,270.05138782065313,268.23982916861576,268.22337159108724,268.21282615125324,268.41562415985595,267.88685502929843,266.82562559666826,265.60356806487187,265.59324553960914,265.1296626487195,264.18988865230403,264.5107332951124,262.971618100521,263.716656950585,264.237134870287,262.74160584770414,262.15684983600124,261.249840119541,262.45887488503996,260.7199102172912,260.8920063398775,260.6580609485023,261.3405034102003,260.6613348124934,260.0020800841062,260.0960223155345,259.9392148714443,259.4370524649109,259.1632132028451,258.5084668585262,258.19978878877384,258.25976099755735,257.6857642987525,257.78823971502476,257.4056577168977,257.3788099589512,257.017336389821,256.7405860322123,256.50103057804733,256.36679049490346,256.0926387089778,255.87406451940512,255.72180887283298,255.3530529531208,255.01978583207648,254.73513744738742,254.48680103026078,254.24983949515143,254.1392625598323,253.92291470757826,253.6324938803789,253.3285565423361,253.0475786696683,252.7911617682276,252.45576594567063,252.23293344347238,251.92521194484746,251.59247724960127,251.2515056903704
Mean,250.0051802087689,252.264905827108,250.57260436887756,249.43448170839352,251.78330201178073,250.6210648741403,250.36360734456974,251.32467836652367,249.6959317617115,250.1750564335439,251.01432368372292,250.25763112539792,250.47064795537003,250.34723578609817,251.23648183996528,250.3401948250382,251.00790164323942,250.36856739772622,250.88841859340073,251.25347851710373,250.77113203086938,250.35916027545034,250.7353845678019,250.85042255753356,250.7938210730506,250.93242476712993,250.35718794957552,251.044026540067,250.52334659629315,250.4463509551728,250.71315067338392,250.2662982229618,251.27225126842688,250.88431069511847,250.80709635809393,250.59851689208256,250.37816101328835,250.76046198618002,250.65201927545937,250.67991419797795,250.57034921061742,250.8683684932997,250.53930054692552,250.72189393801696,250.79373752428074,250.78803404190197,251.01850477773183,250.87495583483587,250.6129905407718,250.81393233820882,250.62020795708543,250.62878681391794,250.6494508771829,250.58468673107265,250.7309095229764,250.72670413484082,250.64009427781232,250.72741177963806,250.77597387017093,250.9050841369563,250.7875848404625,250.69277484904364,250.67328631675556,250.61304730616862,250.7715313754709,250.7897939694256,250.64524126107,250.77472573340208,250.8506670786979,250.62708047563868,250.82379556771545,250.61952072611476,250.68511030617495,250.77446961383285,250.74676257470261,250.7909139754107,250.74236859017168,250.74575075772643
