,pd2,pd4,pd6,pd8,pd10,pd12,pd14,pd16,pd18,pd20,pd22,pd24
Low,212.071168230975,268.09082761505,433.76763581489996,512.83942543735,607.7976715782,716.991034464725,788.551990054475,916.6924738632,1035.4650748756999,1135.023676121475,1296.3239477982002,1551.1030347682
High,407.439399682,752.3265996822,900.4423669422999,1043.9660079772998,1196.9134729166,1299.9512533246998,1405.8831672987749,1454.6760426597498,1499.4483376856751,1525.2921312682,1545.635918398225,1551.1030347682
Mean,332.55083952215836,507.04944797717116,649.4418271553135,771.8400757631773,894.2857952710912,1002.2435158330169,1107.8585506928118,1210.6467243300979,1296.465816665858,1388.881291678081,1472.0107547623747,1551.1030347681994
