"","x"
"1","Actinemys marmorata"
"2","Aspidoscelis tigris"
"3","Charina bottae"
"4","Coluber constrictor"
"5","Contia tenuis"
"6","Crotalus oreganus"
"7","Crotaphytus bicinctores"
"8","Diadophis punctatus"
"9","Elgaria coerulea"
"10","Gambelia wislizenii"
"11","Hypsiglena chlorophaea"
"12","Lampropeltis californiae"
"13","Lampropeltis zonata"
"14","Masticophis taeniatus"
"15","Phrynosoma douglasii"
"16","Phrynosoma platyrhinos"
"17","Pituophis catenifer"
"18","Plestiodon skiltonianus"
"19","Sceloporus graciosus"
"20","Sceloporus occidentalis"
"21","Thamnophis atratus"
"22","Thamnophis couchii"
"23","Thamnophis elegans"
"24","Thamnophis sirtalis"
"25","Uta stansburiana"
