,mpd2,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24
Low,15.284598,47.942739580907954,145.320023286242,135.7745362175171,169.6374828659874,186.902286198636,188.86694209302294,209.92734966468552,221.95577284487914,226.774244842381,235.960079907345,256.059556875383
High,407.439399712,369.28494476524935,347.5963813113457,325.46309141377816,319.30989141355616,307.26044672475535,300.85013369465935,289.9613831937219,285.04313412799127,280.093254093294,268.058387534441,256.059556875383
Mean,243.57357177374948,255.9671341044918,256.3132719761029,253.67919056312388,257.1846576290877,255.32051421244608,255.9888167811473,255.5765502502892,256.5632588951454,255.45308591943305,256.1656388001454,256.05955687538295
