,mntd2,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24
Low,9.15663805820003,35.961699331453126,47.079295487610864,52.908512446112816,51.791240067804004,53.31511223213066,55.23612279495716,54.83880817366844,54.77502449248932,58.02572245496613,63.5200130851364,80.8566036545
High,407.4393997119,364.258149872405,237.983199868348,200.05560384848275,177.26520064552,160.99050470789342,147.38555062836284,134.34813250380586,121.98601392176339,110.04037996918912,98.9414671205,80.8566036545
Mean,256.31490618098815,166.75147788240372,134.3872959073304,123.8766453330946,112.69870248485071,107.43812081690818,101.49914413551126,97.51653521657133,92.21403265588357,88.44029124581532,84.86151975092751,80.85660365449999
