"","plot","ntaxa","mpd","mpd.rnd","mpd.sd","nri","mpd.ranklow","mpd.rankhi","mntd","mntd.rnd","mntd.sd","nti","mntd.ranklo","mntd.rankhi","runs"
"1","species",100,291.9198,282.8434,NA,NA,0,1,125.2367,117.0248,NA,NA,0,1,1
