"","x"
"1","Accipiter cooperii"
"2","Accipiter striatus"
"3","Actitis macularius"
"4","Aechmophorus clarkii"
"5","Aechmophorus occidentalis"
"6","Aegolius acadicus"
"7","Aeronautes saxatalis"
"8","Agelaius phoeniceus"
"9","Aimophila ruficeps"
"10","Aix sponsa"
"11","Alectoris chukar"
"12","Amazona viridigenalis"
"13","Amphispiza bilineata"
"14","Anas acuta"
"15","Anas platyrhynchos"
"16","Anser albifrons"
"17","Anser caerulescens"
"18","Anser rossii"
"19","Anthus rubescens"
"20","Anthus spragueii"
"21","Antrostomus arizonae"
"22","Aphelocoma californica"
"23","Aquila chrysaetos"
"24","Aratinga nenday"
"25","Archilochus alexandri"
"26","Ardea alba"
"27","Ardea herodias"
"28","Artemisiospiza belli"
"29","Artemisiospiza nevadensis"
"30","Asio flammeus"
"31","Asio otus"
"32","Athene cunicularia"
"33","Auriparus flaviceps"
"34","Aythya affinis"
"35","Aythya americana"
"36","Aythya collaris"
"37","Aythya valisineria"
"38","Baeolophus inornatus"
"39","Baeolophus ridgwayi"
"40","Bombycilla cedrorum"
"41","Bombycilla garrulus"
"42","Botaurus lentiginosus"
"43","Branta canadensis"
"44","Branta hutchinsii"
"45","Brotogeris chiriri"
"46","Bubo virginianus"
"47","Bubulcus ibis"
"48","Bucephala albeola"
"49","Bucephala clangula"
"50","Buteo jamaicensis"
"51","Buteo lagopus"
"52","Buteo lineatus"
"53","Buteo regalis"
"54","Buteo swainsoni"
"55","Calidris alpina"
"56","Calidris mauri"
"57","Calidris melanotos"
"58","Calidris minutilla"
"59","Callipepla californica"
"60","Callipepla gambelii"
"61","Calypte anna"
"62","Calypte costae"
"63","Campylorhynchus brunneicapillus"
"64","Cardellina pusilla"
"65","Cardellina rubrifrons"
"66","Cardinalis cardinalis"
"67","Cathartes aura"
"68","Catharus guttatus"
"69","Catharus ustulatus"
"70","Catherpes mexicanus"
"71","Centrocercus urophasianus"
"72","Certhia americana"
"73","Chaetura vauxi"
"74","Chamaea fasciata"
"75","Charadrius montanus"
"76","Charadrius nivosus"
"77","Charadrius semipalmatus"
"78","Charadrius vociferus"
"79","Chlidonias niger"
"80","Chondestes grammacus"
"81","Chordeiles acutipennis"
"82","Chordeiles minor"
"83","Cinclus mexicanus"
"84","Circus hudsonius"
"85","Cistothorus palustris"
"86","Coccyzus americanus"
"87","Colaptes chrysoides"
"88","Columbina inca"
"89","Columbina passerina"
"90","Contopus cooperi"
"91","Contopus sordidulus"
"92","Corthylio calendula"
"93","Corvus brachyrhynchos"
"94","Corvus corax"
"95","Cyanocitta stelleri"
"96","Cygnus columbianus"
"97","Cypseloides niger"
"98","Dendragapus fuliginosus"
"99","Dendrocygna bicolor"
