,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240
Low,28.328971235,28.3136841666667,27.4352197275,25.148744191,23.52574456583333,21.71136692928567,21.2733057125,20.371627163333322,19.7071399795,18.731923193636362,18.3039706866667,17.417730014230738,17.041461540714298,16.529782056333364,16.15250784875,15.71799594147057,15.281728657777744,15.081045312105237,14.696455459500001,14.422036119523842,14.1662266020455,13.821108868913004,13.775853042291635,13.5797403086,13.31363580980767,13.339026047407417,13.1576415751786,12.84039112396553,12.937108056000032,12.804738973870956,12.5005461746875,12.486354265757571,12.389750375147011,12.335801181714258,12.270583337638868,12.1826332895946,12.093915880657871,12.071807581923075,11.932133612625,11.859498007317034,11.866802583571388,11.797029112674455,11.756226026249966,11.733678563555522,11.705339198152181,11.784597847446795,11.9820270791667
High,80.28294279999999,65.71081970833332,56.671436146249995,47.529197283,43.4621934458333,39.49479242785716,36.38477211687499,33.63597646444446,30.969328599500002,28.907867420454508,27.522133994166634,25.772633766538508,25.157640494642855,23.720366507999966,22.558256179374997,22.11300433882351,21.02645819222221,20.474958510789484,19.6623309395,19.066065781428573,18.63690168295458,18.156130335217373,17.6858730077083,17.3921068894,16.903794342499978,16.476747680925946,16.23475580785717,15.889812719137963,15.6384228636667,15.292933289193568,15.06606968765625,14.852447958484877,14.585400362205895,14.381610665142857,14.25125623111109,14.051565622567585,13.77198646552632,13.61294383897434,13.4615915895,13.254063936585354,13.151503667976227,12.94561279558138,12.781697214886373,12.645925399444446,12.49505300195653,12.29382187063828,11.9820270791667
Mean,54.562333756,46.94087417266667,41.47852608459999,36.65669201915999,33.60770875233333,30.744181958000002,28.8482332238,26.961765366311113,25.37569883414,23.812603726872727,22.83531942231667,21.721398255523077,20.91141723145714,20.118897271879998,19.4085547792875,18.835946805835295,18.2059386468,17.662094036199996,17.17653139957,16.788464603847622,16.35568067972727,16.04718190321739,15.730844303925002,15.475168609344001,15.107911267353845,14.877658505725925,14.684067091292858,14.396876501572413,14.287943175639999,14.059396793225806,13.88927361946875,13.651941461903029,13.547447980347059,13.367896073662855,13.236197083999999,13.095376417767566,12.992562144226314,12.866704957835896,12.709246734569998,12.612244634356097,12.53358856395238,12.432190890399998,12.33355714940909,12.242183399915554,12.14662018580435,12.07170045974468,11.9820270791667
