"","names"
"1","Aix_sponsa"
"2","Amazona_viridigenalis"
"3","Amphispiza_bilineata"
"4","Archilochus_alexandri"
"5","Asio_otus"
"6","Aythya_affinis"
"7","Aythya_americana"
"8","Aythya_collaris"
"9","Aythya_valisineria"
"10","Bombycilla_cedrorum"
"11","Branta_bernicla"
"12","Branta_hutchinsii"
"13","Calypte_costae"
"14","Cardellina_pusilla"
"15","Catharus_guttatus"
"16","Certhia_americana"
"17","Chondestes_grammacus"
"18","Cinclus_mexicanus"
"19","Cistothorus_palustris"
"20","Contopus_sordidulus"
"21","Cypseloides_niger"
"22","Empidonax_hammondii"
"23","Empidonax_minimus"
"24","Empidonax_oberholseri"
"25","Empidonax_traillii"
"26","Empidonax_wrightii"
"27","Falco_columbarius"
"28","Geothlypis_tolmiei"
"29","Geothlypis_trichas"
"30","Icteria_virens"
"31","Ixoreus_naevius"
"32","Laterallus_jamaicensis"
"33","Lophodytes_cucullatus"
"34","Melospiza_lincolnii"
"35","Melospiza_melodia"
"36","Myadestes_townsendi"
"37","Myiarchus_cinerascens"
"38","Phalaenoptilus_nuttallii"
"39","Pipilo_chlorurus"
"40","Pipilo_maculatus"
"41","Podilymbus_podiceps"
"42","Pyrocephalus_rubinus"
"43","Recurvirostra_americana"
"44","Salpinctes_obsoletus"
"45","Sayornis_nigricans"
"46","Selasphorus_calliope"
"47","Selasphorus_sasin"
"48","Setophaga_nigrescens"
"49","Setophaga_occidentalis"
"50","Setophaga_petechia"
"51","Setophaga_townsendi"
"52","Sialia_mexicana"
"53","Spizella_atrogularis"
"54","Spizella_breweri"
"55","Spizella_passerina"
"56","Strix_nebulosa"
"57","Thryomanes_bewickii"
"58","Turdus_migratorius"
"59","Tyrannus_verticalis"
"60","Tyrannus_vociferans"
"61","Vireo_gilvus"
"62","Vireo_plumbeus"
"63","Zonotrichia_leucophrys"
"64","Columbina_passerina"
"65","Chaetura_vauxi"
"66","Ardea_herodias"
"67","Accipiter_striatus"
"68","Aechmophorus_occidentalis"
"69","Alectoris_chukar"
"70","Anas_acuta"
"71","Anas_platyrhynchos"
"72","Anthus_rubescens"
"73","Ardea_alba"
"74","Bubulcus_ibis"
"75","Calidris_alpina"
"76","Chlidonias_niger"
"77","Empidonax_difficilis"
"78","Eremophila_alpestris"
"79","Falco_peregrinus"
"80","Himantopus_himantopus"
"81","Hirundo_rustica"
"82","Hydroprogne_caspia"
"83","Icterus_parisorum"
"84","Nycticorax_nycticorax"
"85","Pandion_haliaetus"
"86","Passer_domesticus"
"87","Pluvialis_fulva"
"88","Pluvialis_squatarola"
"89","Rallus_limicola"
"90","Riparia_riparia"
"91","Sayornis_saya"
"92","Sialia_currucoides"
"93","Sturnus_vulgaris"
"94","Tyto_alba"
"95","Vireo_vicinior"
"96","Fulica_americana"
"97","Charadrius_semipalmatus"
"98","Charadrius_vociferus"
"99","Chordeiles_acutipennis"
"100","Chordeiles_minor"
"101","Cygnus_columbianus"
"102","Egretta_thula"
"103","Elanus_leucurus"
"104","Falco_mexicanus"
"105","Falco_sparverius"
"106","Gallinago_delicata"
"107","Gallinula_galeata"
"108","Picoides_arcticus"
"109","Spinus_pinus"
"110","Gymnogyps_californianus"
"111","Spinus_lawrencei"
"112","Spinus_tristis"
"113","Gymnorhinus_cyanocephalus"
"114","Larus_californicus"
"115","Larus_delawarensis"
"116","Limnodromus_scolopaceus"
"117","Poecile_rufescens"
"118","Megascops_kennicottii"
"119","Melanerpes_formicivorus"
"120","Melanerpes_lewis"
"121","Numenius_americanus"
"122","Numenius_phaeopus"
"123","Patagioenas_fasciata"
"124","Pelecanus_erythrorhynchos"
"125","Phasianus_colchicus"
"126","Plegadis_chihi"
"127","Pluvialis_dominica"
"128","Porzana_carolina"
"129","Sphyrapicus_ruber"
"130","Sphyrapicus_nuchalis"
"131","Sphyrapicus_thyroideus"
"132","Sterna_forsteri"
"133","Strix_varia"
"134","Strix_occidentalis"
"135","Tringa_flavipes"
"136","Tringa_melanoleuca"
"137","Tringa_semipalmata"
"138","Zenaida_macroura"
"139","Aphelocoma_californica"
"140","Myiarchus_tyrannulus"
"141","Progne_subis"
"142","Passerculus_sandwichensis"
"143","Pica_hudsonia"
"144","Sitta_carolinensis"
"145","Stelgidopteryx_serripennis"
"146","Chamaea_fasciata"
"147","Limosa_fedoa"
"148","Junco_hyemalis"
"149","Bombycilla_garrulus"
"150","Campylorhynchus_brunneicapillus"
"151","Catherpes_mexicanus"
"152","Corvus_corax"
"153","Euphagus_cyanocephalus"
"154","Oreoscoptes_montanus"
"155","Icterus_cucullatus"
"156","Piranga_ludoviciana"
"157","Lanius_ludovicianus"
"158","Ixobrychus_exilis"
"159","Haliaeetus_leucocephalus"
"160","Nucifraga_columbiana"
"161","Accipiter_cooperii"
"162","Accipiter_gentilis"
"163","Passerina_amoena"
"164","Petrochelidon_pyrrhonota"
"165","Phainopepla_nitens"
"166","Pheucticus_melanocephalus"
"167","Piranga_rubra"
"168","Polioptila_caerulea"
"169","Pooecetes_gramineus"
"170","Calidris_minutilla"
"171","Sitta_pygmaea"
"172","Tachycineta_bicolor"
"173","Toxostoma_bendirei"
"174","Toxostoma_lecontei"
"175","Toxostoma_redivivum"
"176","Vireo_cassinii"
"177","Xanthocephalus_xanthocephalus"
"178","Calypte_anna"
"179","Zonotrichia_atricapilla"
"180","Actitis_macularius"
"181","Aechmophorus_clarkii"
"182","Aegolius_acadicus"
"183","Aquila_chrysaetos"
"184","Asio_flammeus"
"185","Athene_cunicularia"
"186","Aythya_marila"
"187","Bucephala_islandica"
"188","Botaurus_lentiginosus"
"189","Bucephala_clangula"
"190","Buteo_jamaicensis"
"191","Buteo_lagopus"
"192","Buteo_lineatus"
"193","Buteo_regalis"
"194","Buteo_swainsoni"
"195","Calidris_mauri"
"196","Centrocercus_urophasianus"
"197","Baeolophus_inornatus"
"198","Calcarius_lapponicus"
"199","Contopus_cooperi"
"200","Mimus_polyglottos"
"201","Loxia_curvirostra"
"202","Troglodytes_aedon"
"203","Baeolophus_ridgwayi"
"204","Cyanocitta_stelleri"
"205","Poecile_gambeli"
"206","Tachycineta_thalassina"
"207","Vireo_huttoni"
"208","Anthus_spragueii"
"209","Charadrius_montanus"
"210","Catharus_ustulatus"
"211","Agelaius_tricolor"
"212","Spinus_psaltria"
"213","Agelaius_phoeniceus"
"214","Aimophila_ruficeps"
"215","Leucosticte_tephrocotis"
"216","Molothrus_ater"
"217","Pinicola_enucleator"
"218","Psaltriparus_minimus"
"219","Sitta_canadensis"
"220","Zonotrichia_albicollis"
"221","Passerina_caerulea"
"222","Amazona_autumnalis"
"223","Branta_canadensis"
"224","Brotogeris_versicolurus"
"225","Bubo_virginianus"
"226","Cairina_moschata"
"227","Callipepla_californica"
"228","Cathartes_aura"
"229","Corvus_brachyrhynchos"
"230","Euplectes_franciscanus"
"231","Lagopus_leucura"
"232","Meleagris_gallopavo"
"233","Mergus_merganser"
"234","Mergus_serrator"
"235","Oreortyx_pictus"
"236","Oxyura_jamaicensis"
"237","Podiceps_nigricollis"
"238","Sturnella_neglecta"
"239","Bucephala_albeola"
