"","names"
"1","Anser_caerulescens"
"2","Anser_rossii"
"3","Artemisiospiza_belli"
"4","Artemisiospiza_nevadensis"
"5","Leiothlypis_celata"
"6","Leiothlypis_ruficapilla"
"7","Mareca_americana"
"8","Psittacara_erythrogenys"
"9","Corthylio_calendula"
"10","Spatula_cyanoptera"
"11","Spatula_discors"
"12","Troglodytes_pacificus"
"13","Spatula_clypeata"
"14","Charadrius_nivosus"
"15","Circus_hudsonius"
"16","Dendragapus_fuliginosus"
"17","Dryobates_nuttallii"
"18","Dryobates_pubescens"
"19","Mareca_penelope"
"20","Haemorhous_cassinii"
"21","Haemorhous_purpureus"
"22","Mareca_strepera"
"23","Nannopterum_auritum"
"24","Psiloscops_flammeolus"
"25","Dryobates_scalaris"
"26","Lanius_borealis"
"27","Haemorhous_mexicanus"
"28","Amazona_oratrix"
"29","Aratinga_nenday"
"30","Psittacara_mitratus"
