"","x"
"1","Aix sponsa"
"2","Amazona viridigenalis"
"3","Amphispiza bilineata"
"4","Anser caerulescens"
"5","Anser rossii"
"6","Archilochus alexandri"
"7","Artemisiospiza belli"
"8","Artemisiospiza nevadensis"
"9","Asio otus"
"10","Aythya affinis"
"11","Aythya americana"
"12","Aythya collaris"
"13","Aythya valisineria"
"14","Bombycilla cedrorum"
"15","Branta bernicla"
"16","Branta hutchinsii"
"17","Calypte costae"
"18","Cardellina pusilla"
"19","Catharus guttatus"
"20","Certhia americana"
"21","Chondestes grammacus"
"22","Cinclus mexicanus"
"23","Cistothorus palustris"
"24","Contopus sordidulus"
"25","Cypseloides niger"
"26","Empidonax hammondii"
"27","Empidonax minimus"
"28","Empidonax oberholseri"
"29","Empidonax traillii"
"30","Empidonax wrightii"
"31","Falco columbarius"
"32","Geothlypis tolmiei"
"33","Geothlypis trichas"
"34","Icteria virens"
"35","Ixoreus naevius"
"36","Laterallus jamaicensis"
"37","Leiothlypis celata"
"38","Leiothlypis ruficapilla"
"39","Lophodytes cucullatus"
"40","Mareca americana"
"41","Melospiza lincolnii"
"42","Melospiza melodia"
"43","Myadestes townsendi"
"44","Myiarchus cinerascens"
"45","Phalaenoptilus nuttallii"
"46","Pipilo chlorurus"
"47","Pipilo maculatus"
"48","Podilymbus podiceps"
"49","Psittacara erythrogenys"
"50","Pyrocephalus rubinus"
"51","Recurvirostra americana"
"52","Corthylio calendula"
"53","Salpinctes obsoletus"
"54","Sayornis nigricans"
"55","Selasphorus calliope"
"56","Selasphorus sasin"
"57","Setophaga nigrescens"
"58","Setophaga occidentalis"
"59","Setophaga petechia"
"60","Setophaga townsendi"
"61","Sialia mexicana"
"62","Spatula cyanoptera"
"63","Spatula discors"
"64","Spizella atrogularis"
"65","Spizella breweri"
"66","Spizella passerina"
"67","Strix nebulosa"
"68","Thryomanes bewickii"
"69","Troglodytes pacificus"
"70","Turdus migratorius"
"71","Tyrannus verticalis"
"72","Tyrannus vociferans"
"73","Vireo gilvus"
"74","Vireo plumbeus"
"75","Zonotrichia leucophrys"
"76","Columbina passerina"
"77","Chaetura vauxi"
"78","Ardea herodias"
"79","Accipiter striatus"
"80","Aechmophorus occidentalis"
"81","Alectoris chukar"
"82","Anas acuta"
"83","Anas platyrhynchos"
"84","Anthus rubescens"
"85","Ardea alba"
"86","Bubulcus ibis"
"87","Calidris alpina"
"88","Chlidonias niger"
"89","Empidonax difficilis"
"90","Eremophila alpestris"
"91","Falco peregrinus"
"92","Himantopus himantopus"
"93","Hirundo rustica"
"94","Hydroprogne caspia"
"95","Icterus parisorum"
"96","Nycticorax nycticorax"
"97","Pandion haliaetus"
"98","Passer domesticus"
"99","Pluvialis fulva"
"100","Pluvialis squatarola"
"101","Rallus limicola"
"102","Riparia riparia"
"103","Sayornis saya"
"104","Sialia currucoides"
"105","Spatula clypeata"
"106","Sturnus vulgaris"
"107","Tyto alba"
"108","Vireo vicinior"
"109","Charadrius nivosus"
"110","Fulica americana"
"111","Charadrius semipalmatus"
"112","Charadrius vociferus"
"113","Chordeiles acutipennis"
"114","Chordeiles minor"
"115","Circus hudsonius"
"116","Dendragapus fuliginosus"
"117","Cygnus columbianus"
"118","Dryobates nuttallii"
"119","Dryobates pubescens"
"120","Egretta thula"
"121","Elanus leucurus"
"122","Falco mexicanus"
"123","Falco sparverius"
"124","Gallinago delicata"
"125","Gallinula galeata"
"126","Picoides arcticus"
"127","Spinus pinus"
"128","Gymnogyps californianus"
"129","Mareca penelope"
"130","Spinus lawrencei"
"131","Spinus tristis"
"132","Haemorhous cassinii"
"133","Haemorhous purpureus"
"134","Gymnorhinus cyanocephalus"
"135","Larus californicus"
"136","Larus delawarensis"
"137","Limnodromus scolopaceus"
"138","Poecile rufescens"
"139","Mareca strepera"
"140","Megascops kennicottii"
"141","Melanerpes formicivorus"
"142","Melanerpes lewis"
"143","Numenius americanus"
"144","Numenius phaeopus"
"145","Patagioenas fasciata"
"146","Pelecanus erythrorhynchos"
"147","Nannopterum auritum"
"148","Phasianus colchicus"
"149","Plegadis chihi"
"150","Pluvialis dominica"
"151","Porzana carolina"
"152","Psiloscops flammeolus"
"153","Sphyrapicus ruber"
"154","Sphyrapicus nuchalis"
"155","Sphyrapicus thyroideus"
"156","Sterna forsteri"
"157","Strix varia"
"158","Strix occidentalis"
"159","Tringa flavipes"
"160","Tringa melanoleuca"
"161","Tringa semipalmata"
"162","Zenaida macroura"
"163","Aphelocoma californica"
"164","Myiarchus tyrannulus"
"165","Progne subis"
"166","Passerculus sandwichensis"
"167","Pica hudsonia"
"168","Sitta carolinensis"
"169","Stelgidopteryx serripennis"
"170","Chamaea fasciata"
"171","Limosa fedoa"
"172","Junco hyemalis"
"173","Bombycilla garrulus"
"174","Campylorhynchus brunneicapillus"
"175","Catherpes mexicanus"
"176","Corvus corax"
"177","Euphagus cyanocephalus"
"178","Oreoscoptes montanus"
"179","Icterus cucullatus"
"180","Piranga ludoviciana"
"181","Lanius ludovicianus"
"182","Ixobrychus exilis"
"183","Haliaeetus leucocephalus"
"184","Nucifraga columbiana"
"185","Accipiter cooperii"
"186","Accipiter gentilis"
"187","Passerina amoena"
"188","Petrochelidon pyrrhonota"
"189","Phainopepla nitens"
"190","Pheucticus melanocephalus"
"191","Piranga rubra"
"192","Polioptila caerulea"
"193","Pooecetes gramineus"
"194","Calidris minutilla"
"195","Sitta pygmaea"
"196","Tachycineta bicolor"
"197","Toxostoma bendirei"
"198","Toxostoma lecontei"
"199","Toxostoma redivivum"
"200","Vireo cassinii"
"201","Xanthocephalus xanthocephalus"
"202","Calypte anna"
"203","Zonotrichia atricapilla"
"204","Actitis macularius"
"205","Aechmophorus clarkii"
"206","Aegolius acadicus"
"207","Aquila chrysaetos"
"208","Asio flammeus"
"209","Athene cunicularia"
"210","Aythya marila"
"211","Bucephala islandica"
"212","Botaurus lentiginosus"
"213","Bucephala clangula"
"214","Buteo jamaicensis"
"215","Buteo lagopus"
"216","Buteo lineatus"
"217","Buteo regalis"
"218","Buteo swainsoni"
"219","Calidris mauri"
"220","Centrocercus urophasianus"
"221","Baeolophus inornatus"
"222","Calcarius lapponicus"
"223","Contopus cooperi"
"224","Mimus polyglottos"
"225","Loxia curvirostra"
"226","Troglodytes aedon"
"227","Dryobates scalaris"
"228","Baeolophus ridgwayi"
"229","Cyanocitta stelleri"
"230","Poecile gambeli"
"231","Lanius borealis"
"232","Tachycineta thalassina"
"233","Vireo huttoni"
"234","Anthus spragueii"
"235","Charadrius montanus"
"236","Catharus ustulatus"
"237","Agelaius tricolor"
"238","Spinus psaltria"
"239","Haemorhous mexicanus"
"240","Agelaius phoeniceus"
"241","Aimophila ruficeps"
"242","Leucosticte tephrocotis"
"243","Molothrus ater"
"244","Pinicola enucleator"
"245","Psaltriparus minimus"
"246","Sitta canadensis"
"247","Zonotrichia albicollis"
"248","Passerina caerulea"
"249","Amazona autumnalis"
"250","Amazona oratrix"
"251","Aratinga nenday"
"252","Branta canadensis"
"253","Brotogeris versicolurus"
"254","Bubo virginianus"
"255","Cairina moschata"
"256","Callipepla californica"
