,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250
0.5,20.879279632,20.6399895493333,20.71829130975,20.4846952736,20.203093445499967,20.34753101057146,18.809111798750003,17.6801559166667,17.9381794494,16.82801397081818,16.11768948258337,16.001728670384637,15.673037578928614,15.257987176533334,15.0357430138125,15.086511407117618,14.486086553111122,14.25777296052631,14.014068985349999,13.645459980999952,13.617530996954546,13.377447325826095,13.282697097500034,12.92308418844,12.838671479038478,12.731239644111064,12.495923497571471,12.350075816620643,12.429542683033366,12.211040456290359,12.09465534678125,11.958009347909082,11.777693546029365,11.887240609599973,11.592135590833333,11.69472805627032,11.641155076315805,11.586323955359001,11.474453186025,11.51785116324393,11.456899232214324,11.367990519976724,11.42134970729549,11.36024825859999,11.3583435903913,11.365325307425497,11.403351361770866,11.396454537204116,11.674805428
1,24.166638621,22.323974423333336,23.836664459,22.8141513404,21.898012468999998,21.160250212571444,19.842440923250003,18.618630867555513,18.356734344,17.503162274545428,16.826960037333368,16.479955358923085,16.2684221288571,15.460653813999967,15.481384846125,15.32520578247057,14.508901154444455,14.395283717157891,14.1840044487,14.048651906952381,13.880761911909136,13.441331090695655,13.488166384333333,13.13381315512,12.963812370076937,12.867998819851831,12.666264150214243,12.486818314206856,12.510195739799967,12.393408052387128,12.2412649641875,12.03358611951513,12.014134705941165,11.947718584742857,11.772561767222243,11.82297612421618,11.770294955684168,11.717666662564136,11.6309918787,11.610309436439053,11.515603410476153,11.556220854604655,11.44826535368179,11.437017858044488,11.464696674521749,11.42379538102126,11.441860722250032,11.455195440163257,11.674805428
1.5,26.791067949,23.2979969073333,25.67415522,23.747330691000002,22.3964333581667,21.45661592085713,20.102736819125,19.201547342555568,18.6509293311,17.842113846363645,17.2610055295,16.852096097692318,16.504718429142816,15.8333636027333,15.651016222875,15.47349763311763,14.742824591166634,14.845096371421095,14.3606690524,14.113930742523772,14.005776528272726,13.607597341173866,13.5492872096667,13.240701614159999,13.130323908269192,12.945559956925912,12.851785321214285,12.59887647337927,12.626816086299998,12.41627588296774,12.31207994915625,12.148803911090909,12.053069957323553,11.999968052342815,11.863193787333335,11.885893528162198,11.805002604315805,11.740104776359008,11.7000264589,11.666423235951223,11.592328890523842,11.591540379604611,11.488270333250018,11.480273002311067,11.479769554695652,11.471000406297824,11.460118381458301,11.481956021102032,11.674805428
2,28.275164042,24.6228186853333,26.061345577,24.5424200992,22.984225225333365,21.833379864571402,20.433896376,19.513549213333373,18.9473523424,18.170499443272746,17.5283548843333,17.196021350153867,16.80029920342861,15.990849993066666,15.836619737249999,15.548648272941183,14.968742886000046,14.983284388210516,14.5131557058,14.219934017714255,14.109819546909073,13.729733212000001,13.581921250500033,13.30840515904,13.206055388461493,13.010551417629637,12.901870625857143,12.702608025517263,12.681607905200032,12.46220244438711,12.399574639375,12.226481512969677,12.121509992941176,12.085054376800041,11.96650933777781,11.947564387675667,11.890818284000035,11.764973685128213,11.7346758563,11.677191696000003,11.605186773428573,11.627001079999964,11.524267668909056,11.498577548177767,11.498738477130445,11.494002648595773,11.468589934333366,11.490336692244899,11.674805428
2.5,28.787915972500002,24.9358288083333,26.82656451,24.888286902,23.276262989166668,22.243982626428583,21.048789622500003,19.96154294888891,19.2800955135,18.499196082272764,17.6748831775,17.29147396499998,16.946379652857114,16.146984738,15.936873192812499,15.6198927073529,15.088342634722233,15.033750244210486,14.6867675655,14.344974397142824,14.132070032727272,13.828062441739117,13.638873865625001,13.3753161284,13.2459668875,13.069693009444485,12.965617929285754,12.768255935517274,12.708712931166668,12.507364586290338,12.42803166546875,12.279365988787857,12.207389749411801,12.112000739285756,12.028101713888933,11.99117500310813,11.916404264736837,11.784586831794876,11.784985219875,11.711192628414663,11.64334275380952,11.64272521348833,11.551851198636337,11.523910108444401,11.526134340108692,11.51515198936174,11.4839340695833,11.504354152346954,11.674805428
5,33.2453821,29.019358703333364,28.8524366425,26.59678202,24.997763998333333,23.496949571428544,21.996657478750002,21.0009324966667,19.918045182,19.326154700000036,18.429046220833367,17.973195697692287,17.387230144285713,16.692707566666638,16.518806040624998,16.07193655764706,15.56441359722222,15.32887758894739,14.964156961999999,14.730465946190506,14.44413937636363,14.13908890652173,13.907522610416635,13.6231691424,13.502652829230769,13.329785147407396,13.111264806785686,12.97694836965518,12.893169656333335,12.741870801612864,12.621143799375,12.44504423606056,12.35887768441175,12.261857326857154,12.238705160277764,12.129505333783765,12.05250413657898,11.943953507948734,11.913903166999999,11.843560054634166,11.761582848095266,11.737369520232509,11.65531359818181,11.5896646524444,11.605142863913041,11.579800639574495,11.555309909583334,11.560152334285695,11.674805428
10,37.439893430000005,33.98433547333336,31.42167012,28.379187668,26.699213583333332,24.571618597142823,23.544725619999998,22.02532237333332,20.939606161999997,20.2053253636364,19.41520480499997,18.64891630461535,18.0453022571429,17.225884777333302,17.0236757375,16.55622180117644,16.0190327122222,15.7147029810526,15.330446970999999,15.11714495714289,14.76913416454542,14.46496679739127,14.28113685333333,13.9571273272,13.80290004615389,13.579776619259299,13.39092013285716,13.2083438882759,13.09924696266667,13.01799595870968,12.829956510625,12.69603904303027,12.562491015882332,12.4486961297143,12.397099640555549,12.25132896864868,12.213572261578939,12.12032155538465,12.018469458,11.95404957707321,11.90705028809528,11.84302651488369,11.75093971772723,11.70709059155557,11.680369271739151,11.65738661872344,11.6269436225,11.6054161579592,11.674805428
25,44.640600449999994,39.74011119999997,35.248580000000004,31.64751911,29.412040758333347,27.241275785714276,25.43054139375,23.955011294444425,22.50983926,21.842431722727298,20.708395183333327,19.912296288461576,19.215205757142847,18.360039949999976,17.944579240625,17.432334241176477,16.7896335666667,16.447294923684197,16.069973599999997,15.833647807142874,15.290708552272699,15.0659707304348,14.859482560416652,14.493504686,14.256535619230775,14.080679964814799,13.873110744642851,13.71032305517245,13.5453513766667,13.414233637096775,13.1733311328125,13.076335924242375,12.912043914705901,12.803620025714274,12.683086712499975,12.5454045148649,12.4627985855263,12.3677745282051,12.27528889625,12.174204293902424,12.13752157619045,12.0147227627907,11.946684035227275,11.874482855555524,11.82669874347825,11.770811644680874,11.723429853125024,11.67996546938775,11.674805428
75,62.587378625,53.12998140000003,45.383487562499994,40.27422628,36.59252223333333,33.043152142857096,30.5342452,28.34295314444445,26.48918137,25.131952331818177,23.875976662499973,22.69022492307695,21.701934360714276,20.826741769999973,19.951357968750003,19.432720673529374,18.695605677777802,18.121778165789472,17.6712476125,17.3271950238095,16.825744775000025,16.425095089130398,16.124548049999976,15.683308113999999,15.443446674999976,15.23218622592595,14.8958763285714,14.702122184482725,14.4148528083333,14.2075800935484,13.981013715625,13.86576858484845,13.637930472058825,13.497160921428573,13.338211743055576,13.17946930135135,13.051812118421076,12.92667858846155,12.74908663125,12.661336646341425,12.548667852380925,12.435427523255825,12.31865210795455,12.223601150000025,12.109615718478274,12.004195611702125,11.915776359374975,11.81223438061225,11.674805428
90,72.21768857,59.564268226666634,50.02947733,43.934243344,39.36783475,35.33388924285716,32.264703885,30.4132644866667,28.208231714,26.60640021636365,25.16407746000003,23.91402701076924,23.01343556428568,21.9046827413333,20.917574482499997,20.284210440000038,19.594557799999983,18.8306800315789,18.404408818,18.06494297619049,17.4710666690909,17.019684308695698,16.7199901975,16.236424856000003,15.916922796153871,15.71405210592592,15.29874897642855,15.10118363862065,14.88757608533333,14.60638751096773,14.39529817375,14.187397507878801,13.989455191764739,13.74700859828571,13.62891577777779,13.4464366551351,13.30788594842109,13.1693694697436,12.944282785,12.871213687804909,12.731136005238099,12.62113326046513,12.47999713500004,12.36055713599997,12.2362093173913,12.10339818255322,11.9934125233333,11.86341139877553,11.674805428
