,mpd5,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240
Low,44.442281650000005,66.6406634205556,72.71252485238092,78.0630375565789,78.48140335116666,79.70495063839083,82.03730806789915,84.33199224314099,84.60120666818186,86.01306125612244,85.50084161239053,86.96170059127122,86.57025467062498,87.31762712095238,88.45544025587388,88.46084049508701,89.22614168196077,89.10285965658554,89.45351413608059,90.22805721719195,89.91501691690472,89.94707668441201,90.59060382347067,90.78180427783266,90.96054600741293,91.26928334340784,91.32893537927035,91.36113449127703,91.91139281539748,92.24332594085014,92.37706716304149,92.32352062047953,92.42072966894308,92.71733695302474,93.04357966532679,93.18077024912476,93.38898726426258,93.2797072250139,93.44416582939726,93.6883021531935,93.77291862375893,94.09029868369788,94.36083769269943,94.51856708548253,94.64015810412894,94.83991434185586,95.11301238878885,95.46993051639379
High,121.19818400999999,114.29491306166645,110.62768588047632,109.56733980671062,107.885305911,107.35705471896532,106.77408210445425,105.37817271455161,104.75891030191917,104.60847992610243,104.30447330639743,104.18507036761339,103.93123228617794,103.22334336209067,102.58691117291887,102.57577862096552,102.06749438114817,101.61665219071752,101.60587925836515,101.31304874884826,101.5559006243861,100.92271474395756,101.07451727257774,100.89575425524862,100.64336276469058,99.92425518958558,100.40190180806563,99.79781100250261,99.85388549747123,99.46141557402461,99.53361961118135,99.26258622227,99.14602535635994,99.30965398654192,98.99866096173395,98.83576143886094,98.49737775442718,98.42288624902535,98.44745032004488,98.32939802354522,98.02792574624819,97.82789382479383,97.66794656499239,97.60421090944897,97.36760158816662,97.15956088490978,96.91700040161487,96.5261078204472
Mean,95.7887301966,96.47371899442223,95.15877601462857,96.12039128078948,96.22753150328,95.78297253196783,95.9369462850185,95.9111151199,95.98672923982424,95.8331243486204,95.52480182322965,95.9718691584887,95.80973212150961,95.91984289948654,96.08489468002594,95.92205735650917,95.83308166850813,95.93752731904792,96.03116661198119,96.07400437033776,96.1190907720011,95.93407860040834,96.09173557043448,95.9660258752556,96.00723691514503,95.97179424255849,96.0484583396243,95.89655453094964,96.02502640783507,96.02350391612732,95.99046350696673,95.973018913775,95.99076121515239,96.07392541229362,96.05451514125767,96.00423725825246,96.03449841352621,96.01164363453825,96.00518212220693,96.10784125054985,96.02557888999809,95.99991469182478,96.06245640068394,96.10316715292798,96.03539214125357,96.0059674488237,96.00989112032158,96.01612223115846
