,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245
Low,28.198408032499998,26.5268549383333,24.89034359875,24.195985983,22.363177609999966,21.1499306528571,20.956660944375,19.643999232222264,18.6979847105,18.517803528181844,17.662911360833302,17.13900323384614,16.71440998714283,16.265144695333365,15.8969269065625,15.54220586235297,15.399068581944412,14.99675215631583,14.4959282225,14.390705714523833,14.1925022106818,13.802196769130465,13.7680301439583,13.4352213822,13.206141344615409,13.129856224259287,12.908276092142843,12.781185731896567,12.765386572000033,12.496976865806422,12.3390685978125,12.2771309651515,12.256396288823554,12.1142554691429,12.119600391805587,11.95237912405404,11.966704801447353,11.88067315820509,11.748412576,11.700069990487828,11.64515170654759,11.575059758255797,11.613594554886383,11.5194525367778,11.530963196413005,11.557377134255297,11.562848530937469,11.592701785204126
High,77.80118636499999,64.42916129999996,54.64805365625,48.364129125,42.82249103416667,38.70857698357138,34.9317159875,32.81782565055554,30.8682491605,28.453449570000046,27.255578115416636,26.15186695615382,24.869510718214258,23.5004944633333,22.822902900625,21.797297987941143,21.239887512777745,20.647559572894718,19.89303049225,19.22855358095239,18.86705442954548,18.323443744130476,18.114907433125,17.4094321852,17.109399703846133,16.6793754364815,16.279820255535686,16.03005950482762,15.738461291500032,15.46506229870967,15.289201419062499,15.122228156969701,14.72850285823528,14.512617909999973,14.309802620416699,14.13090601891888,13.92833253565791,13.69805762499997,13.524212944125,13.356997863048788,13.197977106309548,13.090748221162812,12.875955054431776,12.800670409888845,12.598417023152212,12.450357365000048,12.3357823286458,12.041683987959136
Mean,52.4563084176,44.293239037,39.19022446460001,35.53349950752,32.4369291114,29.92470948925714,27.890077079775,26.278925817,24.864828948,23.39896723778182,22.451424334216668,21.52799882507692,20.729216226928568,19.926906845666664,19.21716124855,18.60769308545882,18.16119217697778,17.663075609294737,17.134976876139998,16.823039253152384,16.417740710827275,16.013457913391303,15.751692762333334,15.400494162272,15.134463662330768,14.86357086585926,14.62862513585,14.418648880972414,14.22740043508,13.974602561580642,13.852575715875,13.628244512424242,13.497118042105882,13.349108112382858,13.221548664022222,13.067871628324323,12.929392799363159,12.817441019779485,12.702734595605,12.591374158409755,12.472059813699998,12.364341949148837,12.271490454827275,12.163241376319998,12.087225862765216,11.997531765544682,11.923290587058334,11.837612329755098
