,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32,mpd34,mpd36
Low,118.63721324166669,133.879774666667,138.9864193857144,147.9393706711111,151.59000979469664,155.85975214010952,157.71188361541667,158.8192543297382,160.51374813263158,161.90588822467544,163.11401266195617,163.70235461953874,165.2108014201056,165.43334283816097,166.98283864949644,167.84193351497348,170.009174968254
High,198.789045,189.64462322,185.56830327678531,182.1848321966667,180.4248312121212,178.99518531208759,178.24069816499969,177.66698374901915,176.5969889573685,175.900623407792,175.28886649474651,174.6627519109227,174.03994891865128,173.39654839448235,172.81432096885086,172.184770834225,170.009174968254
Mean,170.34340277833337,169.89575148160003,169.55547939585713,169.63167826764445,169.90049719857575,170.221655468,170.23286679563333,169.89352107918955,170.10702187568418,170.06615402328137,170.006593273971,169.8179505390338,169.98192810862434,169.86622264409192,170.0325403954516,170.02143607060606,170.00917496825406
