,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28,mntd30,mntd32,mntd34,mntd36,mntd38,mntd40,mntd42,mntd44,mntd46,mntd48,mntd50,mntd52,mntd54,mntd56,mntd58
Low,67.33950790833336,65.02455300625,62.484106125,60.77100282916663,58.06584817499996,58.947368025,56.91220967222223,55.420584505,54.812110134090865,54.646188475,54.5232719038461,53.753750203571414,52.26304701333336,52.507860301562495,51.94058014264709,51.05230475277774,51.44173155921052,50.59169449125,49.90681885357138,49.88824255227277,49.64568469347823,49.0893690802083,49.453480482,48.89687575769227,49.0572470509259,49.540696297321446,49.690646137931
High,170.231958,147.72889525,127.45013853500001,116.87838561249967,109.01368681785743,100.458210009375,96.69844365555556,91.29869202249999,87.52968078863636,84.07717999791669,81.33982151538459,77.89517678035718,76.68376712999996,73.3561764078125,71.65748335588236,69.83595808194445,68.03097185131574,66.4744263225,64.16964278928572,62.987880531818206,62.016236893478215,60.3500605760417,59.153142186000004,58.062755311538446,56.386461548148105,55.041998730357186,53.5414930689655
Mean,120.29901156400001,105.40194574025,96.2131137072,89.22965152683334,84.75767450085714,80.206910571625,77.26006322244444,74.013473068,71.84110772654545,69.72815807325,67.78988643023075,66.18550215485715,64.5417300934,63.2515775668125,62.002253678352936,60.672571583444444,59.643571487631576,58.52556284444999,57.488693738809516,56.75800950354545,55.85839212660869,54.9702896815,54.39385132223999,53.646664117346155,52.95592147088889,52.42296045335714,51.72436628544828
