"","x"
"1","Adelpha_californica"
"2","Aglais_milberti"
"3","Agraulis_vanillae"
"4","Agriades_podarce"
"5","Amblysciertes_vialis"
"6","Anthocharis_cethura"
"7","Anthocharis_lanceolata"
"8","Anthocharis_sara"
"9","Apodemia_mormo"
"10","Apodemia_virgulti"
"11","Argynnis_adiaste"
"12","Argynnis_callippe"
"13","Argynnis_coronis"
"14","Argynnis_cybele"
"15","Argynnis_egleis"
"16","Argynnis_hesperis"
"17","Argynnis_hydaspe"
"18","Argynnis_mormonia"
"19","Arygnnis_zerene"
"20","Atalopedes_campestris"
"21","Atlides_halesus"
"22","Battus_philenor"
"23","Boloria_epithore"
"24","Brephidium_exilis"
"25","Callophrys_augustinus"
"26","Callophrys_dumetorum"
"27","Callophrys_eryphon"
"28","Callophrys_gryneus"
"29","Callophrys_johnsoni"
"30","Callophrys_mossii"
"31","Callophrys_muiri"
"32","Callophrys_nelsoni"
"33","Callophrys_perplexa"
"34","Callophrys_sheridanii"
"35","Callophrys_spinetorum"
"36","Carterocephalus_palaemon"
"37","Cercyonis_pegala"
"38","Cercyonis_sthenele"
"39","Chlosyne_gabbii"
"40","Chlosyne_leanira"
"41","Chlosyne_palla"
"42","Coenonympha_tullia"
"43","Colias_eurytheme"
"44","Colias_harfordii"
"45","Colias_occidentalis"
"46","Cupido_amyntula"
"47","Cupido_comyntas"
"48","Danaus_plexippus"
"49","Epargyreus_clarus"
"50","Erynnis_brizo"
"51","Erynnis_funeralis"
"52","Erynnis_icelus"
"53","Erynnis_pacuvius"
"54","Erynnis_persius"
"55","Erynnis_propertius"
"56","Erynnis_tristis"
"57","Euchloe_ausonides"
"58","Euchloe_hyantis"
"59","Euphilotes_battoides"
"60","Euphilotes_bernardino"
"61","Euphilotes_enoptes"
"62","Euphilotes_glaucon"
"63","Euphydryas_anicia"
"64","Euphydryas_chalcedona"
"65","Euphydryas_editha"
"66","Euphyes_vestris"
"67","Glaucopsyche_lygdamus"
"68","Glaucopsyche_piasus"
"69","Habrodais_grunus"
"70","Heliopetes_ericetorum"
"71","Hesperia_colorado"
"72","Hesperia_columbia"
"73","Hesperia_juba"
"74","Hesperia_lindseyi"
"75","Hesperia_nevada"
"76","Hesperopsis_libya"
"77","Hylephila_phyleus"
"78","Icaricia_acmon"
"79","Icaricia_icarioides"
"80","Icaricia_lupini"
"81","Icaricia_neurona"
"82","Icaricia_saepiolus"
"83","Junonia_coenia"
"84","Leptotes_marina"
"85","Lerodea_eufala"
"86","Limenitis_lorquini"
"87","Lycaena_arota"
"88","Lycaena_cupreus"
"89","Lycaena_editha"
"90","Lycaena_gorgon"
"91","Lycaena_helloides"
"92","Lycaena_heteronea"
"93","Lycaena_mariposa"
"94","Lycaena_nivalis"
"95","Lycaena_xanthoides"
"96","Megathymus_yuccae"
"97","Nathalis_iole"
"98","Neophasia_menapia"
"99","Nymphalis_antiopa"
"100","Nymphalis_californica"
"101","Ochlodes_agricola"
"102","Ochlodes_sylvanoides"
"103","Ochlodes_yuma"
"104","Papilio_clodius"
"105","Papilio_indra"
"106","Papilio_multicaudata"
"107","Papilio_zelicaon"
"108","Parnassius_behrii"
"109","Parnassius_clodius"
"110","Philotes_sonorensis"
"111","Philotiella_speciosa"
"112","Phoebis_sennae"
"113","Pholisora_catullus"
"114","Phyciodes_mylitta"
"115","Phyciodes_orseis"
"116","Phyciodes_pulchella"
"117","Pieris_marginalis"
"118","Pieris_rapae"
"119","Plebejus_anna"
"120","Plebejus_melissa"
"121","Plebulina_emigdionis"
"122","Poanes_melane"
"123","Polites_sabuleti"
"124","Polygonia_faunus"
"125","Polygonia_gracilis"
"126","Polygonia_oreas"
"127","Polygonia_satyrus"
"128","Pontia_beckerii"
"129","Pontia_occidentalis"
"130","Pontia_protodice"
"131","Pontia_sisymbrii"
"132","Pterourus_eurymedon"
"133","Pterourus_rutulus"
"134","Pyrgus_albescens"
"135","Pyrgus_communis"
"136","Pyrgus_ruralis"
"137","Pyrgus_scriptura"
"138","Satyrium_auretorum"
"139","Satyrium_californica"
"140","Satyrium_saepium"
"141","Satyrium_sylvinus"
"142","Satyrium_tetra"
"143","Strymon_melinus"
"144","Thorybes_diversus"
"145","Thorybes_mexicana"
"146","Thorybes_pylades"
"147","Vanessa_annabella"
"148","Vanessa_atalanta"
"149","Vanessa_cardui"
"150","Vanessa_virginiensis"
"151","Zerene_eurydice"
