"","names"
"1","Aix_sponsa"
"2","Amphispiza_bilineata"
"3","Archilochus_alexandri"
"4","Asio_otus"
"5","Aythya_affinis"
"6","Aythya_americana"
"7","Aythya_collaris"
"8","Aythya_valisineria"
"9","Bombycilla_cedrorum"
"10","Branta_bernicla"
"11","Branta_hutchinsii"
"12","Calypte_costae"
"13","Cardellina_pusilla"
"14","Catharus_guttatus"
"15","Certhia_americana"
"16","Chondestes_grammacus"
"17","Cinclus_mexicanus"
"18","Cistothorus_palustris"
"19","Coccyzus_americanus"
"20","Contopus_sordidulus"
"21","Cypseloides_niger"
"22","Empidonax_hammondii"
"23","Empidonax_oberholseri"
"24","Empidonax_traillii"
"25","Falco_columbarius"
"26","Geothlypis_tolmiei"
"27","Geothlypis_trichas"
"28","Icteria_virens"
"29","Ixoreus_naevius"
"30","Laterallus_jamaicensis"
"31","Lophodytes_cucullatus"
"32","Melospiza_lincolnii"
"33","Melospiza_melodia"
"34","Myadestes_townsendi"
"35","Myiarchus_cinerascens"
"36","Phalaenoptilus_nuttallii"
"37","Pipilo_chlorurus"
"38","Pipilo_maculatus"
"39","Podilymbus_podiceps"
"40","Pyrocephalus_rubinus"
"41","Recurvirostra_americana"
"42","Salpinctes_obsoletus"
"43","Sayornis_nigricans"
"44","Selasphorus_calliope"
"45","Selasphorus_sasin"
"46","Setophaga_nigrescens"
"47","Setophaga_occidentalis"
"48","Setophaga_petechia"
"49","Setophaga_townsendi"
"50","Sialia_mexicana"
"51","Spizella_atrogularis"
"52","Spizella_breweri"
"53","Spizella_passerina"
"54","Strix_nebulosa"
"55","Thryomanes_bewickii"
"56","Turdus_migratorius"
"57","Tyrannus_verticalis"
"58","Tyrannus_vociferans"
"59","Vireo_gilvus"
"60","Zonotrichia_leucophrys"
"61","Columbina_passerina"
"62","Phoebastria_nigripes"
"63","Chaetura_vauxi"
"64","Ardea_herodias"
"65","Accipiter_striatus"
"66","Aechmophorus_occidentalis"
"67","Alectoris_chukar"
"68","Anas_acuta"
"69","Anas_platyrhynchos"
"70","Anthus_rubescens"
"71","Ardea_alba"
"72","Arenaria_interpres"
"73","Bubulcus_ibis"
"74","Calidris_alpina"
"75","Chlidonias_niger"
"76","Empidonax_difficilis"
"77","Eremophila_alpestris"
"78","Falco_peregrinus"
"79","Himantopus_himantopus"
"80","Hirundo_rustica"
"81","Hydroprogne_caspia"
"82","Icterus_parisorum"
"83","Larus_canus"
"84","Larus_glaucoides"
"85","Nycticorax_nycticorax"
"86","Pandion_haliaetus"
"87","Passer_domesticus"
"88","Pluvialis_fulva"
"89","Pluvialis_squatarola"
"90","Rallus_limicola"
"91","Riparia_riparia"
"92","Sayornis_saya"
"93","Sialia_currucoides"
"94","Sterna_hirundo"
"95","Sturnus_vulgaris"
"96","Tyto_alba"
"97","Vireo_vicinior"
"98","Fulica_americana"
"99","Charadrius_semipalmatus"
"100","Charadrius_vociferus"
"101","Chordeiles_acutipennis"
"102","Chordeiles_minor"
"103","Cygnus_columbianus"
"104","Egretta_thula"
"105","Elanus_leucurus"
"106","Falco_mexicanus"
"107","Falco_sparverius"
"108","Gallinago_delicata"
"109","Gallinula_galeata"
"110","Picoides_arcticus"
"111","Spinus_pinus"
"112","Gymnogyps_californianus"
"113","Histrionicus_histrionicus"
"114","Spinus_lawrencei"
"115","Spinus_tristis"
"116","Larus_californicus"
"117","Larus_delawarensis"
"118","Limnodromus_scolopaceus"
"119","Poecile_rufescens"
"120","Megascops_kennicottii"
"121","Melanerpes_formicivorus"
"122","Melanerpes_lewis"
"123","Numenius_americanus"
"124","Patagioenas_fasciata"
"125","Pelecanus_erythrorhynchos"
"126","Phasianus_colchicus"
"127","Plegadis_chihi"
"128","Pluvialis_dominica"
"129","Sphyrapicus_ruber"
"130","Sphyrapicus_thyroideus"
"131","Sterna_forsteri"
"132","Strix_varia"
"133","Strix_occidentalis"
"134","Tringa_flavipes"
"135","Tringa_semipalmata"
"136","Tringa_incana"
"137","Tringa_melanoleuca"
"138","Zenaida_macroura"
"139","Aphelocoma_californica"
"140","Myiarchus_tyrannulus"
"141","Progne_subis"
"142","Passerculus_sandwichensis"
"143","Pica_hudsonia"
"144","Sitta_carolinensis"
"145","Stelgidopteryx_serripennis"
"146","Pterodroma_cookii"
"147","Chamaea_fasciata"
"148","Limosa_fedoa"
"149","Porzana_carolina"
"150","Junco_hyemalis"
"151","Bombycilla_garrulus"
"152","Campylorhynchus_brunneicapillus"
"153","Catherpes_mexicanus"
"154","Corvus_corax"
"155","Euphagus_cyanocephalus"
"156","Oreoscoptes_montanus"
"157","Icterus_cucullatus"
"158","Piranga_ludoviciana"
"159","Lanius_ludovicianus"
"160","Ixobrychus_exilis"
"161","Haliaeetus_leucocephalus"
"162","Nucifraga_columbiana"
"163","Accipiter_cooperii"
"164","Accipiter_gentilis"
"165","Passerina_amoena"
"166","Petrochelidon_pyrrhonota"
"167","Phainopepla_nitens"
"168","Pheucticus_melanocephalus"
"169","Piranga_rubra"
"170","Polioptila_caerulea"
"171","Pooecetes_gramineus"
"172","Calidris_minutilla"
"173","Sitta_pygmaea"
"174","Tachycineta_bicolor"
"175","Toxostoma_lecontei"
"176","Toxostoma_redivivum"
"177","Vireo_cassinii"
"178","Xanthocephalus_xanthocephalus"
"179","Calypte_anna"
"180","Zonotrichia_atricapilla"
"181","Actitis_macularius"
"182","Aegolius_acadicus"
"183","Aechmophorus_clarkii"
"184","Aquila_chrysaetos"
"185","Asio_flammeus"
"186","Athene_cunicularia"
"187","Aythya_marila"
"188","Bucephala_islandica"
"189","Botaurus_lentiginosus"
"190","Brotogeris_chiriri"
"191","Bucephala_clangula"
"192","Buteo_jamaicensis"
"193","Buteo_lagopus"
"194","Buteo_lineatus"
"195","Buteo_regalis"
"196","Buteo_swainsoni"
"197","Calidris_alba"
"198","Calidris_mauri"
"199","Baeolophus_inornatus"
"200","Contopus_cooperi"
"201","Mimus_polyglottos"
"202","Loxia_curvirostra"
"203","Troglodytes_aedon"
"204","Phoebastria_immutabilis"
"205","Cyanocitta_stelleri"
"206","Poecile_gambeli"
"207","Tachycineta_thalassina"
"208","Vireo_huttoni"
"209","Anthus_spragueii"
"210","Charadrius_montanus"
"211","Catharus_ustulatus"
"212","Agelaius_tricolor"
"213","Ammodramus_savannarum"
"214","Spinus_psaltria"
"215","Agelaius_phoeniceus"
"216","Aimophila_ruficeps"
"217","Molothrus_ater"
"218","Psaltriparus_minimus"
"219","Sitta_canadensis"
"220","Zonotrichia_albicollis"
"221","Passerina_caerulea"
"222","Branta_canadensis"
"223","Brotogeris_versicolurus"
"224","Bubo_virginianus"
"225","Cairina_moschata"
"226","Callipepla_californica"
"227","Cathartes_aura"
"228","Corvus_brachyrhynchos"
"229","Lagopus_leucura"
"230","Meleagris_gallopavo"
"231","Mergus_merganser"
"232","Mergus_serrator"
"233","Oreortyx_pictus"
"234","Oxyura_jamaicensis"
"235","Podiceps_auritus"
"236","Podiceps_nigricollis"
"237","Sturnella_neglecta"
"238","Bucephala_albeola"
"239","Regulus_satrapa"
"240","Geococcyx_californianus"
"241","Megaceryle_alcyon"
"242","Melozone_crissalis"
"243","Anser_albifrons"
"244","Butorides_striata"
"245","Aeronautes_saxatalis"
"246","Glaucidium_gnoma"
"247","Setophaga_coronata"
