,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245
Low,276.138820125,385.01820285,486.532906825,575.28601895,663.67488685,750.8203071,831.0643749249999,899.816603375,958.942322575,1016.4074820249999,1078.232980625,1149.557226225,1204.1502914250002,1252.3431143750001,1299.8758554,1361.03742745,1403.25464125,1444.2497927499999,1492.372340425,1538.7791514750002,1589.83332375,1624.9613336749999,1677.8269395,1717.149393975,1757.457421525,1785.2244938,1829.0971273,1874.5385604,1917.406506925,1951.61198515,1983.09077015,2020.0923464,2064.106852925,2098.918910025,2135.8157761,2171.714433275,2205.7669414,2237.57985335,2273.2040025,2303.765439825,2341.642116375,2377.5330927,2409.2207756,2444.596782325,2479.5605151,2516.79386535,2553.356054625,2595.404537675
High,492.98298715,613.7501059,737.903191825,835.2229361000001,919.840136625,1002.7371480999999,1077.9890681749998,1146.52730895,1208.99972425,1268.593515025,1316.901411,1382.428965175,1433.2501788499999,1484.42285025,1524.8679107,1581.1022993249999,1613.6892950749998,1658.724644325,1705.522917125,1741.7500183749999,1782.419054125,1821.58382925,1864.894646325,1901.953956875,1936.99342595,1971.0126728,2008.6181293,2045.6549005,2075.2099922499997,2110.755750375,2143.183443975,2175.5105369,2208.49706745,2238.2582999,2273.5598353,2299.3655618499997,2332.7754301,2356.8483886999998,2387.0921674,2417.773219125,2444.7635332,2471.7626334,2500.753053425,2530.1605822750003,2552.495834775,2577.6081818000002,2599.89612595,2619.8968254
Mean,381.05441111799996,503.796177761,618.083676755,709.687945772,799.7966417899999,882.236962606,953.3673888959999,1025.996545643,1090.4588676490002,1153.6816699279998,1209.459569503,1271.651655506,1323.187311622,1374.536431475,1423.0894224879999,1473.600819007,1518.5909086420002,1562.5666481419998,1606.393495592,1650.6155158010001,1690.011912575,1734.1826442660001,1774.980948531,1813.3068001820002,1851.8144896999997,1887.7077794329998,1927.4021698660001,1963.112384265,2001.0386736920002,2035.5886777889998,2071.069160937,2102.3630821709994,2139.7542452099997,2173.1427438130004,2208.204484836,2238.280993144,2272.184055775,2303.7630367399997,2336.1108279480004,2366.3032327119995,2397.930148619,2429.788808459,2460.5204430480003,2491.158404577,2520.633155314,2552.020798034,2580.720560944,2610.9541902759997
