,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245
0.5,65.27740090788889,67.37538468666666,74.77771762839471,78.6608826058,80.16968440666668,84.48201996788238,83.99185731074358,85.88590581834346,85.15418390925305,85.76659280818185,87.0350158308418,89.08410368762019,89.38581960521945,90.09927891876039,88.7854943803592,90.19435675066107,90.60133733367041,90.6361516278544,91.67112997213228,91.63213791298901,91.67346865366976,92.4016690481831,93.08565328211978,92.91396876366969,93.37092616502086,93.44340967783862,93.8250196334296,93.5569035425623,94.05116727940674,94.36206291016506,94.44319053022912,94.68007700952255,95.27224459491681,95.03744894745087,95.74131993040659,95.71145464287898,95.65185443537091,95.92915574056623,96.02954367526034,96.40160608534667,96.61209837512921,97.06069391776917,96.9065486256812,97.05161289921747,97.30800604078132,97.61506716519261,98.07245181689694,98.59514053513477
1,68.43992663888886,73.0002975455238,78.74328491689472,80.91521093520004,81.44600546570118,85.9107821934454,85.06922839496148,87.29809680925251,86.51082937489797,87.68472530110442,87.93736466164975,89.68100517100002,90.45844398880747,91.22524337697293,90.25388411007592,90.84950153412326,91.09002963050692,92.2206006885734,92.130389879004,92.68517115190845,92.09868574011178,93.01693680886957,93.33050283148317,93.31882847839228,93.84902962536438,93.98188898137973,94.33656085206478,94.12964207228926,94.59363821725104,95.02058532349564,94.98657338926809,95.01958870486033,95.49772282491472,95.46856621393235,95.97794890604838,96.00274833889428,96.13913520045334,96.21533646495061,96.38797231330908,96.6917585284773,96.83998279567149,97.19929279134884,97.20059395634078,97.34177554644599,97.45547784644391,97.80661873861793,98.17423578910918,98.605462618627
1.5,72.1372964057778,75.14443879190478,80.07640710997372,82.8346015811333,82.81409698017237,86.33721976235293,86.68450286400642,87.80216634851512,87.09541402430608,88.56118617206732,88.87649066249998,90.22233036283656,90.87469405495237,91.92346546763244,90.77192388595408,91.24212924233333,91.6039094164407,92.5586347221971,92.73623837416564,93.1484905414139,92.64771210193996,93.52846736825627,93.54868932425563,93.8039580229626,94.1764460283321,94.30142017858044,94.50707820180733,94.47483500383721,94.7389961078259,95.22502938013409,95.08703187228848,95.12715730497492,95.77950281108531,95.73239951812221,96.18437717250556,96.08296373462456,96.37545006861853,96.3682957872255,96.57168622165351,96.79330035341941,96.98410462660145,97.29200982855293,97.27488540732524,97.40900054672298,97.543022628805,97.86618012535477,98.19562248653594,98.62130859711112
2,74.07348409244445,76.44452389561906,81.26043904031577,83.90242031506669,83.75860921696551,86.9996054834286,87.06821132294873,88.21980362783843,87.66440262894697,88.98568092110436,89.5616823756497,90.91377140836539,91.03611160163145,92.17631024736573,90.95235312832911,91.72555455007281,92.24706861053683,92.69924154557667,93.02197536951108,93.36564609268129,93.05640320837361,93.65372388031736,93.96821954864149,94.182026778369,94.3648547442695,94.51437659525922,94.80501356100518,94.62958007698083,94.90815246601704,95.32223812788268,95.17198981439303,95.39194748089876,95.947471989519,96.04648455672647,96.28053444373926,96.30722502900122,96.49481778396994,96.53226431131486,96.73591490603815,96.84295942508464,97.04867602009112,97.34764157054036,97.34216147044249,97.4952136918889,97.68632201872335,97.91177717744904,98.21546804259343,98.62620770765743
2.5,74.5890851005556,77.68074277428566,81.75054430052636,84.68485753883333,84.3841075816667,87.47833830655463,87.91352391846155,88.66626660156562,88.55756298583675,89.65163023888888,90.36345114747179,91.15463046600962,91.30590923204973,92.29231262335135,91.82188468889235,91.96018754231088,92.49609275262176,93.04348995770441,93.36776923846459,93.52037738354394,93.39247325499164,93.8808270966362,94.30393026935221,94.5967440136516,94.53154599474061,94.84897381070205,95.11132535540338,94.92742119647505,95.24882556982993,95.54544754617098,95.3460669467846,95.6102323921508,95.99513117236684,96.14681484394087,96.36625729704063,96.39837434023508,96.60164039558902,96.64011807927838,96.79965656587059,96.92596950472263,97.13658266343923,97.41347288690501,97.44161471815484,97.59319146288689,97.76781223179043,97.93188238422444,98.24654190758196,98.63689038577787
5,78.83385567333335,82.88883786190472,84.62494767578951,87.55442008400003,87.66240134287354,89.28645245899155,89.51279347750003,90.54067984323228,90.6122634975102,91.0457937028283,91.80281935296608,92.34650474360579,92.7107396137681,93.3035347556757,93.46651325193041,92.97310374140055,93.77819736187267,94.04031845350502,94.25178930766667,94.47441728598902,94.75876771000836,94.65484163319601,95.04791051460086,95.44761961252902,95.02131435265954,95.70076876362634,95.76759270598667,95.80622881888887,95.93142991658617,96.03987152517804,95.99239727112817,96.14677229994824,96.345445135228,96.682729653734,96.89543253803535,96.72030867423031,97.07825225329431,97.00582440515463,97.13921181168843,97.28294981012431,97.3891374996286,97.58590150555099,97.63024683230802,97.82022713823012,97.95154348811661,98.11829647399891,98.36653931502613,98.67319267808966
10,83.8376415133333,86.73468891619044,88.58509016105268,89.89948634266665,90.08918484229883,91.59210333647054,91.97277924769232,92.55249914262629,92.72315337118364,93.0920407169024,93.6787512576836,93.97674847086539,94.15836949867496,94.46196120742346,94.53623908522148,94.547496012549,95.08450977812738,94.94983261872345,95.48366583858589,95.75305768307689,95.49234657731442,95.598417730984,95.8763632397059,96.25191224916125,95.90959879397737,96.50805516294083,96.32818266643369,96.51984772959773,96.57174324894855,96.66744283351487,96.67932807623426,96.8806219989653,96.9887062350644,97.19055619394416,97.27585104725016,97.22922120191538,97.48206673024787,97.48891539780071,97.64291727728137,97.71185206639882,97.83826483784918,97.85350670628124,97.92081339881278,98.07791512665874,98.22505960693755,98.31235476615382,98.49729889590657,98.70329193819336
25,93.14665475555557,93.70082840952384,94.73824316973685,95.13171116666669,94.936179591954,95.43026958403365,95.87663711538465,95.85835162121211,96.2708246857143,96.2240338178451,96.450319490113,96.50820721778848,96.86617160476189,96.72618026018017,97.08122281186708,96.67914652198883,97.11171349669162,96.83115882206046,97.34830406919195,97.20730846126375,97.12130765934108,97.30729977093822,97.23719743634454,97.60809446993545,97.40932007590933,97.84735367224985,97.68357228941422,97.75256976503827,97.75583861823266,98.00791615203185,97.71414035687896,97.99126761156693,98.00736279316047,98.11041326939245,98.0484479953135,98.08849061609872,98.28013430398218,98.25493756029603,98.26292878232408,98.36180909261117,98.39491459442928,98.37188827770052,98.49322203343715,98.52297173464288,98.57351015196505,98.64861059476267,98.71208170444561,98.80069715194047
75,107.96168733333324,105.7642449761905,104.39822852500001,104.37711848333325,103.531230364943,102.98017125042,102.71802792179476,102.4308808883835,102.24291219306126,101.8661925848485,101.77955420183625,101.4540782096155,101.503038792236,101.58462078630649,101.31845815624975,101.3732208841735,101.114714591823,100.97132434400875,100.86957977116126,100.85412018608051,100.6960103704755,100.58664653958775,100.59971163760525,100.78031523219325,100.36919513357175,100.472450141404,100.24402910357125,100.2898407971745,100.2181708495975,100.121991971806,100.10954238089624,100.0977151373985,100.1661449210235,99.93756713333332,99.91756996565795,99.90781598957108,99.81554994852411,99.87742010999204,99.74903877380653,99.65006983878527,99.66149231924126,99.58190002012606,99.51433579528847,99.43656949206353,99.42084997407443,99.32411243746135,99.25269341824445,99.07992042181336
90,112.5372462777782,109.4386315561908,108.05116617947391,107.3685100826664,106.3438858112646,105.8548656500836,105.2334528837183,104.64246272909129,104.3391963701225,104.1985933342757,103.81759971564951,103.5904032722113,103.4276543581362,103.3422578688288,103.3289507297465,102.90070395619061,102.71236265171021,102.5515642262484,102.4626189646061,102.36130241706931,102.027381128057,101.9898732367045,101.8427403921566,101.82543116805151,101.679389987549,101.6111194241457,101.3518155466599,101.2696532710535,101.1917756560716,101.1757964283035,101.11342043529869,100.89836067203241,100.896062747713,100.85856252145831,100.7001555159655,100.63162160881289,100.5558349111612,100.5780586333175,100.3275588434924,100.280118620526,100.1158034142947,100.0836658746795,100.0095172021299,99.92159790496031,99.76415936623503,99.61047297799601,99.5027136888633,99.29533873130816
97.5,115.79598321611068,112.56173011952423,111.08150755473694,109.99849709816667,109.24081625034485,107.83852561520983,107.69626163105812,106.86779322464642,106.69767277161225,106.35447669905768,105.76105017028252,105.68376418103402,105.19957267272285,104.91751594286526,105.12720201324409,104.68246543956558,104.70828037339533,104.34437219066028,103.74139288824253,103.709245293837,103.80928306415315,103.37813497007657,103.01039377282187,103.02484828476175,103.10149223869418,102.7946573541626,102.45149625774934,102.25386076787382,102.45133891437322,102.16893384495155,102.04488965668448,101.8667149045048,101.73349168555147,101.81178329176977,101.51487551894819,101.5141858903672,101.35945692559301,101.11418770427724,100.92863474010585,100.94507529880227,100.84637938241048,100.60236842032137,100.45903757379364,100.30364723966106,100.1817936889838,99.96593527872336,99.75214852406904,99.32642164256941
