"","x"
"1","Aix sponsa"
"2","Amazona viridigenalis"
"3","Amphispiza bilineata"
"4","Anser caerulescens"
"5","Anser rossii"
"6","Archilochus alexandri"
"7","Artemisiospiza belli"
"8","Asio otus"
"9","Aythya affinis"
"10","Aythya americana"
"11","Aythya collaris"
"12","Aythya valisineria"
"13","Bombycilla cedrorum"
"14","Branta bernicla"
"15","Branta hutchinsii"
"16","Calypte costae"
"17","Cardellina pusilla"
"18","Catharus guttatus"
"19","Certhia americana"
"20","Chondestes grammacus"
"21","Cinclus mexicanus"
"22","Cistothorus palustris"
"23","Contopus sordidulus"
"24","Cypseloides niger"
"25","Empidonax hammondii"
"26","Empidonax oberholseri"
"27","Empidonax traillii"
"28","Empidonax wrightii"
"29","Falco columbarius"
"30","Geothlypis tolmiei"
"31","Geothlypis trichas"
"32","Icteria virens"
"33","Ixoreus naevius"
"34","Leiothlypis celata"
"35","Leiothlypis luciae"
"36","Leiothlypis ruficapilla"
"37","Lophodytes cucullatus"
"38","Mareca americana"
"39","Melospiza georgiana"
"40","Melospiza lincolnii"
"41","Melospiza melodia"
"42","Myadestes townsendi"
"43","Myiarchus cinerascens"
"44","Phalaenoptilus nuttallii"
"45","Pipilo chlorurus"
"46","Pipilo maculatus"
"47","Podilymbus podiceps"
"48","Psittacara erythrogenys"
"49","Pyrocephalus rubinus"
"50","Recurvirostra americana"
"51","Corthylio calendula"
"52","Salpinctes obsoletus"
"53","Sayornis nigricans"
"54","Selasphorus calliope"
"55","Selasphorus sasin"
"56","Setophaga nigrescens"
"57","Setophaga occidentalis"
"58","Setophaga palmarum"
"59","Setophaga petechia"
"60","Setophaga ruticilla"
"61","Setophaga townsendi"
"62","Sialia mexicana"
"63","Spatula cyanoptera"
"64","Spatula discors"
"65","Spizella atrogularis"
"66","Spizella breweri"
"67","Spizella passerina"
"68","Thryomanes bewickii"
"69","Troglodytes pacificus"
"70","Turdus migratorius"
"71","Tyrannus verticalis"
"72","Tyrannus vociferans"
"73","Vireo bellii"
"74","Vireo gilvus"
"75","Zonotrichia leucophrys"
"76","Columbina passerina"
"77","Chaetura vauxi"
"78","Ardea herodias"
"79","Accipiter striatus"
"80","Aechmophorus occidentalis"
"81","Anas acuta"
"82","Anas platyrhynchos"
"83","Anthus rubescens"
"84","Ardea alba"
"85","Arenaria interpres"
"86","Bubulcus ibis"
"87","Calidris alpina"
"88","Empidonax difficilis"
"89","Eremophila alpestris"
"90","Falco peregrinus"
"91","Himantopus himantopus"
"92","Hirundo rustica"
"93","Hydroprogne caspia"
"94","Icterus parisorum"
"95","Larus canus"
"96","Larus glaucoides"
"97","Nycticorax nycticorax"
"98","Pandion haliaetus"
"99","Passer domesticus"
"100","Pluvialis fulva"
"101","Pluvialis squatarola"
"102","Rallus limicola"
"103","Riparia riparia"
"104","Sayornis saya"
"105","Sialia currucoides"
"106","Spatula clypeata"
"107","Sterna hirundo"
"108","Sturnus vulgaris"
"109","Tyto alba"
"110","Vireo vicinior"
"111","Charadrius nivosus"
"112","Fulica americana"
"113","Charadrius semipalmatus"
"114","Charadrius vociferus"
"115","Chordeiles acutipennis"
"116","Chordeiles minor"
"117","Circus hudsonius"
"118","Dendragapus fuliginosus"
"119","Dendrocygna bicolor"
"120","Dryobates nuttallii"
"121","Dryobates pubescens"
"122","Egretta thula"
"123","Elanus leucurus"
"124","Falco mexicanus"
"125","Falco sparverius"
"126","Gallinago delicata"
"127","Gallinula galeata"
"128","Spinus pinus"
"129","Gymnogyps californianus"
"130","Ixobrychus exilis"
"131","Spinus lawrencei"
"132","Spinus tristis"
"133","Haemorhous cassinii"
"134","Haemorhous purpureus"
"135","Gymnorhinus cyanocephalus"
"136","Larus californicus"
"137","Larus delawarensis"
"138","Limnodromus scolopaceus"
"139","Limnodromus griseus"
"140","Poecile rufescens"
"141","Mareca strepera"
"142","Megascops kennicottii"
"143","Melanerpes formicivorus"
"144","Melanerpes lewis"
"145","Mycteria americana"
"146","Numenius americanus"
"147","Numenius phaeopus"
"148","Patagioenas fasciata"
"149","Pavo cristatus"
"150","Pelecanus erythrorhynchos"
"151","Pelecanus occidentalis"
"152","Nannopterum auritum"
"153","Plegadis chihi"
"154","Pluvialis dominica"
"155","Porzana carolina"
"156","Psiloscops flammeolus"
"157","Rallus obsoletus"
"158","Rynchops niger"
"159","Selasphorus rufus"
"160","Sphyrapicus nuchalis"
"161","Sphyrapicus ruber"
"162","Sphyrapicus thyroideus"
"163","Sterna forsteri"
"164","Sternula antillarum"
"165","Strix occidentalis"
"166","Tringa flavipes"
"167","Tringa semipalmata"
"168","Tringa incana"
"169","Zenaida macroura"
"170","Zenaida asiatica"
"171","Aphelocoma californica"
"172","Myiarchus tyrannulus"
"173","Passerculus sandwichensis"
"174","Progne subis"
"175","Sitta carolinensis"
"176","Stelgidopteryx serripennis"
"177","Chamaea fasciata"
"178","Limosa fedoa"
"179","Tringa melanoleuca"
"180","Tringa solitaria"
"181","Junco hyemalis"
"182","Thalasseus maximus"
"183","Bombycilla garrulus"
"184","Campylorhynchus brunneicapillus"
"185","Catherpes mexicanus"
"186","Corvus corax"
"187","Euphagus cyanocephalus"
"188","Oreoscoptes montanus"
"189","Icterus cucullatus"
"190","Piranga ludoviciana"
"191","Lanius ludovicianus"
"192","Haliaeetus leucocephalus"
"193","Nucifraga columbiana"
"194","Accipiter cooperii"
"195","Accipiter gentilis"
"196","Passerina amoena"
"197","Petrochelidon pyrrhonota"
"198","Phainopepla nitens"
"199","Pheucticus melanocephalus"
"200","Piranga rubra"
"201","Polioptila caerulea"
"202","Pooecetes gramineus"
"203","Calidris bairdii"
"204","Calidris minutilla"
"205","Calidris virgata"
"206","Sitta pygmaea"
"207","Melanitta deglandi"
"208","Tachycineta bicolor"
"209","Toxostoma crissale"
"210","Toxostoma lecontei"
"211","Toxostoma redivivum"
"212","Vireo cassinii"
"213","Larus occidentalis"
"214","Xanthocephalus xanthocephalus"
"215","Calypte anna"
"216","Zonotrichia atricapilla"
"217","Actitis macularius"
"218","Aechmophorus clarkii"
"219","Aegolius acadicus"
"220","Antrostomus arizonae"
"221","Aquila chrysaetos"
"222","Arenaria melanocephala"
"223","Asio flammeus"
"224","Athene cunicularia"
"225","Botaurus lentiginosus"
"226","Brotogeris chiriri"
"227","Bucephala clangula"
"228","Buteo jamaicensis"
"229","Buteo lagopus"
"230","Buteo lineatus"
"231","Buteo regalis"
"232","Buteo swainsoni"
"233","Calidris alba"
"234","Calidris canutus"
"235","Calidris mauri"
"236","Calidris melanotos"
"237","Baeolophus inornatus"
"238","Contopus cooperi"
"239","Mimus polyglottos"
"240","Loxia curvirostra"
"241","Troglodytes aedon"
"242","Dryobates scalaris"
"243","Poecile gambeli"
"244","Tachycineta thalassina"
"245","Vireo huttoni"
"246","Anthus spragueii"
"247","Charadrius montanus"
"248","Catharus ustulatus"
"249","Agelaius tricolor"
"250","Ammodramus savannarum"
"251","Haemorhous mexicanus"
"252","Cardinalis cardinalis"
"253","Spinus psaltria"
"254","Agelaius phoeniceus"
"255","Aimophila ruficeps"
"256","Icterus galbula"
"257","Molothrus ater"
