"","names"
"1","Aix_sponsa"
"2","Amazona_viridigenalis"
"3","Amphispiza_bilineata"
"4","Archilochus_alexandri"
"5","Asio_otus"
"6","Aythya_affinis"
"7","Aythya_americana"
"8","Aythya_collaris"
"9","Aythya_valisineria"
"10","Bombycilla_cedrorum"
"11","Branta_bernicla"
"12","Branta_hutchinsii"
"13","Calypte_costae"
"14","Cardellina_pusilla"
"15","Catharus_guttatus"
"16","Certhia_americana"
"17","Chondestes_grammacus"
"18","Cinclus_mexicanus"
"19","Cistothorus_palustris"
"20","Contopus_sordidulus"
"21","Cypseloides_niger"
"22","Empidonax_hammondii"
"23","Empidonax_oberholseri"
"24","Empidonax_traillii"
"25","Empidonax_wrightii"
"26","Falco_columbarius"
"27","Geothlypis_tolmiei"
"28","Geothlypis_trichas"
"29","Icteria_virens"
"30","Ixoreus_naevius"
"31","Lophodytes_cucullatus"
"32","Melospiza_georgiana"
"33","Melospiza_lincolnii"
"34","Melospiza_melodia"
"35","Myadestes_townsendi"
"36","Myiarchus_cinerascens"
"37","Phalaenoptilus_nuttallii"
"38","Pipilo_chlorurus"
"39","Pipilo_maculatus"
"40","Podilymbus_podiceps"
"41","Pyrocephalus_rubinus"
"42","Recurvirostra_americana"
"43","Salpinctes_obsoletus"
"44","Sayornis_nigricans"
"45","Selasphorus_calliope"
"46","Selasphorus_sasin"
"47","Setophaga_nigrescens"
"48","Setophaga_occidentalis"
"49","Setophaga_palmarum"
"50","Setophaga_petechia"
"51","Setophaga_ruticilla"
"52","Setophaga_townsendi"
"53","Sialia_mexicana"
"54","Spizella_atrogularis"
"55","Spizella_breweri"
"56","Spizella_passerina"
"57","Thryomanes_bewickii"
"58","Turdus_migratorius"
"59","Tyrannus_verticalis"
"60","Tyrannus_vociferans"
"61","Vireo_bellii"
"62","Vireo_gilvus"
"63","Zonotrichia_leucophrys"
"64","Columbina_passerina"
"65","Chaetura_vauxi"
"66","Ardea_herodias"
"67","Accipiter_striatus"
"68","Aechmophorus_occidentalis"
"69","Anas_acuta"
"70","Anas_platyrhynchos"
"71","Anthus_rubescens"
"72","Ardea_alba"
"73","Arenaria_interpres"
"74","Bubulcus_ibis"
"75","Calidris_alpina"
"76","Empidonax_difficilis"
"77","Eremophila_alpestris"
"78","Falco_peregrinus"
"79","Himantopus_himantopus"
"80","Hirundo_rustica"
"81","Hydroprogne_caspia"
"82","Icterus_parisorum"
"83","Larus_canus"
"84","Larus_glaucoides"
"85","Nycticorax_nycticorax"
"86","Pandion_haliaetus"
"87","Passer_domesticus"
"88","Pluvialis_fulva"
"89","Pluvialis_squatarola"
"90","Rallus_limicola"
"91","Riparia_riparia"
"92","Sayornis_saya"
"93","Sialia_currucoides"
"94","Sterna_hirundo"
"95","Sturnus_vulgaris"
"96","Tyto_alba"
"97","Vireo_vicinior"
"98","Fulica_americana"
"99","Charadrius_semipalmatus"
"100","Charadrius_vociferus"
"101","Chordeiles_acutipennis"
"102","Chordeiles_minor"
"103","Dendrocygna_bicolor"
"104","Egretta_thula"
"105","Elanus_leucurus"
"106","Falco_mexicanus"
"107","Falco_sparverius"
"108","Gallinago_delicata"
"109","Gallinula_galeata"
"110","Spinus_pinus"
"111","Gymnogyps_californianus"
"112","Ixobrychus_exilis"
"113","Spinus_lawrencei"
"114","Spinus_tristis"
"115","Gymnorhinus_cyanocephalus"
"116","Larus_californicus"
"117","Larus_delawarensis"
"118","Limnodromus_scolopaceus"
"119","Limnodromus_griseus"
"120","Poecile_rufescens"
"121","Megascops_kennicottii"
"122","Melanerpes_formicivorus"
"123","Melanerpes_lewis"
"124","Mycteria_americana"
"125","Numenius_americanus"
"126","Numenius_phaeopus"
"127","Patagioenas_fasciata"
"128","Pavo_cristatus"
"129","Pelecanus_erythrorhynchos"
"130","Pelecanus_occidentalis"
"131","Plegadis_chihi"
"132","Pluvialis_dominica"
"133","Porzana_carolina"
"134","Rynchops_niger"
"135","Selasphorus_rufus"
"136","Sphyrapicus_nuchalis"
"137","Sphyrapicus_ruber"
"138","Sphyrapicus_thyroideus"
"139","Sterna_forsteri"
"140","Sternula_antillarum"
"141","Strix_occidentalis"
"142","Tringa_flavipes"
"143","Tringa_semipalmata"
"144","Tringa_incana"
"145","Zenaida_macroura"
"146","Zenaida_asiatica"
"147","Aphelocoma_californica"
"148","Myiarchus_tyrannulus"
"149","Passerculus_sandwichensis"
"150","Progne_subis"
"151","Sitta_carolinensis"
"152","Stelgidopteryx_serripennis"
"153","Chamaea_fasciata"
"154","Limosa_fedoa"
"155","Tringa_melanoleuca"
"156","Tringa_solitaria"
"157","Junco_hyemalis"
"158","Thalasseus_maximus"
"159","Bombycilla_garrulus"
"160","Campylorhynchus_brunneicapillus"
"161","Catherpes_mexicanus"
"162","Corvus_corax"
"163","Euphagus_cyanocephalus"
"164","Oreoscoptes_montanus"
"165","Icterus_cucullatus"
"166","Piranga_ludoviciana"
"167","Lanius_ludovicianus"
"168","Haliaeetus_leucocephalus"
"169","Nucifraga_columbiana"
"170","Accipiter_cooperii"
"171","Accipiter_gentilis"
"172","Passerina_amoena"
"173","Petrochelidon_pyrrhonota"
"174","Phainopepla_nitens"
"175","Pheucticus_melanocephalus"
"176","Piranga_rubra"
"177","Polioptila_caerulea"
"178","Pooecetes_gramineus"
"179","Calidris_bairdii"
"180","Calidris_minutilla"
"181","Sitta_pygmaea"
"182","Tachycineta_bicolor"
"183","Toxostoma_crissale"
"184","Toxostoma_lecontei"
"185","Toxostoma_redivivum"
"186","Vireo_cassinii"
"187","Larus_occidentalis"
"188","Xanthocephalus_xanthocephalus"
"189","Calypte_anna"
"190","Zonotrichia_atricapilla"
"191","Actitis_macularius"
"192","Aechmophorus_clarkii"
"193","Aegolius_acadicus"
"194","Aquila_chrysaetos"
"195","Arenaria_melanocephala"
"196","Asio_flammeus"
"197","Athene_cunicularia"
"198","Botaurus_lentiginosus"
"199","Brotogeris_chiriri"
"200","Bucephala_clangula"
"201","Buteo_jamaicensis"
"202","Buteo_lagopus"
"203","Buteo_lineatus"
"204","Buteo_regalis"
"205","Buteo_swainsoni"
"206","Calidris_alba"
"207","Calidris_canutus"
"208","Calidris_mauri"
"209","Calidris_melanotos"
"210","Baeolophus_inornatus"
"211","Contopus_cooperi"
"212","Mimus_polyglottos"
"213","Loxia_curvirostra"
"214","Troglodytes_aedon"
"215","Poecile_gambeli"
"216","Tachycineta_thalassina"
"217","Vireo_huttoni"
"218","Anthus_spragueii"
"219","Charadrius_montanus"
"220","Catharus_ustulatus"
"221","Agelaius_tricolor"
"222","Ammodramus_savannarum"
"223","Cardinalis_cardinalis"
"224","Spinus_psaltria"
"225","Agelaius_phoeniceus"
"226","Aimophila_ruficeps"
"227","Icterus_galbula"
"228","Molothrus_ater"
"229","Psaltriparus_minimus"
"230","Sitta_canadensis"
"231","Zonotrichia_albicollis"
"232","Polioptila_californica"
"233","Polioptila_melanura"
"234","Passerina_caerulea"
"235","Amazona_autumnalis"
"236","Amazona_finschi"
"237","Branta_canadensis"
"238","Brotogeris_versicolurus"
"239","Bubo_virginianus"
"240","Cairina_moschata"
"241","Callipepla_californica"
