,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260
Low,67.8446546605556,77.91261612142853,78.76970564592104,79.91193754150004,82.5164534550575,84.42971944714286,85.7778579188141,84.8250550423737,86.464769355102,87.11069581451176,88.22092613555085,88.05831711634619,88.93708266219464,88.65515088774777,89.3351114847152,89.67957045551823,90.28395359057428,90.24133303994402,90.45504677476768,90.84589500200548,91.12109110675983,91.03483070796338,91.65060503683121,91.85900310476124,91.77623936104054,92.04663409656165,92.10425387471476,92.51219581354886,92.39456593029084,92.56100666430248,92.71287938783018,92.91207503141908,93.0950179278489,93.37540719718551,93.48770111457479,93.41696266337247,93.68705463637427,93.74942399021414,94.00972641033792,94.0892574118699,94.26896294428231,94.49206364206916,94.41024388214508,94.64618450333333,94.8740226535343,94.92540384003996,95.13302113590744,95.35475333166775,95.49408802106028,95.75522941641498,96.02569645231291
High,113.59882277555512,110.97222057238115,109.42096722881537,107.68043239566636,106.71460321741384,106.10505063882344,105.00724330298085,105.24371712262655,104.16617882804123,104.22999485619528,103.37370859379965,103.3381749480525,102.95944618079677,102.92870336691846,102.83516730289557,102.13761799044788,102.06110997885742,101.94760947447902,102.08466500076725,101.34541999418502,100.89152674290217,101.20026292180752,101.13374559540652,100.63430865199389,100.90861209799638,100.44333932436135,100.47296142225584,100.16652515796012,100.05758537125033,100.00199104629677,99.94944546066034,99.73076834674059,99.43201006431782,99.35358668311989,99.09047706112202,99.2187216225,99.0474150541451,99.01444952016921,98.79096034629147,98.752804399199,98.60463950865689,98.43494601649422,98.37243959131071,98.18648903501789,98.1156275172736,97.97302790710309,97.70107799314593,97.56810699629642,97.47807128001844,97.19188787676393,96.92995540712721
Mean,96.24801235993333,96.65537888609525,96.40318113909473,96.16472157793335,96.82911477573562,96.60518908497815,96.35685131838461,96.26594839238585,96.42046627577633,96.55432906651582,96.44488698332145,96.46284846032017,96.58300438535362,96.46791606863783,96.59293860571674,96.50334333048797,96.62863000529337,96.67499161858856,96.45003575689698,96.3691308339597,96.42612038543771,96.44203516465262,96.44999381048738,96.45779743927018,96.60167090109839,96.52877791124067,96.46366274847882,96.57694270337949,96.41604593686792,96.52983809972484,96.50596631426124,96.52560035171072,96.46668986731666,96.49950313427257,96.40523570913152,96.46746445901151,96.44982320757148,96.4262347223668,96.46976400432658,96.47429856993381,96.46580355496555,96.49182101370171,96.4863572215331,96.46482036863794,96.46905507766562,96.47067311901749,96.47575752919947,96.47052878062323,96.47068378656331,96.4961094771357,96.49647864022492
