"","x"
"1","Actinemys marmorata"
"2","Aspidoscelis tigris"
"3","Charina bottae"
"4","Coluber constrictor"
"5","Crotalus oreganus"
"6","Crotaphytus bicinctores"
"7","Elgaria coerulea"
"8","Gambelia wislizenii"
"9","Hypsiglena chlorophaea"
"10","Lampropeltis californiae"
"11","Masticophis taeniatus"
"12","Phrynosoma douglasii"
"13","Phrynosoma platyrhinos"
"14","Pituophis catenifer"
"15","Plestiodon skiltonianus"
"16","Rhinocheilus lecontei"
"17","Salvadora hexalepis"
"18","Sceloporus graciosus"
"19","Sceloporus occidentalis"
"20","Sonora semiannulata"
"21","Thamnophis elegans"
"22","Thamnophis sirtalis"
"23","Uta stansburiana"
