,mntd2,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22
Low,24.375729424,35.784865399980625,50.013492353231285,57.31544529949969,59.422610107987246,55.899284463830035,65.31547079897943,60.98180902551542,62.654383458058064,70.48154165353112,88.77681876725
High,407.439399714,371.9495498470756,261.54713164302666,202.6376856379867,180.78623654927574,165.9800837557231,151.612655076171,134.92268568112914,123.0346193055791,109.462190091125,88.77681876725
Mean,269.8800829091447,176.91581282892514,142.81924435425057,128.624466256535,117.93944795352168,113.02580936406282,108.8212638544601,102.70644433079866,97.57437612038537,92.6562842276302,88.77681876725
