,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32,mpd34,mpd36,mpd38,mpd40,mpd42,mpd44,mpd46,mpd48,mpd50
Low,137.8572737333333,145.06281051250016,150.18076563222192,154.2562294053027,153.16381482252734,156.31139184916668,158.68544715915044,159.6798509697368,160.87485573614708,162.29329361105087,161.9416686349233,163.12815335171953,163.958350677241,164.13431214122974,165.03879719278038,165.3035224819843,165.89249283044052,166.40823055365408,167.0705211961088,167.45433507156432,168.28681927347824,168.80392827305,170.504525717551
High,191.393868133333,186.40701951250028,183.58687312888932,182.47195575909137,181.2562500373628,180.11939212250002,178.98755404673216,178.45345452736802,177.90597888008654,177.03750337717386,176.82149300738453,176.1445871619044,175.84998512643728,175.5675542109877,174.76885557103427,174.6571082188099,174.19995602709835,173.7467879224357,173.4937756693376,172.89259658736813,172.4498757654585,171.70327306879435,170.504525717551
Mean,170.20519996813331,170.29672152364287,170.59320200217778,171.04048379051517,170.49513308663737,170.2684359066,170.60078026307187,170.39674137848422,170.7698489938528,170.49680301382608,170.43226234525534,170.5864713337566,170.45061493672645,170.54771046906046,170.36651057963994,170.39685420159046,170.42860789083636,170.419059550441,170.5241611692799,170.4855663699873,170.4894258401391,170.56071763451592,170.50452571755102
