,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28,mntd30,mntd32,mntd34,mntd36,mntd38,mntd40,mntd42,mntd44,mntd46,mntd48,mntd50
Low,72.23963919166667,67.36559179375,65.220593285,63.793089220833366,61.66491649285714,60.066767371875,60.28808671666667,57.4970122775,57.03652254772728,55.51383872500001,56.681494871153845,54.893949644642845,54.50037373333333,53.49483567812501,53.14422532647059,52.35320899861111,52.824483153947384,51.82571625125,52.26057023809523,52.4633698602273,52.42541087608692,52.86613188229163,55.32500328
High,165.954597666667,148.42601565625,130.285925035,116.65430029583364,109.57138309285715,103.466888740625,98.16028766944444,93.7759660375,88.94641105454548,85.45750013749998,82.18985354038466,78.9093097017857,77.39034131166663,73.65558639687501,72.10869493382357,69.87018569999996,67.49153947368416,65.71112887875,64.25101187976188,62.8570684693182,60.88339864456523,58.9285624583333,55.32500328
Mean,121.93032655166665,108.59977522725,99.6359150822,92.19154267083333,86.83733533085714,82.61588065962499,79.87719708422222,76.2682614689,73.29815238727272,71.09948838275,69.19713580876923,66.85493550842858,65.20928517546666,63.94394578674999,62.652184819941176,61.201150758,60.355235541421045,59.29796725805001,58.45554262247619,57.571596924,56.70347644339131,55.996865197791664,55.325003280000004
