,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415
Low,977.5510359835,1295.23915235,1637.4801325,1977.7511111782499,2266.929094125,2563.576990088675,2799.0592132475,3125.8918011524997,3339.677792859,3655.3522074,3910.4821191565,4098.043855481925,4327.067964343,4592.416255621825,4858.29488872425,5088.12299342825,5238.129670622249,5501.789578668176,5743.621982047,5929.213343514425,6153.5162134835,6337.364141231675,6566.509487659825,6748.356811545575,6937.547722674,7201.765435145249,7346.664159701325,7559.744925985,7729.144539520425,7877.281925415175,8075.77343413275,8204.626021717675,8417.830945241676,8579.4054223135,8819.006040069175,8974.79916154025,9157.586136602,9288.859808902826,9478.683829563324,9695.82072630725,9843.530151777575,10054.45524431325,10219.507397266076,10420.01924637675,10529.668563683324,10761.978821126826,10847.06159548925,11014.084762412,11232.175869092076,11386.123433125675,11539.212320245999,11704.188576475675,11880.447026293325,12033.345452878999,12187.263642748248,12328.516037005424,12489.2607957405,12622.47253151275,12793.243917344074,12982.23680720325,13168.328124372825,13275.480382306076,13409.548260895,13587.962883750926,13740.5829431525,13893.358176288,14061.954920376751,14195.87937842925,14363.71463234975,14527.276428785999,14693.104096616,14839.496304269675,14996.5604079225,15144.838051732,15300.390420733,15461.52849528075,15603.8494186845,15783.222277331999,15955.978760482001,16120.691209482,16337.13571876575,16602.862265807
High,1558.3436029047498,2041.1914868013248,2458.3343124314997,2811.834342675,3213.92079807475,3536.1521896249997,3875.191218317675,4154.1252585895745,4452.9573568815,4772.69253598075,5034.300432217249,5268.9103364335,5533.429602455425,5779.7424876355,6024.706214586499,6250.960784258074,6498.459239654325,6704.0644629994995,7006.446620424,7182.963006647825,7370.392421576926,7588.44158536325,7862.58681553875,7982.23457154375,8191.187376867,8388.227680870501,8593.47298160975,8797.8163552835,8980.763771343323,9146.634566450075,9383.986927012,9532.98795069275,9765.283229625,9917.427939281251,10121.94792346725,10320.27896994975,10455.017535339675,10611.847590620924,10785.084082451249,10940.368430317074,11143.1450956465,11316.187831476,11439.956595478425,11611.896015995175,11798.475234757001,11950.246155809176,12098.93101898275,12261.004949625325,12391.916029926251,12548.63154309625,12707.188427916575,12834.278833067427,12999.643049639251,13181.18859115675,13323.079053591498,13444.2715299105,13597.016498595,13735.85612315475,13875.528772556074,14031.120775036576,14146.841033112325,14308.68910637075,14438.692018321499,14622.314932744675,14669.815166010674,14847.300658035248,14930.592631394824,15088.929530559251,15218.43919614575,15355.54400048325,15457.720719532,15590.023085057,15705.950064193825,15822.824206235251,15928.090072707,16051.295694807,16178.1636436945,16274.214610882,16386.543997932,16484.416489532,16562.233472706997,16602.862265807
Mean,1253.836650291604,1671.642820992345,2040.2408391177607,2399.5352741488123,2744.3881610710173,3049.803822639356,3353.703782675392,3638.773029043204,3919.153238077129,4185.847838148833,4465.523593754212,4692.426445953966,4953.269890908534,5207.526441505238,5447.8201562676895,5651.400727829962,5904.2221406117005,6121.48269175511,6352.892393556906,6559.764619219656,6769.435223324777,6969.425434208621,7185.075910042556,7384.226800786458,7595.597354877637,7794.791310668391,7975.970246725585,8182.543877666559,8360.220084360477,8545.288166086562,8735.590642161984,8894.83507201226,9103.265561129765,9275.061589069594,9462.398724044286,9655.333815380216,9798.587806453175,9986.90003187247,10157.3722647641,10332.756154625691,10513.151863947749,10687.729601139736,10840.076703001725,11013.869443117143,11155.616343216576,11332.324947106868,11483.169890210256,11653.686545640472,11809.366534613297,11976.046149044998,12135.800807131187,12288.639398792686,12448.46388457461,12602.754776622824,12766.938172775715,12901.853456156065,13045.510941758663,13215.133143942185,13356.774534885832,13509.748854801883,13656.903495028471,13809.167770726415,13955.992916033741,14109.357736741518,14238.970722892422,14396.619925086436,14523.006457332367,14680.450482963257,14823.937248859733,14953.11122114389,15107.594300642799,15249.745108211482,15380.598508769668,15521.321202906382,15649.367986498784,15789.705890474574,15927.884318033353,16068.451879346836,16206.01888409505,16336.052976912395,16471.99969395604,16602.862265806998
