"","x"
"1","Abies.bracteata"
"2","Abronia.latifolia"
"3","Abronia.maritima"
"4","Abronia.pogonantha"
"5","Abronia.umbellata"
"6","Abronia.villosa"
"7","Abutilon.palmeri"
"8","Abutilon.parvulum"
"9","Acaena.pinnatifida"
"10","Acalypha.californica"
"11","Acamptopappus.sphaerocephalus"
"12","Acanthomintha.duttonii"
"13","Acanthomintha.ilicifolia"
"14","Acanthomintha.lanceolata"
"15","Acanthomintha.obovata"
"16","Acer.macrophyllum"
"17","Acer.negundo"
"18","Achillea.millefolium"
"19","Achlys.californica"
"20","Achlys.triphylla"
"21","Achyrachaena.mollis"
"22","Acmispon.americanus"
"23","Acmispon.argophyllus"
"24","Acmispon.brachycarpus"
"25","Acmispon.cytisoides"
"26","Acmispon.dendroideus"
"27","Acmispon.denticulatus"
"28","Acmispon.glaber"
"29","Acmispon.grandiflorus"
"30","Acmispon.haydonii"
"31","Acmispon.heermannii"
"32","Acmispon.junceus"
"33","Acmispon.maritimus"
"34","Acmispon.micranthus"
"35","Acmispon.nevadensis"
"36","Acmispon.parviflorus"
"37","Acmispon.procumbens"
"38","Acmispon.rigidus"
"39","Acmispon.rubriflorus"
"40","Acmispon.strigosus"
"41","Acmispon.wrangelianus"
"42","Acourtia.microcephala"
"43","Actaea.rubra"
"44","Adenocaulon.bicolor"
"45","Adenophyllum.cooperi"
"46","Adenophyllum.porophylloides"
"47","Adenostoma.fasciculatum"
"48","Adenostoma.sparsifolium"
"49","Adiantum.aleuticum"
"50","Adiantum.capillus.veneris"
"51","Adiantum.jordanii"
"52","Aesculus.californica"
"53","Agave.deserti"
"54","Agave.utahensis"
"55","Ageratina.herbacea"
"56","Agoseris.apargioides"
"57","Agoseris.grandiflora"
"58","Agoseris.heterophylla"
"59","Agoseris.hirsuta"
"60","Agoseris.retrorsa"
"61","Agrimonia.gryposepala"
"62","Agrostis.elliottiana"
"63","Agrostis.exarata"
"64","Agrostis.hallii"
"65","Agrostis.hendersonii"
"66","Agrostis.hooveri"
"67","Agrostis.microphylla"
"68","Agrostis.pallens"
"69","Aliciella.latifolia"
"70","Alisma.triviale"
"71","Allenrolfea.occidentalis"
"72","Allionia.incarnata"
"73","Allium.abramsii"
"74","Allium.amplectens"
"75","Allium.bolanderi"
"76","Allium.burlewii"
"77","Allium.cratericola"
"78","Allium.crispum"
"79","Allium.denticulatum"
"80","Allium.diabolense"
"81","Allium.falcifolium"
"82","Allium.fimbriatum"
"83","Allium.haematochiton"
"84","Allium.hickmanii"
"85","Allium.howellii"
"86","Allium.hyalinum"
"87","Allium.jepsonii"
"88","Allium.lacunosum"
"89","Allium.marvinii"
"90","Allium.membranaceum"
"91","Allium.monticola"
"92","Allium.munzii"
"93","Allium.nevadense"
"94","Allium.parishii"
"95","Allium.peninsulare"
"96","Allium.praecox"
"97","Allium.sanbornii"
"98","Allium.serra"
"99","Allium.sharsmithiae"
"100","Allium.shevockii"
"101","Allium.tuolumnense"
"102","Allium.unifolium"
"103","Allium.yosemitense"
"104","Allophyllum.divaricatum"
"105","Allophyllum.gilioides"
"106","Allophyllum.glutinosum"
"107","Allotropa.virgata"
"108","Alnus.rhombifolia"
"109","Alnus.rubra"
"110","Alopecurus.carolinianus"
"111","Alopecurus.saccatus"
"112","Aloysia.wrightii"
"113","Amaranthus.blitoides"
"114","Amaranthus.californicus"
"115","Amaranthus.fimbriatus"
"116","Amaranthus.palmeri"
"117","Amaranthus.powellii"
"118","Amaranthus.torreyi"
"119","Amblyopappus.pusillus"
"120","Ambrosia.acanthicarpa"
"121","Ambrosia.chamissonis"
"122","Ambrosia.confertiflora"
"123","Ambrosia.dumosa"
"124","Ambrosia.eriocentra"
"125","Ambrosia.monogyra"
"126","Ambrosia.psilostachya"
"127","Ambrosia.pumila"
"128","Ambrosia.salsola"
"129","Amelanchier.utahensis"
"130","Ammannia.coccinea"
"131","Ammannia.robusta"
"132","Amorpha.californica"
"133","Amorpha.fruticosa"
"134","Amphipappus.fremontii"
"135","Amsinckia.douglasiana"
"136","Amsinckia.eastwoodiae"
"137","Amsinckia.furcata"
"138","Amsinckia.grandiflora"
"139","Amsinckia.intermedia"
"140","Amsinckia.lunaris"
"141","Amsinckia.lycopsoides"
"142","Amsinckia.menziesii"
"143","Amsinckia.retrorsa"
"144","Amsinckia.spectabilis"
"145","Amsinckia.tessellata"
"146","Amsinckia.vernicosa"
"147","Amsonia.tomentosa"
"148","Anagallis.minima"
"149","Anaphalis.margaritacea"
"150","Ancistrocarphus.filagineus"
"151","Ancistrocarphus.keilii"
"152","Andropogon.glomeratus"
"153","Androsace.elongata"
"154","Anemone.grayi"
"155","Anemone.oregana"
"156","Anemone.tuberosa"
"157","Anemopsis.californica"
"158","Angelica.californica"
"159","Angelica.tomentosa"
"160","Anisocarpus.madioides"
"161","Anisocoma.acaulis"
"162","Antennaria.dimorpha"
"163","Anthoxanthum.occidentale"
"164","Antirrhinum.cornutum"
"165","Antirrhinum.coulterianum"
"166","Antirrhinum.filipes"
"167","Antirrhinum.kelloggii"
"168","Antirrhinum.leptaleum"
"169","Antirrhinum.multiflorum"
"170","Antirrhinum.nuttallianum"
"171","Antirrhinum.ovatum"
"172","Antirrhinum.subcordatum"
"173","Antirrhinum.vexillocalyculatum"
"174","Antirrhinum.virga"
"175","Anulocaulis.annulatus"
"176","Aphanes.occidentalis"
"177","Apiastrum.angustifolium"
"178","Apocynum.androsaemifolium"
"179","Apocynum.cannabinum"
"180","Aquilegia.eximia"
"181","Aquilegia.formosa"
"182","Arabis.blepharophylla"
"183","Arabis.modesta"
"184","Arabis.oregana"
"185","Aralia.californica"
"186","Arbutus.menziesii"
"187","Arceuthobium.campylopodum"
"188","Arctomecon.merriamii"
"189","Arctostaphylos.andersonii"
"190","Arctostaphylos.auriculata"
"191","Arctostaphylos.bakeri"
"192","Arctostaphylos.canescens"
"193","Arctostaphylos.crustacea"
"194","Arctostaphylos.densiflora"
"195","Arctostaphylos.gabilanensis"
"196","Arctostaphylos.glandulosa"
"197","Arctostaphylos.glauca"
"198","Arctostaphylos.glutinosa"
"199","Arctostaphylos.hookeri"
"200","Arctostaphylos.hooveri"
"201","Arctostaphylos.insularis"
"202","Arctostaphylos.luciana"
"203","Arctostaphylos.malloryi"
"204","Arctostaphylos.manzanita"
"205","Arctostaphylos.mewukka"
"206","Arctostaphylos.montereyensis"
"207","Arctostaphylos.morroensis"
"208","Arctostaphylos.myrtifolia"
"209","Arctostaphylos.nissenana"
"210","Arctostaphylos.nummularia"
"211","Arctostaphylos.obispoensis"
"212","Arctostaphylos.osoensis"
"213","Arctostaphylos.otayensis"
"214","Arctostaphylos.pajaroensis"
"215","Arctostaphylos.pallida"
"216","Arctostaphylos.parryana"
"217","Arctostaphylos.pechoensis"
"218","Arctostaphylos.pilosula"
"219","Arctostaphylos.pringlei"
"220","Arctostaphylos.pumila"
"221","Arctostaphylos.pungens"
"222","Arctostaphylos.purissima"
"223","Arctostaphylos.regismontana"
"224","Arctostaphylos.rudis"
"225","Arctostaphylos.sensitiva"
"226","Arctostaphylos.silvicola"
"227","Arctostaphylos.stanfordiana"
"228","Arctostaphylos.tomentosa"
"229","Arctostaphylos.uva.ursi"
"230","Arctostaphylos.viscida"
"231","Arenaria.paludicola"
"232","Argemone.munita"
"233","Argyrochosma.jonesii"
"234","Argyrochosma.limitanea"
"235","Aristida.adscensionis"
"236","Aristida.divaricata"
"237","Aristida.oligantha"
"238","Aristida.purpurea"
"239","Aristida.ternipes"
"240","Aristocapsa.insignis"
"241","Aristolochia.californica"
"242","Armeria.maritima"
"243","Arnica.discoidea"
"244","Arnica.venosa"
"245","Artemisia.californica"
"246","Artemisia.douglasiana"
"247","Artemisia.dracunculus"
"248","Artemisia.ludoviciana"
"249","Artemisia.nova"
"250","Artemisia.palmeri"
"251","Artemisia.pycnocephala"
"252","Artemisia.tridentata"
"253","Arthrocnemum.subterminale"
"254","Aruncus.dioicus"
"255","Asarum.caudatum"
"256","Asarum.hartwegii"
"257","Asclepias.albicans"
"258","Asclepias.asperula"
"259","Asclepias.californica"
"260","Asclepias.cordifolia"
"261","Asclepias.eriocarpa"
"262","Asclepias.erosa"
"263","Asclepias.fascicularis"
"264","Asclepias.solanoana"
"265","Asclepias.speciosa"
"266","Asclepias.subulata"
"267","Asclepias.vestita"
"268","Aspidotis.californica"
"269","Aspidotis.carlotta.halliae"
"270","Aspidotis.densa"
"271","Asplenium.vespertinum"
"272","Astragalus.accidens"
"273","Astragalus.acutirostris"
"274","Astragalus.allochrous"
"275","Astragalus.asymmetricus"
"276","Astragalus.bernardinus"
"277","Astragalus.breweri"
"278","Astragalus.claranus"
"279","Astragalus.clevelandii"
"280","Astragalus.coccineus"
"281","Astragalus.congdonii"
"282","Astragalus.curtipes"
"283","Astragalus.deanei"
"284","Astragalus.didymocarpus"
"285","Astragalus.douglasii"
"286","Astragalus.ertterae"
"287","Astragalus.gambelianus"
"288","Astragalus.hornii"
"289","Astragalus.layneae"
"290","Astragalus.lentiginosus"
"291","Astragalus.macrodon"
"292","Astragalus.malacus"
"293","Astragalus.mohavensis"
"294","Astragalus.nutans"
"295","Astragalus.nuttallianus"
"296","Astragalus.nuttallii"
"297","Astragalus.oocarpus"
"298","Astragalus.oxyphysus"
"299","Astragalus.pachypus"
"300","Astragalus.palmeri"
"301","Astragalus.pauperculus"
"302","Astragalus.pomonensis"
"303","Astragalus.purshii"
"304","Astragalus.pycnostachyus"
"305","Astragalus.rattanii"
"306","Astragalus.tener"
"307","Astragalus.tricarinatus"
"308","Astragalus.trichopodus"
"309","Astrolepis.cochisensis"
"310","Asyneuma.prenanthoides"
"311","Athyrium.filix.femina"
"312","Athysanus.pusillus"
"313","Athysanus.unilateralis"
"314","Atriplex.argentea"
"315","Atriplex.canescens"
"316","Atriplex.cordulata"
"317","Atriplex.coronata"
"318","Atriplex.coulteri"
"319","Atriplex.depressa"
"320","Atriplex.dioica"
"321","Atriplex.fruticulosa"
"322","Atriplex.hymenelytra"
"323","Atriplex.lentiformis"
"324","Atriplex.leucophylla"
"325","Atriplex.minuscula"
"326","Atriplex.pacifica"
"327","Atriplex.parishii"
"328","Atriplex.patula"
"329","Atriplex.persistens"
"330","Atriplex.polycarpa"
"331","Atriplex.serenana"
"332","Atriplex.spinifera"
"333","Atriplex.subtilis"
"334","Atriplex.watsonii"
"335","Ayenia.compacta"
"336","Azolla.filiculoides"
"337","Azolla.microphylla"
"338","Baccharis.brachyphylla"
"339","Baccharis.glutinosa"
"340","Baccharis.pilularis"
"341","Baccharis.plummerae"
"342","Baccharis.salicifolia"
"343","Baccharis.salicina"
"344","Baccharis.sarothroides"
"345","Baccharis.sergiloides"
"346","Baccharis.vanessae"
"347","Bacopa.eisenii"
"348","Bahiopsis.laciniata"
"349","Bahiopsis.parishii"
"350","Bahiopsis.reticulata"
"351","Baileya.multiradiata"
"352","Baileya.pleniradiata"
"353","Balsamorhiza.deltoidea"
"354","Balsamorhiza.macrolepis"
"355","Barbarea.orthoceras"
"356","Bebbia.juncea"
"357","Beckmannia.syzigachne"
"358","Benitoa.occidentalis"
"359","Berberis.aquifolium"
"360","Berberis.fremontii"
"361","Berberis.higginsiae"
"362","Berberis.nervosa"
"363","Berberis.nevinii"
"364","Berberis.pinnata"
"365","Bergia.texana"
"366","Bernardia.incana"
"367","Berula.erecta"
"368","Bidens.cernua"
"369","Bidens.frondosa"
