,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440,pd445,pd450,pd455,pd460,pd465,pd470,pd475,pd480,pd485,pd490,pd495,pd500,pd505,pd510
Low,978.95694955,1297.537166075,1638.3157999750001,1995.87866733185,2322.0776600364998,2599.56536935615,2845.3237427120002,3176.373144785,3402.01464254575,3701.0670507964,3942.454545498,4196.96307648535,4472.61384502585,4711.99997050475,4887.376078414,5185.476992303,5458.1257311521,5636.710062383,5911.73771037325,6156.78611321075,6342.3354686067505,6539.2429102675005,6772.224890939099,6999.5399766338505,7166.010890032,7394.434614557999,7544.21001138025,7774.8722689459,7950.352292982,8231.011639423,8386.76124318575,8551.604313259399,8786.236206572,8973.70384003225,9129.585879509601,9383.79239941925,9546.96224678675,9670.263925286848,9872.9396510735,10087.884639516851,10226.786802913899,10354.299090655,10609.26892714275,10736.1138370111,10999.1839899229,11092.0253970921,11304.6640103035,11446.36055071075,11616.027523042,11782.872946163,11980.93831695775,12163.0991495199,12336.261657953999,12493.2122629054,12609.523561233,12810.331026425749,12996.60369240225,13125.0607944081,13277.84951656225,13459.23330430725,13648.17157762,13806.08611838075,13955.83798837775,14151.71591810825,14298.36923797,14445.75647374925,14599.12920872925,14772.3356141595,14821.094723217999,15064.775119021851,15206.6950099926,15394.83696572365,15522.285417705749,15687.40907813685,15819.8911810081,15997.35485012,16148.005853491399,16295.5597409676,16438.6438007214,16638.6205044821,16765.29341379825,16914.1190987695,17062.14632033575,17195.05552327325,17364.50296331575,17520.35530733675,17666.734495803998,17829.0833002515,17981.08014800925,18134.496085913248,18285.18726118375,18430.47814339625,18612.1233091555,18763.7604102735,18928.140327321,19058.532060316502,19251.992938121,19407.771697921,19589.198492174248,19789.716090496,19990.786838896
High,1573.898602704,2016.9284272779998,2484.2400071155002,2841.130432385,3222.28237322325,3602.28730861875,3927.903372831,4214.4840743409995,4549.064359539,4812.344693667999,5120.7340026987495,5398.09646345775,5662.2899270149,5943.65649202925,6181.00379166125,6440.161016686649,6703.15983077135,6967.802141218,7206.980961856,7442.986097770749,7666.8856756410005,7880.361357123749,8124.844013409749,8316.4902153265,8502.582714159349,8744.0377999915,8939.4519873865,9161.285711172251,9408.2520303085,9586.0430662695,9757.88433131675,9932.164982655,10112.48954229665,10372.74948097525,10504.60340165325,10710.498037733001,10914.27024304325,11073.006126457,11253.078926254,11483.22772730885,11591.6602329539,11753.8969756911,12003.60891366325,12157.3422491326,12366.93372064975,12518.851542398399,12652.6809954119,12863.059833948999,13005.370390041498,13193.272435861149,13368.85648160075,13494.81773448385,13700.017592410999,13818.979460458499,14012.0606102815,14152.349320589,14318.36980676685,14422.3804851035,14618.62726016975,14758.3225771289,14909.367653327601,15090.729403996249,15247.365446782649,15406.27727285075,15556.6246480605,15687.8065311034,15783.2621885504,15945.96107945575,16099.11903963325,16288.28403811725,16333.339923941,16523.42790043635,16667.81291205235,16799.27198396075,16958.495614395248,17076.78167809085,17224.8306773689,17398.11933495675,17505.048566497753,17652.13879899885,17757.957586844,17915.658462112748,18045.84428563225,18179.72754352425,18295.10040709575,18414.463333185402,18557.4490919795,18700.724828167098,18794.58225828425,18930.75944339825,19045.2323107585,19157.196572350247,19289.172577128098,19386.68478950165,19516.592036409,19627.267879546,19737.73591591465,19838.139368858,19947.208819945998,20035.029893071,20088.036435896
Mean,1246.8024261114342,1647.209514834676,2044.140906740924,2396.0464674110162,2755.418233129882,3087.30276866585,3389.376593916662,3703.4117832657957,3984.617844330702,4260.649595418179,4541.081307891348,4832.455634982647,5083.8435034248405,5346.383482591886,5577.156518761876,5833.236824844129,6085.70184025885,6319.315657119658,6554.867370405484,6811.189749217192,7018.32091198319,7222.019576063336,7451.110715545684,7661.513318927594,7859.040130261484,8079.305534403098,8272.362053794972,8482.536799460295,8687.649007814496,8882.881486965605,9076.861860215444,9258.885663045909,9453.483377727047,9661.007357394692,9846.469305621065,10050.861918296541,10215.68984632542,10393.9431931063,10575.563403016045,10770.58507302133,10938.799151732766,11108.173305699567,11301.835294654798,11478.984133325412,11657.253379776075,11821.576468479298,11977.980983064159,12169.358909789142,12325.982053503674,12516.53293363655,12667.823873784342,12841.51592610134,13001.4276112946,13175.111313194535,13322.770858028209,13484.762166451801,13661.843031452037,13788.236618985067,13952.727278008831,14127.235134337909,14292.076039862235,14455.960893342257,14607.099985065834,14773.840811418007,14910.089262924157,15071.478226977908,15209.120184740776,15367.565501885272,15499.097989497579,15669.427173068918,15787.408838406234,15970.29432948495,16117.936872423765,16274.907215920632,16406.5074057129,16540.196104457104,16716.186430573794,16853.64046089824,16994.867445547014,17150.941852271608,17288.81168693215,17444.35184858576,17571.43932647961,17711.29747858068,17852.59785305026,18004.29955450866,18136.491113293232,18273.110925378875,18412.916190728924,18564.029351831196,18702.949330374584,18830.892141067314,18967.414794156193,19105.942089496777,19256.109563416052,19378.39411142423,19523.77346692787,19652.983629940718,19789.238479617266,19929.766929107554,20062.742962162643
