,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455,mntd460,mntd465,mntd470,mntd475,mntd480,mntd485,mntd490,mntd495,mntd500,mntd505,mntd510
Low,107.09375069750001,110.802184271667,105.52561432292501,103.742742689897,100.74495607666634,98.40318268527142,96.536343865375,93.48907926944445,94.18160089132,89.42480428754092,87.54778814849664,86.02245995359351,84.6157990049071,84.8209484446167,83.25161298745532,82.96124827651299,79.87604619058669,78.87919017639997,79.0463984211575,77.83498227303718,76.59660032931495,74.95044507605478,75.58286997448285,73.9360828535099,73.46126125392155,73.28289120705651,72.02248424458571,71.24526882070177,70.38333969903616,70.56977012649081,69.90615216522268,68.7081988910696,67.81862586119026,67.5697123966181,67.4703093225042,66.39977501917998,66.51921539571556,65.56855774374716,64.86386659503874,64.51540929890204,64.9175221896867,64.070093716051,63.42622894954039,63.37961125232521,63.083836352161164,62.81491987249975,62.26945418048778,62.29266859297429,61.702851261035704,61.078750816234404,61.00725128391573,61.014677492995354,60.42131891672686,60.136849962700026,60.1352251866638,59.839730080904125,59.405126190476246,59.320549215175014,58.84583582982672,58.77950248634467,58.643688703275714,58.19595749784721,57.99311503796221,57.93512829420776,57.41997802758184,57.0038662208467,56.680242133573614,56.74966496704542,56.49611898772631,56.34524508670401,56.47399610993175,56.13756159608273,56.18971032080434,55.7479476875909,55.68607836269891,55.44798071252656,55.330171694725564,55.01027036699133,54.97323230486126,54.89559101770488,54.75326037597725,54.47942881328394,54.44658544218238,54.400496188914055,54.25966177576416,54.09140487392986,54.00001803950336,53.73868163239759,53.72156679155324,53.606231897244605,53.59869059551781,53.49600772115428,53.58008613132352,53.35179126090606,53.26668972694871,53.26852931335689,53.19863884846721,53.25074415796789,53.2214380419415,53.351221119118826,53.564758825009754
High,251.5339791125,219.79267714870667,202.23524711988748,183.23621616984,170.39362492791668,159.94070981757156,151.566618334125,145.35621334085158,141.7136609394205,135.191651685289,130.45084527678404,126.08925609226976,123.00834503998313,118.45304723501967,116.09283114246313,112.71009731537634,109.92628839712458,107.54647575108295,105.56706980026149,103.95896361720375,101.45499428147257,100.29999899019018,98.34819843602374,95.9079081802128,94.36389301359891,93.47872086512959,92.34776038189645,91.21066170725,89.59880333160628,89.4997504554527,87.7016361814425,86.6352147623535,85.1675565933277,83.99518988632754,83.47524671762979,83.03865666152234,82.27862783270157,81.24108720111238,80.82164002519823,78.99484448150886,78.61012849921549,77.70662471650319,77.3163943102352,76.29098024008087,75.57563561040973,75.06256210630323,74.49743045763552,73.90237133309068,73.64566238467755,72.62268716147717,72.12104274293604,71.63020827864474,70.83665653385448,70.46153018987671,70.31891481674167,69.67844001130469,68.98264062648083,68.72017801748653,67.92993964060116,67.89891141966169,67.02993104521035,66.7995705860765,66.88625262127015,66.32192444740743,65.75261931456357,65.06867748783749,65.08113594650067,64.41371033743329,64.12954578065117,63.71661436854537,63.17832930319958,62.96498503116465,62.88537666321163,62.510142882404296,61.88914863690268,61.71938046704557,61.35145289401799,61.05883453751575,60.706041638012934,60.42237806647801,60.13413108289593,59.68002423855784,59.576243554200786,59.17221565461478,58.98659269444327,58.547796795366565,58.28255754518197,57.990058196258495,57.72078638911155,57.32635828091955,57.06820931137591,56.90143381264576,56.63376458042763,56.34956228705619,55.94024086013673,55.8414832105036,55.50143105576408,55.17596677096292,54.85726225621,54.48592579911877,53.992229781186296
Mean,175.91887456769163,162.62943770294817,150.68843537428035,142.13408907564494,134.92088261674806,128.9480827514759,124.13821696147468,119.82289051360098,116.4481777666453,112.57345728839707,109.0852472154592,106.30168747897538,103.56060934049346,102.02093107272015,99.26249840460179,97.40458299513864,95.4511902023316,93.91026047149504,92.03552899457087,90.9483881719725,89.1628535671457,88.00799047751673,86.6069971745105,85.26999332064437,84.07319618987452,83.15923294203692,81.90376432684542,81.02353763779814,80.14253402471294,79.52857574397419,78.36831991254655,77.56327314204196,76.80891478861737,76.03762312839916,75.30802445880369,74.63907580889115,74.03852669685901,73.37982518937314,72.76578177696979,72.00022114869998,71.60546989814178,70.87929023027641,70.26058797470765,69.9976676373673,69.29665217941714,68.87818091150824,68.31653443868085,67.94111252039194,67.43728717451332,67.02384749721823,66.66493556661158,66.30551417634265,65.75394082555114,65.36372326656677,65.01552888619152,64.70334241316915,64.27218894295518,63.89904498110822,63.59014536510222,63.27388078963818,62.86679709003877,62.61708784193536,62.20868379219574,61.996008005194795,61.78309960213404,61.19216527231533,61.07747714424218,60.69253639912978,60.5058850801941,60.16768647566385,59.911669774373884,59.64507574004928,59.46368155470695,59.13595437970784,58.909563755379,58.78027195631905,58.40276139522817,58.18914308530031,57.93566013285734,57.71105703219111,57.5649429107521,57.22532783777682,57.12826280844362,56.92411058943867,56.6146419528489,56.46573940442626,56.221683276196316,56.02812781494277,55.84939350467113,55.65166838952859,55.518610386156084,55.31768138871017,55.19564349196565,54.97049620346293,54.7727012660133,54.62790663309636,54.49563794287805,54.30836354155103,54.16665785009214,54.01782352558525,53.848414589512586
