"","x"
"1","Abies.amabilis"
"2","Abies.bracteata"
"3","Abies.concolor"
"4","Abies.lasiocarpa"
"5","Abies.magnifica"
"6","Abies.procera"
"7","Abronia.alpina"
"8","Abronia.nana"
"9","Abronia.pogonantha"
"10","Abronia.turbinata"
"11","Abutilon.parvulum"
"12","Acamptopappus.sphaerocephalus"
"13","Acanthomintha.lanceolata"
"14","Acanthomintha.obovata"
"15","Acanthoscyphus.parishii"
"16","Acer.circinatum"
"17","Acer.glabrum"
"18","Acer.macrophyllum"
"19","Acer.negundo"
"20","Achillea.millefolium"
"21","Achlys.californica"
"22","Achlys.triphylla"
"23","Achyrachaena.mollis"
"24","Acmispon.americanus"
"25","Acmispon.argophyllus"
"26","Acmispon.argyraeus"
"27","Acmispon.brachycarpus"
"28","Acmispon.denticulatus"
"29","Acmispon.glaber"
"30","Acmispon.grandiflorus"
"31","Acmispon.heermannii"
"32","Acmispon.nevadensis"
"33","Acmispon.parviflorus"
"34","Acmispon.procumbens"
"35","Acmispon.rigidus"
"36","Acmispon.strigosus"
"37","Acmispon.wrangelianus"
"38","Aconitum.columbianum"
"39","Aconogonon.davisiae"
"40","Aconogonon.newberryi"
"41","Aconogonon.phytolaccifolium"
"42","Actaea.rubra"
"43","Adenocaulon.bicolor"
"44","Adenophyllum.cooperi"
"45","Adenostoma.fasciculatum"
"46","Adenostoma.sparsifolium"
"47","Adiantum.aleuticum"
"48","Adiantum.jordanii"
"49","Aesculus.californica"
"50","Agastache.parvifolia"
"51","Agastache.urticifolia"
"52","Agave.utahensis"
"53","Ageratina.herbacea"
"54","Ageratina.occidentalis"
"55","Ageratina.shastensis"
"56","Agoseris.aurantiaca"
"57","Agoseris.glauca"
"58","Agoseris.grandiflora"
"59","Agoseris.heterophylla"
"60","Agoseris.monticola"
"61","Agoseris.parviflora"
"62","Agoseris.retrorsa"
"63","Agrimonia.gryposepala"
"64","Agrostis.elliottiana"
"65","Agrostis.exarata"
"66","Agrostis.hallii"
"67","Agrostis.hendersonii"
"68","Agrostis.humilis"
"69","Agrostis.idahoensis"
"70","Agrostis.microphylla"
"71","Agrostis.oregonensis"
"72","Agrostis.pallens"
"73","Agrostis.scabra"
"74","Agrostis.variabilis"
"75","Aliciella.leptomeria"
"76","Aliciella.lottiae"
"77","Aliciella.micromeria"
"78","Aliciella.monoensis"
"79","Alisma.triviale"
"80","Allenrolfea.occidentalis"
"81","Allium.abramsii"
"82","Allium.acuminatum"
"83","Allium.amplectens"
"84","Allium.anceps"
"85","Allium.atrorubens"
"86","Allium.bisceptrum"
"87","Allium.bolanderi"
"88","Allium.burlewii"
"89","Allium.campanulatum"
"90","Allium.cratericola"
"91","Allium.crispum"
"92","Allium.denticulatum"
"93","Allium.diabolense"
"94","Allium.falcifolium"
"95","Allium.fimbriatum"
"96","Allium.hoffmanii"
"97","Allium.howellii"
"98","Allium.hyalinum"
"99","Allium.jepsonii"
"100","Allium.lacunosum"
"101","Allium.lemmonii"
"102","Allium.marvinii"
"103","Allium.membranaceum"
"104","Allium.monticola"
"105","Allium.nevadense"
"106","Allium.obtusum"
"107","Allium.parishii"
"108","Allium.parryi"
"109","Allium.parvum"
"110","Allium.peninsulare"
"111","Allium.platycaule"
"112","Allium.sanbornii"
"113","Allium.serra"
"114","Allium.sharsmithiae"
"115","Allium.shevockii"
"116","Allium.siskiyouense"
"117","Allium.tolmiei"
"118","Allium.tribracteatum"
"119","Allium.tuolumnense"
"120","Allium.unifolium"
"121","Allium.validum"
"122","Allium.yosemitense"
"123","Allophyllum.divaricatum"
"124","Allophyllum.gilioides"
"125","Allophyllum.glutinosum"
"126","Allophyllum.integrifolium"
"127","Allotropa.virgata"
"128","Alnus.incana"
"129","Alnus.rhombifolia"
"130","Alnus.viridis"
"131","Alopecurus.aequalis"
"132","Alopecurus.geniculatus"
"133","Alopecurus.saccatus"
"134","Aloysia.wrightii"
"135","Amaranthus.blitoides"
"136","Amaranthus.californicus"
"137","Amaranthus.fimbriatus"
"138","Amaranthus.palmeri"
"139","Amaranthus.powellii"
"140","Amaranthus.torreyi"
"141","Amauriopsis.dissecta"
"142","Ambrosia.acanthicarpa"
"143","Ambrosia.confertiflora"
"144","Ambrosia.eriocentra"
"145","Ambrosia.psilostachya"
"146","Ambrosia.salsola"
"147","Amelanchier.alnifolia"
"148","Amelanchier.utahensis"
"149","Ammannia.robusta"
"150","Amorpha.californica"
"151","Amorpha.fruticosa"
"152","Amphiscirpus.nevadensis"
"153","Amsinckia.douglasiana"
"154","Amsinckia.eastwoodiae"
"155","Amsinckia.furcata"
"156","Amsinckia.lunaris"
"157","Amsinckia.lycopsoides"
"158","Amsinckia.menziesii"
"159","Amsinckia.retrorsa"
"160","Amsinckia.tessellata"
"161","Amsinckia.vernicosa"
"162","Amsonia.tomentosa"
"163","Anagallis.minima"
"164","Anaphalis.margaritacea"
"165","Ancistrocarphus.filagineus"
"166","Androsace.elongata"
"167","Androsace.septentrionalis"
"168","Anelsonia.eurycarpa"
"169","Anemone.deltoidea"
"170","Anemone.drummondii"
"171","Anemone.grayi"
"172","Anemone.lyallii"
"173","Anemone.multifida"
"174","Anemone.occidentalis"
"175","Anemone.oregana"
"176","Anemone.tuberosa"
"177","Anemopsis.californica"
"178","Angelica.arguta"
"179","Angelica.breweri"
"180","Angelica.californica"
"181","Angelica.callii"
"182","Angelica.lineariloba"
"183","Angelica.tomentosa"
"184","Anisocarpus.madioides"
"185","Anisocarpus.scabridus"
"186","Anisocoma.acaulis"
"187","Antennaria.argentea"
"188","Antennaria.corymbosa"
"189","Antennaria.dimorpha"
"190","Antennaria.flagellaris"
"191","Antennaria.geyeri"
"192","Antennaria.howellii"
"193","Antennaria.luzuloides"
"194","Antennaria.marginata"
"195","Antennaria.media"
"196","Antennaria.microphylla"
"197","Antennaria.pulchella"
"198","Antennaria.racemosa"
"199","Antennaria.rosea"
"200","Antennaria.umbrinella"
"201","Anthoxanthum.nitens"
"202","Antirrhinum.cornutum"
"203","Antirrhinum.coulterianum"
"204","Antirrhinum.kingii"
"205","Antirrhinum.leptaleum"
"206","Antirrhinum.multiflorum"
"207","Antirrhinum.ovatum"
"208","Antirrhinum.subcordatum"
"209","Antirrhinum.vexillocalyculatum"
"210","Antirrhinum.virga"
"211","Aphanes.occidentalis"
"212","Apiastrum.angustifolium"
"213","Apocynum.androsaemifolium"
"214","Apocynum.cannabinum"
"215","Aquilegia.eximia"
"216","Aquilegia.formosa"
"217","Aquilegia.pubescens"
"218","Aquilegia.shockleyi"
"219","Arabis.eschscholtziana"
"220","Arabis.modesta"
"221","Arabis.oregana"
"222","Arabis.pycnocarpa"
"223","Aralia.californica"
"224","Arbutus.menziesii"
"225","Arceuthobium.americanum"
"226","Arceuthobium.campylopodum"
"227","Arceuthobium.douglasii"
"228","Arctostaphylos.canescens"
"229","Arctostaphylos.glandulosa"
"230","Arctostaphylos.glauca"
"231","Arctostaphylos.klamathensis"
"232","Arctostaphylos.malloryi"
"233","Arctostaphylos.manzanita"
"234","Arctostaphylos.mewukka"
"235","Arctostaphylos.nevadensis"
"236","Arctostaphylos.nissenana"
"237","Arctostaphylos.parryana"
"238","Arctostaphylos.patula"
"239","Arctostaphylos.pilosula"
"240","Arctostaphylos.pringlei"
"241","Arctostaphylos.pungens"
"242","Arctostaphylos.stanfordiana"
"243","Arctostaphylos.uva.ursi"
"244","Arctostaphylos.viscida"
"245","Arenaria.lanuginosa"
"246","Argemone.munita"
"247","Argyrochosma.jonesii"
"248","Argyrochosma.limitanea"
"249","Aristida.oligantha"
"250","Aristida.purpurea"
"251","Aristida.ternipes"
"252","Aristolochia.californica"
"253","Arnica.cernua"
"254","Arnica.chamissonis"
"255","Arnica.cordifolia"
"256","Arnica.dealbata"
"257","Arnica.discoidea"
"258","Arnica.fulgens"
"259","Arnica.lanceolata"
"260","Arnica.latifolia"
"261","Arnica.longifolia"
"262","Arnica.mollis"
"263","Arnica.nevadensis"
"264","Arnica.ovata"
"265","Arnica.parryi"
"266","Arnica.sororia"
"267","Arnica.venosa"
"268","Arnica.viscosa"
"269","Artemisia.arbuscula"
"270","Artemisia.bigelovii"
"271","Artemisia.cana"
"272","Artemisia.douglasiana"
"273","Artemisia.dracunculus"
"274","Artemisia.ludoviciana"
"275","Artemisia.norvegica"
"276","Artemisia.nova"
"277","Artemisia.rothrockii"
"278","Artemisia.spiciformis"
"279","Artemisia.spinescens"
"280","Artemisia.tridentata"
"281","Aruncus.dioicus"
"282","Asarum.caudatum"
"283","Asarum.hartwegii"
"284","Asarum.lemmonii"
"285","Asarum.marmoratum"
"286","Asclepias.asperula"
"287","Asclepias.californica"
"288","Asclepias.cordifolia"
"289","Asclepias.cryptoceras"
"290","Asclepias.eriocarpa"
"291","Asclepias.erosa"
"292","Asclepias.fascicularis"
"293","Asclepias.solanoana"
"294","Asclepias.speciosa"
