"","name"
"1","Abies"
"2","Acamptopappus"
"3","Acanthomintha"
"4","Acer"
"5","Achillea"
"6","Aconitum"
"7","Actaea"
"8","Adenocaulon"
"9","Adenophyllum"
"10","Adenostoma"
"11","Aesculus"
"12","Agastache"
"13","Agoseris"
"14","Agrostis"
"15","Aliciella"
"16","Alisma"
"17","Allenrolfea"
"18","Allium"
"19","Allophyllum"
"20","Alnus"
"21","Alopecurus"
"22","Aloysia"
"23","Amaranthus"
"24","Ambrosia"
"25","Amelanchier"
"26","Amorpha"
"27","Amphiscirpus"
"28","Amsinckia"
"29","Anaphalis"
"30","Androsace"
"31","Anelsonia"
"32","Anemone"
"33","Anemopsis"
"34","Angelica"
"35","Anisocarpus"
"36","Anisocoma"
"37","Antennaria"
"38","Apocynum"
"39","Aquilegia"
"40","Arabis"
"41","Aralia"
"42","Arbutus"
"43","Arceuthobium"
"44","Arctostaphylos"
"45","Aristida"
"46","Aristolochia"
"47","Arnica"
"48","Artemisia"
"49","Asarum"
"50","Asclepias"
"51","Astragalus"
"52","Athysanus"
"53","Atriplex"
"54","Baccharis"
"55","Baileya"
"56","Balsamorhiza"
"57","Barbarea"
"58","Beckmannia"
"59","Benitoa"
"60","Berberis"
"61","Berula"
"62","Betula"
"63","Bidens"
"64","Blennosperma"
"65","Blepharipappus"
"66","Blepharizonia"
"67","Bloomeria"
"68","Boechera"
"69","Bolboschoenus"
"70","Bouteloua"
"71","Bowlesia"
"72","Boykinia"
"73","Brasenia"
"74","Brickellia"
"75","Brodiaea"
"76","Bromus"
"77","Cacaliopsis"
"78","Calamagrostis"
"79","California"
"80","Calocedrus"
"81","Calochortus"
"82","Caltha"
"83","Calycadenia"
"84","Calycoseris"
"85","Calystegia"
"86","Campanula"
"87","Cardamine"
"88","Carex"
"89","Carlquistia"
"90","Carpenteria"
"91","Cassiope"
"92","Castilleja"
"93","Caulanthus"
"94","Ceanothus"
"95","Cephalanthus"
"96","Cerastium"
"97","Ceratophyllum"
"98","Cercis"
"99","Cercocarpus"
"100","Chaenactis"
"101","Chaetopappa"
"102","Chamaebatia"
"103","Chamaebatiaria"
"104","Chamaecyparis"
"105","Chamaesaracha"
"106","Chenopodium"
