,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350,mpd355,mpd360,mpd365,mpd370,mpd375,mpd380,mpd385,mpd390,mpd395,mpd400,mpd405,mpd410,mpd415,mpd420,mpd425,mpd430,mpd435,mpd440,mpd445,mpd450,mpd455,mpd460,mpd465,mpd470,mpd475,mpd480,mpd485,mpd490,mpd495,mpd500,mpd505,mpd510,mpd515,mpd520,mpd525,mpd530,mpd535,mpd540,mpd545
Low,205.00793831055512,212.16321747571465,217.55974353679466,221.418252658993,221.34833224324137,225.87184520521654,224.09483050282412,226.3277421880714,228.0811101251899,228.27046753881368,230.11706046642325,230.36188005338127,230.92989302783232,230.91791909340046,232.701377961231,232.5733030174724,234.4321506196084,233.77045232662778,234.9673420028032,236.3150495147804,236.0860590268339,236.13259392967723,235.9524220179307,236.9496362802307,236.62854478063073,238.39755283399074,238.70575590332066,239.22989845757886,239.30888575420292,238.36953451123654,238.27016568291725,240.64571772715732,240.83880594838064,240.77755790759116,240.926792782055,241.32542957473143,241.37539695426696,241.94272757890687,240.33030542829968,242.75165134407342,242.85603024264972,241.16862459254253,243.23797060444804,243.0844135861301,243.14124145202214,242.86939692057084,243.758597600106,243.91454632575562,243.93516205782487,244.36700952621314,244.60112385818888,244.4573421137012,244.34637300314407,243.87394535296013,244.60680338376292,245.17311868556598,244.65557516823068,245.10344144489116,246.04946912216988,246.4983433782851,245.8578386338012,246.67133353293067,245.99768827441605,246.37937926165483,247.10371658930572,245.8295445492433,247.23671823211967,247.45144494888802,247.26485212508558,247.2415186406281,247.66783236251572,247.33383346893282,247.90347862074114,247.7693801537197,248.47880925139472,248.4392196290766,248.01095137346852,248.65474473930496,248.83694751832863,248.98082374269447,248.62503590678958,249.0007162267715,249.5272635843242,249.62550528935228,249.9199183237205,249.8332107902284,249.7279730277558,250.06533178748415,250.2830574418522,249.96876976505774,250.32389538909717,250.56025767246405,250.8177412303977,250.85988750171424,251.04289723031053,251.18915040361895,251.52670942023738,251.48265318252044,251.84844681804626,251.85408041857684,252.13958042701879,252.06919983266866,252.5934038583894,252.92181307623102,252.89197883128196,253.1445369241688,253.99897934902208,254.01819132838853
High,334.62288408244484,338.96561106428584,318.89484841698163,308.625778338,311.5858079021836,305.5777350897887,298.23680841017,293.5395827575127,290.3414380739626,290.53292625073914,289.5262510483911,285.36873148896984,283.72799959061456,283.60235211465505,284.4640827621957,283.0000510717587,280.4264790081987,279.6930945611391,280.3016158312443,278.39761317478633,278.17109384699864,274.96160574722506,277.9971915866185,275.86757132639303,275.6719214487117,274.3878270770879,273.6676230615875,272.95199910156333,274.00452951023505,272.5274479312415,271.1734897437044,271.8640578251325,271.1938202812106,271.41630402003244,272.0109187871757,271.203214874573,269.6924561396521,270.6745344059246,269.9800420791054,269.0484694782419,268.94246584295666,268.71161283587116,268.8270015272264,268.6408972346795,267.6809521458915,267.54790402210654,267.12941825034505,267.8055756547636,266.1893133245222,266.3319260794506,266.4693161464164,266.3009471531384,265.3971439877379,265.79654793163286,265.82068619556475,264.7766092017907,265.06248047494825,264.740378585416,264.5875132493061,264.74444724089926,264.44820433971483,263.8961688577485,263.36721073479276,263.5733561262281,263.46967479065546,263.3689373113364,263.4490155985961,262.65758492518825,262.67754324865257,262.8133559319959,262.6447393960766,262.26612833640115,262.2490723495954,262.4412968220457,261.7693824086656,262.1912419096433,261.52478390005524,261.71834566752204,261.45169616203935,261.26223315448544,261.3402394719021,260.7955237237256,260.74233593857616,260.51208142577775,260.04621262367937,260.273916512688,260.0062380092276,259.87029241328895,259.6933570871332,259.54800842597655,259.4200992668755,259.277775743534,259.0548413532318,258.8833526216451,258.76868445911344,258.56572536797034,258.30172406740303,258.15817519431477,257.8500180223793,257.72138438735254,257.50242173600725,257.23471437944244,257.0172845931915,256.8188421062455,256.52075261816697,256.34224439239676,256.0435458777261,255.7152187829286
Mean,254.3458165296096,255.5357860160785,255.2593428324397,254.75288364661955,257.29023640778075,256.70267931715273,255.40669334380678,255.3863296300693,255.33878106369608,254.5936026518179,256.0049108170188,255.27901044531137,255.00874205131956,255.34319856897977,255.8158735283702,255.38797646390827,255.58507308007194,255.33090087964177,255.55920151785546,256.1670070776542,255.478157073944,254.57850913350018,255.6848066102736,254.85111989569512,254.7499151984992,255.2770252445796,255.5664147152583,255.4528655550426,255.04826378162602,255.25339391952807,254.8744803063555,255.35035132453376,255.70446617028338,255.7362740924016,255.77186563447006,255.1679643976736,255.5206991599094,255.19044910561215,255.26003093985696,255.9254418165764,255.3478978979966,255.34833191463863,255.56990446318056,255.5073282874761,255.4223402872247,255.53244144673837,255.41080935558776,255.68594619297323,255.35268060072488,255.49688345944136,255.50831622419565,255.3408055250424,255.471808484586,255.35286093586637,255.31840275966195,255.3613318984094,255.36231621758066,255.1850215206577,255.36692788452947,255.44673166928254,255.57209800831765,255.40272716533707,255.14106409021042,255.25787823337285,255.38298576867777,255.11125361689926,255.57134114521816,255.6286856157747,255.31013712578203,255.46246551296733,255.42362871720835,255.26165016685158,255.4809716495302,255.3286526597101,255.7048347545595,255.49635768305808,255.5166835966447,255.3795262469924,255.4968524771458,255.53146830568258,255.26219964503258,255.39675984227196,255.5844362633842,255.6375314562815,255.3596584135671,255.37335814181662,255.43620250221406,255.43128998580028,255.33990129648475,255.3623143120752,255.35506332350755,255.5099503940137,255.47542621866964,255.49086519093711,255.49785972535685,255.30573539881593,255.46485715831622,255.42460015387553,255.4221534605688,255.36200331525296,255.3934508557976,255.3649282769459,255.3767484033546,255.43907347452028,255.4107585915504,255.4035447473183,255.3868903740377,255.40171386472917
