"","name"
"1","Adelpha"
"2","Aglais"
"3","Agriades"
"4","Anthocharis"
"5","Apodemia"
"6","Argynnis"
"7","Atalopedes"
"8","Atlides"
"9","Battus"
"10","Boloria"
"11","Brephidium"
"12","Callophrys"
"13","Carterocephalus"
"14","Cercyonis"
"15","Chlosyne"
"16","Coenonympha"
"17","Colias"
"18","Cupido"
"19","Danaus"
"20","Epargyreus"
"21","Erynnis"
"22","Euchloe"
"23","Euphilotes"
"24","Euphydryas"
"25","Euphyes"
"26","Glaucopsyche"
"27","Habrodais"
"28","Heliopetes"
"29","Hesperia"
"30","Junonia"
"31","Limenitis"
"32","Lycaena"
"33","Neophasia"
"34","Nymphalis"
"35","Oeneis"
"36","Papilio"
"37","Parnassius"
"38","Pholisora"
"39","Phyciodes"
"40","Pieris"
"41","Plebejus"
"42","Polites"
"43","Polygonia"
"44","Pontia"
"45","Pyrgus"
"46","Satyrium"
"47","Strymon"
"48","Vanessa"
