,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28,mntd30,mntd32,mntd34,mntd36,mntd38,mntd40,mntd42,mntd44,mntd46,mntd48
Low,73.14181543333336,70.5763751625,67.28384201,63.573728020833364,64.1149387214286,63.528335734375,62.07709936944446,61.21484512,58.89851979090912,58.2318601270833,57.96578892884612,56.550445092857096,55.620999536666694,55.578043915625,55.356309952941146,55.20246367499999,54.893614973684244,54.925959155,54.97401076071427,55.17712278749999,55.441556940217346,57.93879875
High,168.16779757499998,146.87131600625,132.08216719,122.22536793333332,111.23578438571414,104.753613003125,99.6571077527778,93.5067491075,89.4122819181818,85.95887187708337,83.1913230192308,80.4077935732143,77.89662241333336,75.572941609375,72.86878095588239,71.26286225277774,69.32868769736842,67.57733652375,65.45598255119044,63.69672709545454,61.8240441304348,57.93879875
Mean,122.86116245166667,110.263490563,101.2562976208,93.96649609266667,89.01263625571428,84.130197515875,80.78867715588888,78.08783022050001,74.89692263072726,72.88437918216665,71.08700886692307,68.76717949907143,67.60070376513332,65.8488472890625,64.67167003029412,63.330145321055554,62.09921644815789,61.384953215500005,60.31158646704761,59.511429877454546,58.68252033795652,57.93879875000002
