,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26
Low,63.533972125,67.16286500000004,66.640567725,64.457386995,64.54830904166667,63.78014862500002,61.177978871875,61.226609288888866,60.5362197225,61.48041164772722,62.18618325,68.2684389230769
High,189.428856,164.592894333333,143.20010394375,127.3950976,116.26428523333365,107.15157437142899,101.792075284375,95.38573440277779,90.00496239249999,84.6737201818182,79.5413481666667,68.2684389230769
Mean,136.79488184800002,118.38604772666666,105.68414993124999,96.8913590494,91.10015030749999,86.57348007714285,82.312807011125,78.50051498988888,75.56475805020001,72.72610720890908,70.55524831016668,68.26843892307691
