,pd2,pd4,pd6,pd8,pd10,pd12,pd14,pd16,pd18,pd20,pd22,pd24,pd26,pd28,pd30,pd32,pd34,pd36,pd38,pd40,pd42,pd44,pd46
Low,225.3733431457575,351.533366602225,484.35627599168504,598.05489678627,701.1127660113275,791.3540724978325,881.0609277172249,970.84905256336,1053.13246350225,1168.498213881325,1261.23604382091,1367.93263015398,1428.19111404307,1537.2211443160052,1604.263349972315,1652.64671167889,1751.0158721535201,1812.635754813095,1881.612480296235,1979.424716273895,2022.6822100398,2093.536807086625,2195.752331812375
High,426.384199820025,810.4644996382425,1028.9226707432774,1211.3685897381752,1382.8055406201,1535.8896751547175,1634.9853856906425,1743.98869252365,1865.891651704865,1928.078958932165,2034.2217728041649,2116.61659093749,2195.0040890770547,2250.68047064606,2341.44444162089,2383.169232970055,2447.95139285206,2495.212084426265,2535.3904598239897,2616.888168684125,2640.98023158972,2688.83376916335,2716.0712757760753
Mean,362.1241714593689,589.6833490249024,749.9602033411609,899.9881868923153,1036.935201537994,1155.2476186783472,1271.788973636751,1386.0142088521416,1469.7688764217273,1569.43747462846,1657.5258514825491,1750.8780105964713,1824.1013220151815,1916.1793643923374,1981.9447923763128,2058.2976052825243,2129.610482877545,2187.955534865426,2246.9989891062182,2314.9187533140275,2373.2073053620284,2428.0172998311277,2481.0971533533216
