,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440,pd445,pd450,pd455,pd460,pd465,pd470,pd475,pd480,pd485,pd490,pd495,pd500,pd505,pd510,pd515,pd520,pd525,pd530,pd535,pd540,pd545,pd550,pd555,pd560,pd565,pd570,pd575,pd580
Low,1238.34720145,1601.7337759,1920.9575492499998,2209.3960288000003,2535.8288991,2830.71607075,3102.3287707,3341.1019880999997,3625.19962025,3864.5610157,4103.818208275,4243.8937445,4583.17880725,4838.720637175,4995.581948374999,5172.894611075,5410.942589025,5629.0973759,5774.17452555,5978.836188475,6136.8928287,6372.041473775,6576.80155475,6670.69745595,6896.27932885,6996.787314599999,7129.55584875,7335.2077663499995,7481.393450099999,7729.148127375,7784.609695375,7942.398571125,8123.002766625,8345.528374175,8442.0075877,8629.612988225,8746.22533605,8869.80238925,9049.8743379,9072.71616385,9249.883816075,9534.49590995,9517.979862799999,9637.100187349999,9911.822681149999,10038.07078745,10130.2144633,10276.695908400001,10428.119465925,10592.001143475,10677.334572200001,10791.430968775,10928.638530024999,11166.974093125,11113.851076425,11390.30746345,11486.611483075,11658.2194941,11767.838980225,11905.2013734,12050.17695495,12199.0748249,12369.630421999998,12445.44207415,12564.9179047,12606.6439392,12886.310814625,13032.511866225,13032.688729725001,13232.187430775,13342.678721549999,13406.23188815,13576.5751915,13752.488863049999,13660.426080575,13879.684612250001,14020.31034225,14256.0155765,14343.93254865,14427.9053207,14526.671361699999,14694.820949800001,14769.28280035,14906.5635693,14971.150895924999,15194.425567475,15159.78749695,15414.99057915,15503.776199775,15659.520931199999,15778.635217000001,15872.005771025,15949.99009045,16033.421063374999,16239.39285385,16342.618953325,16474.4774148,16589.90416475,16707.081910999997,16863.3879394,16981.11583255,17041.89586795,17184.507021475,17326.309736725,17472.203942725,17575.28754995,17680.5257881,17847.4969752,17951.306831825,18027.46996825,18221.4614451,18322.1217895,18525.18635445,18693.231435550002,18983.775211
High,2159.9582551,2682.5590837,3133.584450975,3574.1754350499996,4007.4699544749997,4314.925471775,4644.648812975,4909.103736975,5256.487813049999,5514.5201485,5791.8579062750005,6051.3982048,6227.98140715,6556.038114049999,6758.481520425,7020.620873375,7158.1076543,7502.78370135,7617.056583275,7860.65151865,8034.006678375,8197.4346699,8439.367801,8587.1145379,8748.552150125,8859.23650585,9092.1482433,9225.270968949999,9387.00111195,9615.290864575,9839.659150450001,9929.866435725,10173.576067049999,10292.875316,10443.865332174999,10525.745283525,10692.9106044,10833.446652475,10980.296565,11132.863739675,11291.828648674998,11455.822520275,11612.980064075,11655.148160924999,11877.880465125,11914.036454375,12079.114868125,12234.31074635,12464.920743724999,12489.4208205,12584.424873875001,12747.696615075,12958.476818275,12989.469675974999,13179.341921675,13231.735050075,13430.138582575,13576.3610878,13671.331281075,13797.688165950001,13858.26531085,14013.247262975001,14096.55847525,14230.42984915,14420.7008094,14465.109571675,14612.657179,14731.1785029,14818.013592625,14924.586599025,15086.054308125,15127.9145828,15287.471177599999,15355.834114475,15477.2243043,15594.68608625,15711.67264755,15796.598115625,15916.69391815,16003.96366065,16111.435639425,16201.3686512,16312.849437325,16382.10131625,16514.818678975,16600.0412716,16701.7442297,16793.650355875,16873.227832375,16997.8264331,17091.334162324998,17176.178908424998,17297.567716899997,17364.370774925,17438.415493974997,17576.391453075,17661.87097775,17717.912534375,17823.556245625,17907.901693975,17992.610737025,18080.478127425,18183.37125105,18254.879034875,18335.847660975,18416.186733475,18500.801989775,18575.4648685,18652.25368045,18706.59789805,18784.96434155,18848.324176125,18907.19547835,18963.518060075,18983.775211
Mean,1616.5417256209998,2076.625439017,2463.786912002,2837.1904519749996,3205.198884486,3533.415278649,3840.8305823670003,4119.459509251001,4387.014759418,4690.669532878001,4914.213696804999,5147.593898744,5386.078946835999,5633.141555284,5848.757385324,6046.035136232,6271.121721754001,6488.318807263,6661.718830268999,6879.915940429,7075.2958838819995,7247.717241988001,7440.716919656,7623.669451629,7791.852901219,7925.543220758001,8131.618045039,8266.132815022,8450.183196483002,8689.080715198,8783.768898762,8950.949760127001,9143.751849220998,9296.245119090001,9459.769351663,9602.778274,9725.75217678,9877.898049878999,10013.669919184002,10186.579098631,10330.614218458,10495.216720591001,10623.295519631,10718.348656365,10886.950691798,11014.041379573,11153.352172485002,11295.947059674,11474.647979882,11607.659780581,11688.533247644,11837.283787308,12005.056679899,12094.962623493999,12239.36478988,12363.526455658,12534.170661178001,12643.299912703,12768.832978119,12909.188552688998,13029.398683576,13141.192002797,13276.761244741001,13389.810166235,13524.013916611999,13642.422959582002,13760.667419372998,13897.947750202,13997.362502502,14114.735740175,14241.069300075002,14366.420769529,14486.12927838,14589.992259469002,14713.873590225,14824.950642879,14932.08040522,15084.545175436,15175.218538796,15286.248143293,15392.533830726,15517.319661954001,15619.449088671001,15755.94392909,15838.541034098002,15965.411834622999,16052.655644151,16174.281926053,16288.491103795,16390.468938161,16502.427161282998,16597.032976512997,16712.530070521,16812.831352490997,16926.852587833,17053.717593616,17141.212469423,17247.149523885,17352.436459304,17451.471671639003,17552.472763274,17654.469837042,17770.737999887002,17884.194011184,17979.598292373,18078.115061839,18180.285737464004,18289.837229030996,18393.283261014,18479.644658139,18584.896447064002,18683.596802393,18781.396288902997,18883.697508122,18983.775211000004
