"","name"
"1","Isoetes"
"2","Lycopodiella"
"3","Lycopodium"
"4","Selaginella"
"5","Asplenium"
"6","Azolla"
"7","Woodwardia"
"8","Dryopteris"
"9","Polystichum"
"10","Equisetum"
"11","Marsilea"
"12","Pilularia"
"13","Botrychium"
"14","Ophioglossum"
"15","Polypodium"
"16","Adiantum"
"17","Argyrochosma"
"18","Aspidotis"
"19","Astrolepis"
"20","Cryptogramma"
"21","Notholaena"
"22","Pellaea"
"23","Pentagramma"
"24","Woodsia"
"25","Calocedrus"
"26","Chamaecyparis"
"27","Juniperus"
"28","Sequoia"
"29","Sequoiadendron"
"30","Thuja"
"31","Ephedra"
"32","Abies"
"33","Picea"
"34","Pinus"
"35","Pseudotsuga"
"36","Tsuga"
"37","Taxus"
"38","Torreya"
"39","Brasenia"
"40","Nuphar"
"41","Aristolochia"
"42","Asarum"
"43","Umbellularia"
"44","Anemopsis"
"45","Ceratophyllum"
"46","Sesuvium"
"47","Trianthema"
"48","Amaranthus"
"49","Nitrophila"
"50","Rhus"
"51","Toxicodendron"
"52","Angelica"
"53","Berula"
"54","Bowlesia"
"55","Cicuta"
"56","Cymopterus"
"57","Daucus"
"58","Eryngium"
"59","Heracleum"
"60","Ligusticum"
"61","Lilaeopsis"
"62","Lomatium"
"63","Osmorhiza"
"64","Podistera"
"65","Sanicula"
"66","Sium"
"67","Tauschia"
"68","Amsonia"
"69","Apocynum"
"70","Asclepias"
"71","Cycladenia"
"72","Funastrum"
"73","Aralia"
"74","Hydrocotyle"
"75","Achillea"
"76","Adenocaulon"
"77","Adenophyllum"
"78","Ageratina"
"79","Agoseris"
"80","Amblyopappus"
"81","Ambrosia"
"82","Anaphalis"
"83","Antennaria"
"84","Arnica"
"85","Artemisia"
"86","Baccharis"
"87","Balsamorhiza"
"88","Bidens"
"89","Brickellia"
"90","Cacaliopsis"
"91","Chaenactis"
"92","Cirsium"
"93","Crepis"
"94","Crocidium"
"95","Dieteria"
"96","Dimeresia"
"97","Eatonella"
"98","Eclipta"
"99","Encelia"
"100","Ericameria"
"101","Erigeron"
"102","Eriophyllum"
"103","Eurybia"
"104","Euthamia"
"105","Geraea"
"106","Gnaphalium"
"107","Gutierrezia"
"108","Helenium"
"109","Helianthus"
"110","Hesperevax"
"111","Heterotheca"
"112","Hieracium"
"113","Hymenoxys"
"114","Iva"
"115","Lactuca"
"116","Lagophylla"
"117","Logfia"
"118","Luina"
"119","Machaeranthera"
"120","Madia"
"121","Matricaria"
"122","Micropus"
"123","Microseris"
"124","Packera"
"125","Pluchea"
"126","Porophyllum"
"127","Pseudognaphalium"
"128","Psilocarphus"
"129","Raillardella"
"130","Rudbeckia"
"131","Senecio"
"132","Solidago"
"133","Symphyotrichum"
"134","Tanacetum"
"135","Taraxacum"
"136","Townsendia"
"137","Uropappus"
"138","Berberis"
"139","Vancouveria"
"140","Alnus"
"141","Betula"
"142","Amsinckia"
"143","Cryptantha"
"144","Hackelia"
"145","Lappula"
"146","Lithospermum"
"147","Mertensia"
"148","Myosotis"
"149","Plagiobothrys"
"150","Anelsonia"
"151","Arabis"
"152","Athysanus"
"153","Barbarea"
"154","Boechera"
"155","Cardamine"
"156","Caulanthus"
"157","Cochlearia"
"158","Cusickiella"
"159","Descurainia"
"160","Draba"
"161","Erysimum"
