,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455,mntd460,mntd465,mntd470,mntd475,mntd480,mntd485,mntd490,mntd495,mntd500,mntd505,mntd510,mntd515,mntd520,mntd525,mntd530,mntd535,mntd540,mntd545,mntd550,mntd555,mntd560,mntd565,mntd570,mntd575,mntd580
0.5,84.2446742195,86.1505700586667,76.10421577525,78.137047922,76.96892075416673,74.28674425300005,73.011784817,72.80006994988891,66.4093298334,67.64765844290916,64.16983609041664,66.6111263445385,63.03468195235712,60.022054669,61.4811866636875,60.35844761229411,61.68888835733332,56.86597816910529,57.5241860677,57.673485611904795,54.68007516554547,55.58665320682612,55.11233061125,53.9001708206,51.7850844323846,51.31716502185181,52.8433408579643,51.36744806986207,51.42805981233334,50.90047953606455,50.68167011003125,49.95205759787878,50.973282449764724,49.916147390057205,48.70016894174998,47.47217194697297,47.68183542676319,47.501362686102595,47.15354495855,47.285153778390296,46.37376801414289,46.48786389955816,46.310254654522794,47.34046684142223,45.54633718571745,46.13484347295741,45.35510320077086,44.958706870612225,44.32211415632,44.8687107297255,43.97003747440391,43.7626416768491,43.76465098938885,43.008106497618186,45.00663679558927,42.969782898333314,41.84289498075864,42.90369288091527,42.20435606758333,43.387694663360655,41.916984295064566,42.79044296119049,42.47230818103125,41.676034179846205,42.14902370189394,41.317774903179135,41.76512452799999,41.92868111931883,41.40150959548574,41.67550861240844,41.82034598872219,41.1485841354247,40.56349061066216,41.17348522705336,41.121988567552606,41.34587918123377,41.34415882403847,40.3959975526836,39.830680923287495,40.590900678246925,40.17108317114637,40.00070933112046,40.03815036628573,39.644118626705904,39.969325377383704,39.528658245321836,40.174051004409115,39.634179754393244,39.94569610227782,39.575186360120945,39.40880241726086,39.53009058969891,38.87545212371279,38.99071996772629,39.115718295781285,38.85632098754639,39.025527600214275,39.009132845353584,38.88287000721,38.582655308465355,38.37825464874515,38.70349754752431,38.652531784778844,38.844644799895285,38.36435307295283,38.74325540894396,38.454290823101815,38.380833195201795,38.2249339255455,38.193675275450495,38.40761877058041,38.36913166007085,38.300394703517554,38.47671211479128,39.7229828275862
1,92.198468972,87.98160805399998,84.27749328150009,81.95574092519999,80.06085131233331,79.30141191428578,77.77772546925,74.9411621224445,73.412728353,71.68886226236367,66.97666346616667,68.09743154446159,65.98067197700001,64.78717062693329,63.573311190999995,61.629732100705915,62.67734580855555,58.944473670210556,58.550764298100006,58.96588601571425,57.55097745136362,56.97428113399998,56.2661985204167,55.29544991768,53.893230428923154,53.20843977777783,53.468383062571455,52.592240523724136,52.096872333799965,52.32621334516135,51.961426259250004,51.219948047818235,51.75756568182354,50.22491920234283,49.16682044816671,49.041949383351394,49.05040894921049,49.51396635379488,48.038230211249996,48.843009223902435,47.35485672600005,47.81527000813954,47.07334633454544,47.865295945155545,45.9644263653913,46.46377727944675,46.388770711708304,45.704437912979635,45.313428482480006,45.88317848019607,45.172086251423124,45.047302749849045,45.3157015682222,44.18149181407271,45.53894466842863,43.89001105557894,42.9345790315173,43.96164864254243,43.53325053746667,44.016358120098374,43.254500094032224,43.40588285558728,42.943158645468756,42.302026695569246,42.78082219751514,42.34912521623883,42.49399415279415,42.718717156666635,41.87287610551427,42.28179249802816,42.12849319708334,41.94636140104108,41.769622358621625,41.6894221148533,41.32942648210529,41.70864388498697,41.68637197510256,40.96230195916453,40.4538954086,40.90751712125927,41.0693427396829,40.81230972453012,40.69524746359527,40.265510713623584,40.45815688488369,39.8640668751724,40.527648973409136,39.94398443269664,40.26559887488892,39.962709961230765,39.88482150769565,39.89263495843009,39.3766028396596,39.379617828778926,39.42443677029167,39.2064750363505,39.46700974965307,39.292159087495,39.118998908399995,38.940617464950485,38.95604612884312,38.91517726159226,38.93379377269232,39.00500717660954,38.742909602000005,38.856803105813086,38.60058739037033,38.54018290609172,38.57516487463639,38.38842582677478,38.673202704785716,38.652887953274345,38.46420842364912,39.1725356336,39.7229828275862
1.5,97.037190818,91.0919161483333,86.1210909595,84.4864257318,82.9228092468334,80.67066459614291,80.412124448,77.44386272988892,74.84032910100001,72.78494567390908,69.35833286641669,69.24406817038461,66.56356689949999,67.26230418966671,64.7726243398125,63.034045321588295,63.04378439938893,60.342001973684184,59.92350455645,59.41949481023813,58.48258310759087,57.44404552395655,57.3360417028334,55.8525156942,55.226574948115356,53.866547295518544,54.278774710035684,54.28634251041376,52.2649343993333,52.85623350261295,52.34137357325,52.05507297781823,52.55702797005881,50.6695088654286,50.04761481505557,49.9417464656487,49.987237496473675,49.90916052894875,48.46753574385,49.315690218341494,48.372229340119056,48.36217683002323,47.630127861363654,48.38984591073333,46.49113477113046,46.951166002723454,46.9850294838958,46.089372640306124,46.5446439451,46.19492490064705,45.977406715461534,45.599152455584864,45.63058201688895,44.951247424436396,45.89741440251784,44.4606129078772,43.91020555870692,44.495718555491585,44.3504323609167,44.40529592586888,43.59999632051609,44.02722388046036,43.12972576989063,42.89690381183082,43.391931024818206,42.66315626540299,42.787609517441226,43.06063585569569,42.51444645735711,42.64809503366196,42.534144809263864,42.30122839084929,42.16048455968917,41.9785392913467,41.652983372381584,41.906168355766205,41.95026893779483,41.27554837548106,41.128829454925,41.077522295308604,41.209080097707336,40.979410776951845,41.06144888058333,40.64578885729409,40.75020554274425,40.281504104678206,40.65980698711364,40.34586160875282,40.361598318288934,40.09063859823074,40.13802619833696,40.17087475986018,39.63814253112761,39.796429514631555,39.85906647032295,39.67444946394842,39.54666789085717,39.59073117022219,39.321660052080006,39.172707626673244,39.149176584539255,39.019567499893185,39.15341877060577,39.129065883628584,38.84908724103779,38.92428903512146,38.75453325848151,38.8249142136422,38.67472671910005,38.68273942304504,38.7938314969018,38.82980639324781,38.74385052232453,39.249100898286954,39.7229828275862
2,97.793243784,93.45905362933334,88.630572724,87.632354632,87.265913634,82.29006134514287,81.4638646985,79.2788300280001,75.630055652,74.3174182530909,70.67367534166664,70.71277174461541,67.44149160085715,67.59063885333337,66.812787813,64.14802807694117,63.51519089688896,61.88975427978946,60.5063635838,59.807300718285795,58.969262810181874,58.1229761269565,58.1414109121667,56.198129399840006,56.64956172753851,54.667198519999964,56.24738582857149,54.85834491255171,53.2406755161333,53.169790877548444,52.852152143750004,52.430700074181864,53.02036110141173,51.054734663314285,50.26612162588893,50.35852364291893,50.768872232421096,50.07352550420516,49.222148546,49.524764781073166,49.11541498723807,48.777595479069795,48.04043082563635,48.76733156631117,46.86405241469567,47.402978053957405,47.24290436416667,46.412420811510216,46.70877402384,46.5852785556079,46.17746029661534,45.82972371132079,45.97964795274074,45.29443520043639,46.30214165985717,44.88536615200006,44.36934560620687,44.91211861884751,44.6690016074667,44.839511036459044,43.99522969961288,44.17867170965085,43.406586264,43.48707365095386,43.70269726230304,43.109248383462706,43.039492984764735,43.14153679681156,42.88283926600002,42.97792086123948,42.80482810499998,42.53055408104115,42.40620005535132,42.2016920758933,41.803826303947325,42.09668108155842,42.07012585410253,41.47280804202536,41.22158141085,41.189180432839485,41.390142832146374,41.23276647436143,41.22824303528571,40.87110996583529,41.001326766558115,40.5109691986667,40.80177695186368,40.52942572408993,40.44860237644447,40.31812804989017,40.269100751478284,40.25184366400001,39.860418854936185,39.92061022981057,40.01181945645833,39.88700305088663,39.68903563032652,39.74851009062625,39.56940958756,39.446234044435705,39.2506992900392,39.23526724143687,39.214673330692314,39.25706722956195,39.078772970188716,39.025542651140185,38.88590864262969,38.99647720671559,38.85487584349089,38.76880629308109,38.85388547028567,38.96539158729205,39.04795097298248,39.32826885276521,39.7229828275862
2.5,101.9576372225,96.75991344500001,91.04553658750001,89.29962576700001,87.88737590000002,83.50064597499996,81.965653219375,80.29632568666669,76.8769832275,75.60287063772722,72.27641485375,71.8434847592308,67.84338569285717,68.60030375733334,67.8442501775,64.82198269647057,64.3818379477778,62.55640965947369,62.13550442225,61.422053229761914,59.86627018590908,58.7736458930435,58.825704027291664,56.8328676486,57.15129497423074,55.33584013925926,56.59175793339286,55.21054953413799,53.858800460833336,53.6810509340323,53.2478116553125,52.81204103818184,53.37279159514702,51.359975130571485,50.547883995277815,50.68289110405403,51.06760953289477,50.29760124974361,49.699790627125005,50.0112191293903,49.474392200238064,49.013516550581386,48.45965055500004,48.994332044444484,47.218273582934835,47.71964922946809,47.70360013739583,46.9342192515306,47.2386138711,46.83340226735299,46.69277267894229,46.05897851084906,46.39086646935188,46.11445314336366,46.401565424821435,45.07374516622807,44.743027120775814,45.171146698559326,45.12401647158337,45.117217074590194,44.34738362766132,44.397766055,43.63025116546875,43.74143418092306,43.797392996893905,43.37132602179106,43.48221024639709,43.38526114108698,43.153178696428554,43.07603474690142,42.94349642256949,42.61114977458909,42.64660552756753,42.43894875699996,42.10065035434213,42.36560478396109,42.22774014403844,41.6887962329114,41.435116212687504,41.31959357895061,41.51604121908539,41.496623692590326,41.478063331131004,40.95293342935291,41.09248680220934,40.801845446896536,40.97165146022725,40.68352733612358,40.6035895037778,40.46187083582415,40.360472696358705,40.435651509516134,39.97886749452127,40.02520964147365,40.089496221666636,40.03541188556698,39.89751175698978,39.84978375323238,39.665122838100004,39.49849322247526,39.43300921681374,39.33641842378646,39.26265153903846,39.35344283104766,39.18307857891512,39.10268547747661,39.03405426300925,39.11154844733948,38.94542161918183,38.8715597923874,38.97348634129461,39.07233186654868,39.17513760065786,39.349630552434746,39.7229828275862
5,117.32185213000001,106.77631276,101.4101782675,97.312824986,93.00270936499997,88.34807348000004,86.6129498,85.14282148999992,81.71292959399999,79.15289059,76.54139613000004,75.37209512230763,71.75757979428569,71.6931952453333,70.45129290187501,68.37115774176473,66.75684629666671,65.04286845263164,64.449569151,63.50900864523806,61.9552012772727,60.93500224826089,60.767596024999975,59.600563836400006,58.63067996153846,57.971648351481484,58.23869906071434,57.39646730344829,55.39889310400003,55.517824734838676,54.5892314734375,54.47351146030303,54.78322744588237,53.37679570771427,53.097510065833355,52.1827813402703,52.46979962973682,51.844379001282064,51.02149985975,51.296139467317076,50.745370132142895,50.232373995813994,50.12505598772731,49.90743683044443,49.163828447826056,49.63540236191489,48.741001559166705,48.34959511530609,48.3804162304,47.763127290392184,47.727458090576974,47.08638468509439,47.34517982851851,47.18011858563636,47.02834431589291,46.46311445526318,45.88478720775863,45.879016703728794,45.9062397485,46.05099552245907,45.410132481774156,45.10626125984125,44.844390037187495,44.6808200529231,44.61593295166666,44.291606272089545,44.20782870647061,44.07768967043477,44.02505263085715,43.61241859507045,43.58716623375004,43.57037112958903,43.40958863148654,43.03007374,42.84401712342103,42.971710409090896,42.850908066666655,42.38822946556962,42.261424010249996,42.089110888148205,42.107269979146366,42.09989957253014,41.98337580452384,41.618520501529446,41.66582082220926,41.46077884620695,41.47704418545451,41.1999956234832,41.16308549611107,40.90419703956042,40.89666231402171,40.83596895989249,40.62487435595746,40.685786404947386,40.53350154572914,40.46341615948457,40.335581956224516,40.2829053392929,40.049799276,39.94663420297033,39.83524473215683,39.80711031203885,39.6773106508654,39.64903144485713,39.54347045339623,39.50096156635516,39.38782968388892,39.42648374357796,39.27850834463638,39.31577563666665,39.38109088714286,39.46506268185842,39.45223410421057,39.478088422260875,39.7229828275862
10,132.99218735,121.3418409733336,111.54154796499999,104.938684316,101.543454266667,97.01984114857149,92.3229469075,91.33363439111116,86.4944424,84.5908683527273,80.68499539833334,79.00684798923075,76.77728016428573,75.31664930666663,73.7275821375,71.97186750823526,69.25559115222221,68.51589663157895,67.94531768,66.1321330466667,65.42823192545455,63.93312753565215,63.0972936358333,62.6508915432,61.012799135384654,60.65145496000003,60.27369696857144,59.52152492000001,57.83925421733336,57.946503250967766,56.56251603125,56.31051363030307,56.70792211764709,55.42520700114283,54.80484967722221,54.514451038918885,54.26139877263157,53.52499070051278,52.529788214,53.055824470731665,52.56539187476192,51.86927537767441,51.648673669090954,51.479933069333356,50.81535561043477,51.076945787659604,50.46845609375003,49.95683500163264,49.7102724732,49.22290621019611,49.29352799807693,48.721220926415135,48.523330954814845,48.55901127090908,48.309527418928624,47.79084182912285,47.04246955793108,47.081751279322006,46.89588019766667,46.918145001311466,46.46630754677423,46.21880868730164,46.034673234375,45.795622205538486,45.661316140000004,45.372044004179116,45.31833815264704,45.10034639014493,44.84266451971433,44.69426447887328,44.31873702138893,44.415313708767165,44.150517184054046,44.07788938586673,43.82210954315791,43.810717836103954,43.59132565230771,43.30756652607599,43.12096114925,42.99927192691361,42.81186696487801,42.89346056915668,42.74349097761904,42.37138849129417,42.41006999813957,42.11672113816096,42.08898961795456,41.90542331415735,41.69022350044448,41.57540850527473,41.61764183565214,41.42792318559144,41.213074141063885,41.19662020989477,40.96918777124997,40.97548126536086,40.81737333224489,40.708170795555546,40.55200588100001,40.42882808316829,40.37207744843135,40.27060456116505,40.18037818307696,40.060894063238116,40.039143615660414,40.01953366878508,39.91427299425927,39.88865031779813,39.76148843109095,39.708834174594614,39.69867461285712,39.67167942247791,39.6594957785965,39.594574727826064,39.7229828275862
25,159.631794675,142.9031086666665,129.704719025,123.72322455,115.212938733333,110.28034762857149,104.93524675,101.86488116111074,95.84394007,92.10197052727273,89.23859430833338,87.1208437,83.12656982857143,82.42740701333332,80.120098840625,77.89363502352946,75.06571852222226,73.86835405,73.098949625,70.6387869642857,69.59998601818182,69.32727663695655,67.84471924583335,66.83411894,65.7706461173077,64.75389556111112,64.44768373928572,63.19326291724138,62.03732048,61.45847882096777,60.262524146875,60.2733030181818,60.0646630382353,58.63552267428575,58.11496006527777,57.74460543918917,57.43524170657893,56.09661968974358,55.85403898125,55.720212875609725,55.17102902142858,54.7114159802326,54.089575085227324,54.3867714488889,53.40487715543475,53.5029759425532,52.92658047604165,52.40686058979595,52.057688487,51.4460500872549,51.338256533653826,50.95187910377362,50.5675593101852,50.54375678636365,50.249606791964275,49.60087502105267,49.29072392586205,49.07148139152545,48.802696332500005,48.7171872360656,48.2353865233871,48.061671929365126,47.57122277734375,47.5817870123077,47.3445659136364,46.9717795089552,46.749790244117676,46.7204443775362,46.51976584999997,46.156831661267624,45.9776190631945,45.8286351143836,45.538257962837804,45.40281166733338,45.157921428947375,45.038412998701304,44.77894952179485,44.66396953987345,44.436559076875,44.10489805679018,43.94231367439028,43.937424121686774,43.829109473809524,43.56351328529415,43.44383924302323,43.146390508046025,43.14165419375005,43.02152925280903,42.761090451111144,42.553614854395605,42.50035511467395,42.37474014623655,42.18520125,42.149392325789506,41.85335426614583,41.92145383969073,41.687318517346974,41.487951063131305,41.465681983500005,41.243758968316854,41.10695011519608,41.026849030582554,40.94051241923077,40.82118903714288,40.74330342075473,40.56398776588782,40.528910419907376,40.358652875688094,40.25042968318182,40.15176659189193,40.03050891116075,39.96352862433633,39.84313216535087,39.76750945043477,39.7229828275862
75,229.55373507500002,201.0186160833335,179.22236135,163.66205198,150.81188137500027,142.75406719285726,133.24168433125,127.95149297777775,118.90259621999999,114.76111409545476,109.8856523916665,105.34291707307725,100.80873296785725,100.07529484999975,96.04275803125,92.58142588529415,89.93802383611113,88.18864959736848,85.5422301975,83.12721598571432,81.8039752477273,80.22387741739135,78.82425971458329,76.702819518,75.59195247307694,74.1203620388889,73.24502732321427,71.77766801724138,70.96563452166667,69.52816151935482,68.69247880625,68.03620698636362,67.2334647426471,66.1868151285714,65.20625868472224,64.46882191216213,63.875447175000026,63.103596653846175,62.39178605,61.7682078256098,61.1033317416667,60.472048891860496,59.73023672045455,59.59720722111113,58.8329780163044,58.33917335106385,57.946385641666694,57.22011692857145,56.669198265,56.511795014705875,55.836378621153905,55.561445263207574,54.88486025462967,54.6266405527273,54.2242633848214,53.74068526491232,53.2669471646552,53.02075722966103,52.6986947116667,52.310481364754075,52.01739348870965,51.664402115873045,51.28069783515625,51.07376611230772,50.7453516416667,50.37556689253732,49.98167021544123,49.840988967391276,49.49856439357148,49.20252431971833,48.92796494583335,48.767933602054775,48.41959028108107,48.23277276333337,48.00982427434212,47.6663733279221,47.22152593782052,47.11460612405065,46.876805536250004,46.54825013024693,46.40648024329265,46.240696224096425,46.07758482142857,45.73394111882357,45.601998953488426,45.390988999425275,45.11389164659093,45.02255878314605,44.72108527166665,44.42756869065938,44.2995290146739,44.06646258172042,43.992826953191475,43.776006980526326,43.5685019364583,43.3410920639175,43.19360498010202,42.9930604575758,42.770109642,42.52430633069307,42.31983654607845,42.1796605524272,41.994591187980745,41.83383835047623,41.68456417122645,41.4719957247664,41.33182739814815,41.1022082022936,40.97358368090907,40.77054715405403,40.56045929999998,40.4041331955752,40.2079970850877,39.99887048130435,39.7229828275862
90,269.97877882,231.36422846666642,206.64034564000002,184.78651188,167.8362534233333,155.903853774286,148.13796336000001,140.2699893911112,129.644849872,125.4060666545454,117.4489077133333,114.2540846523078,109.8681683971427,107.4681016733336,103.11567471,99.56624513176475,96.2697096588889,93.48695813157892,90.715681189,88.33735777142854,86.00404665909089,84.60028550173911,83.2158653025,81.5233641328,79.95281109846155,78.3316820540741,76.64114053714287,75.21616835655173,74.65489655866666,73.31967640129034,72.209705445,71.2288022278788,70.49328324470586,69.03044725428569,68.16700225666666,67.58231433945946,66.63401994789471,65.94406533743586,65.263975891,64.5061767458537,63.47290957238092,62.9920347116279,62.050468642272754,61.72570219511108,61.37034841869564,60.66957736042553,59.94143539791664,59.29306777795923,58.811542176799996,58.38307217137254,57.75687207115385,57.443900539245284,56.93280923851853,56.53794122472727,55.85628576821429,55.47774340105263,55.02187371137933,54.75378970677966,54.34456170533336,54.12475029672135,53.53356704967745,53.32933659746032,52.78577023375,52.396367671692325,52.02058936787883,51.63154318656713,51.3444590538235,51.01236721739129,50.64765115571431,50.37999115943665,50.05500378388887,49.86454382712332,49.50850332324327,49.395860962133305,48.938909773157945,48.73216924259739,48.39632419410255,48.07504848658227,47.877750177749995,47.55935595679014,47.34039592146344,47.045973248915665,46.83886693142857,46.53485453270591,46.448359132325585,46.07386760321843,45.88997531431814,45.81587397191012,45.516754910666705,45.17967341384619,44.88321795956521,44.70576943096772,44.607737287234045,44.322291891789504,44.14208333604164,43.90952898268046,43.73710141693882,43.48157402404041,43.2675661484,42.99685422099015,42.71651940470591,42.65682536135922,42.3917730480769,42.22126903314283,42.06866976000003,41.79881482336446,41.63007330574078,41.3908152533945,41.205761732545454,41.01535464522526,40.78402524500001,40.57620620743363,40.321429513508825,40.0726863873044,39.7229828275862
