"","x"
"1","Ambystoma californiense"
"2","Lithobates pipiens"
"3","Aquarana catesbeianus"
"4","Batrachoseps diabolicus"
"5","Spea hammondii"
"6","Ensatina eschscholtzii"
"7","Taricha torosa"
"8","Pseudacris regilla"
"9","Lithobates sphenocephalus"
"10","Taricha sierrae"
"11","Ambystoma macrodactylum"
"12","Taricha granulosa"
"13","Hydromantes platycephalus"
"14","Rana cascadae"
