,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190
Low,29.0727116875,26.81935739333333,25.6713038725,24.841507013,22.23500658499997,22.010029615714284,20.41405590375,19.951097875555554,18.7586265075,18.019199855000018,17.40235223625003,16.643639748846162,16.239471357500044,15.825457368333366,15.719641407187499,15.239258115294072,14.758389463055522,14.526803696842089,14.27305779125,14.088569667380915,13.887781828181852,13.784397889782593,13.373433072916667,13.3167881022,13.255479229230815,13.177361677222216,12.969845639285756,12.892239581551705,12.802916328166667,12.779126153064555,12.599061533593751,12.514477821363615,12.532385990882348,12.474983925714247,12.41468559513889,12.446010369729775,12.6873498631579
High,80.63736716749999,65.36994554166662,55.154833077499994,47.465339704,42.407598601666635,37.26224451285716,34.2992038225,31.11564852055552,28.869895723,27.45610980909088,25.705334284583333,24.445691845384577,23.41731483964284,22.06207129700003,21.395217805312498,20.473905204705847,19.991303462222234,19.259196891052596,18.558199051,18.290571657857107,17.5429892354545,17.30877588434778,16.793674987083364,16.4872801324,16.15512876115383,15.769090511296323,15.525463708749985,15.15028502827588,14.879244137999999,14.544668976774199,14.35240566296875,14.13586934681814,13.900313133529366,13.632841144142816,13.45239200472219,13.119226777027057,12.6873498631579
Mean,54.91784755529999,46.43492461946666,40.0777871833,35.91389727535999,32.33360733233334,29.488084468428568,27.052222575374998,25.42454430753333,23.7606279219,22.614979230218182,21.535015499200004,20.448060440430766,19.68735419257143,19.007938189599997,18.3900268347875,17.805612930141173,17.339113720933334,16.82160635717895,16.4241563125,16.11258516672381,15.724120822209091,15.496181062113044,15.146975616291668,14.911403692,14.688778937338462,14.44863915028148,14.229221402707143,14.026979064227588,13.837793328593332,13.67485045444516,13.52744683555,13.354271440484853,13.22946919305294,13.078849196314284,12.943741138383334,12.813452954621622,12.687349863157898
