"","x"
"1","Aix sponsa"
"2","Amphispiza bilineata"
"3","Anser caerulescens"
"4","Archilochus alexandri"
"5","Artemisiospiza nevadensis"
"6","Asio otus"
"7","Aythya affinis"
"8","Aythya americana"
"9","Aythya collaris"
"10","Aythya valisineria"
"11","Bombycilla cedrorum"
"12","Branta hutchinsii"
"13","Cardellina pusilla"
"14","Catharus guttatus"
"15","Certhia americana"
"16","Chondestes grammacus"
"17","Cinclus mexicanus"
"18","Cistothorus palustris"
"19","Contopus sordidulus"
"20","Empidonax hammondii"
"21","Empidonax minimus"
"22","Empidonax oberholseri"
"23","Empidonax traillii"
"24","Empidonax wrightii"
"25","Falco columbarius"
"26","Geothlypis tolmiei"
"27","Geothlypis trichas"
"28","Icteria virens"
"29","Ixoreus naevius"
"30","Laterallus jamaicensis"
"31","Leiothlypis celata"
"32","Leiothlypis ruficapilla"
"33","Lophodytes cucullatus"
"34","Mareca americana"
"35","Melospiza lincolnii"
"36","Melospiza melodia"
"37","Myadestes townsendi"
"38","Myiarchus cinerascens"
"39","Phalaenoptilus nuttallii"
"40","Pipilo chlorurus"
"41","Pipilo maculatus"
"42","Podilymbus podiceps"
"43","Recurvirostra americana"
"44","Corthylio calendula"
"45","Salpinctes obsoletus"
"46","Sayornis nigricans"
"47","Selasphorus calliope"
"48","Setophaga nigrescens"
"49","Setophaga occidentalis"
"50","Setophaga petechia"
"51","Setophaga townsendi"
"52","Sialia mexicana"
"53","Spatula cyanoptera"
"54","Spatula discors"
"55","Spizella breweri"
"56","Spizella passerina"
"57","Strix nebulosa"
"58","Thryomanes bewickii"
"59","Troglodytes pacificus"
"60","Turdus migratorius"
"61","Tyrannus verticalis"
"62","Vireo gilvus"
"63","Zonotrichia leucophrys"
"64","Chaetura vauxi"
"65","Ardea herodias"
"66","Accipiter striatus"
"67","Aechmophorus occidentalis"
"68","Alectoris chukar"
"69","Anas platyrhynchos"
"70","Anthus rubescens"
"71","Ardea alba"
"72","Bubulcus ibis"
"73","Calidris alpina"
"74","Chlidonias niger"
"75","Eremophila alpestris"
"76","Falco peregrinus"
"77","Himantopus himantopus"
"78","Hirundo rustica"
"79","Hydroprogne caspia"
"80","Nycticorax nycticorax"
"81","Pandion haliaetus"
"82","Passer domesticus"
"83","Rallus limicola"
"84","Riparia riparia"
"85","Sayornis saya"
"86","Sialia currucoides"
"87","Spatula clypeata"
"88","Sturnus vulgaris"
"89","Tyto alba"
"90","Charadrius nivosus"
"91","Fulica americana"
"92","Charadrius semipalmatus"
"93","Charadrius vociferus"
"94","Chordeiles minor"
"95","Circus hudsonius"
"96","Dendragapus fuliginosus"
"97","Cygnus columbianus"
"98","Dryobates pubescens"
"99","Egretta thula"
"100","Falco mexicanus"
"101","Falco sparverius"
"102","Gallinago delicata"
"103","Picoides arcticus"
"104","Spinus pinus"
"105","Spinus tristis"
"106","Haemorhous cassinii"
"107","Gymnorhinus cyanocephalus"
"108","Larus californicus"
"109","Larus delawarensis"
"110","Limnodromus scolopaceus"
"111","Megascops kennicottii"
"112","Melanerpes lewis"
"113","Numenius americanus"
"114","Pelecanus erythrorhynchos"
"115","Nannopterum auritum"
"116","Phasianus colchicus"
"117","Plegadis chihi"
"118","Porzana carolina"
"119","Psiloscops flammeolus"
"120","Selasphorus rufus"
"121","Sphyrapicus thyroideus"
"122","Sphyrapicus ruber"
"123","Sphyrapicus nuchalis"
"124","Sterna forsteri"
"125","Strix occidentalis"
"126","Tringa flavipes"
"127","Tringa melanoleuca"
"128","Tringa semipalmata"
"129","Zenaida macroura"
"130","Aphelocoma californica"
"131","Passerculus sandwichensis"
"132","Pica hudsonia"
"133","Sitta carolinensis"
"134","Stelgidopteryx serripennis"
"135","Mareca strepera"
"136","Junco hyemalis"
"137","Bombycilla garrulus"
"138","Catherpes mexicanus"
"139","Corvus corax"
"140","Euphagus cyanocephalus"
"141","Oreoscoptes montanus"
"142","Lanius ludovicianus"
"143","Haliaeetus leucocephalus"
"144","Nucifraga columbiana"
"145","Accipiter cooperii"
"146","Accipiter gentilis"
"147","Passerina amoena"
"148","Petrochelidon pyrrhonota"
"149","Pheucticus melanocephalus"
"150","Piranga ludoviciana"
"151","Polioptila caerulea"
"152","Pooecetes gramineus"
"153","Calidris minutilla"
"154","Sitta pygmaea"
"155","Tachycineta bicolor"
"156","Vireo cassinii"
"157","Xanthocephalus xanthocephalus"
"158","Zonotrichia atricapilla"
"159","Actitis macularius"
"160","Aechmophorus clarkii"
"161","Aegolius acadicus"
"162","Aquila chrysaetos"
"163","Asio flammeus"
"164","Athene cunicularia"
"165","Bucephala islandica"
"166","Botaurus lentiginosus"
"167","Bucephala clangula"
"168","Buteo jamaicensis"
"169","Buteo lagopus"
"170","Buteo regalis"
"171","Buteo swainsoni"
"172","Centrocercus urophasianus"
"173","Loxia leucoptera"
"174","Calcarius lapponicus"
"175","Contopus cooperi"
"176","Mimus polyglottos"
"177","Loxia curvirostra"
"178","Troglodytes aedon"
"179","Baeolophus ridgwayi"
"180","Poecile gambeli"
"181","Lanius borealis"
"182","Tachycineta thalassina"
"183","Catharus ustulatus"
"184","Spinus psaltria"
"185","Haemorhous mexicanus"
"186","Agelaius phoeniceus"
"187","Leucosticte tephrocotis"
"188","Molothrus ater"
"189","Psaltriparus minimus"
"190","Sitta canadensis"
"191","Passerina caerulea"
"192","Branta canadensis"
"193","Bubo virginianus"
"194","Callipepla californica"
"195","Cathartes aura"
"196","Corvus brachyrhynchos"
"197","Meleagris gallopavo"
"198","Mergus merganser"
"199","Mergus serrator"
"200","Oreortyx pictus"
"201","Oxyura jamaicensis"
"202","Podiceps nigricollis"
"203","Sturnella neglecta"
"204","Bucephala albeola"
"205","Regulus satrapa"
"206","Megaceryle alcyon"
"207","Perdix perdix"
"208","Anser albifrons"
"209","Aeronautes saxatalis"
"210","Glaucidium gnoma"
