"","names"
"1","Aix_sponsa"
"2","Amphispiza_bilineata"
"3","Archilochus_alexandri"
"4","Asio_otus"
"5","Aythya_affinis"
"6","Aythya_americana"
"7","Aythya_collaris"
"8","Aythya_valisineria"
"9","Bombycilla_cedrorum"
"10","Branta_hutchinsii"
"11","Cardellina_pusilla"
"12","Catharus_guttatus"
"13","Certhia_americana"
"14","Chondestes_grammacus"
"15","Cinclus_mexicanus"
"16","Cistothorus_palustris"
"17","Contopus_sordidulus"
"18","Empidonax_hammondii"
"19","Empidonax_minimus"
"20","Empidonax_oberholseri"
"21","Empidonax_traillii"
"22","Empidonax_wrightii"
"23","Falco_columbarius"
"24","Geothlypis_tolmiei"
"25","Geothlypis_trichas"
"26","Icteria_virens"
"27","Ixoreus_naevius"
"28","Laterallus_jamaicensis"
"29","Lophodytes_cucullatus"
"30","Melospiza_lincolnii"
"31","Melospiza_melodia"
"32","Myadestes_townsendi"
"33","Myiarchus_cinerascens"
"34","Phalaenoptilus_nuttallii"
"35","Pipilo_chlorurus"
"36","Pipilo_maculatus"
"37","Podilymbus_podiceps"
"38","Recurvirostra_americana"
"39","Salpinctes_obsoletus"
"40","Sayornis_nigricans"
"41","Selasphorus_calliope"
"42","Setophaga_nigrescens"
"43","Setophaga_occidentalis"
"44","Setophaga_petechia"
"45","Setophaga_townsendi"
"46","Sialia_mexicana"
"47","Spizella_breweri"
"48","Spizella_passerina"
"49","Strix_nebulosa"
"50","Thryomanes_bewickii"
"51","Turdus_migratorius"
"52","Tyrannus_verticalis"
"53","Vireo_gilvus"
"54","Zonotrichia_leucophrys"
"55","Chaetura_vauxi"
"56","Ardea_herodias"
"57","Accipiter_striatus"
"58","Aechmophorus_occidentalis"
"59","Alectoris_chukar"
"60","Anas_platyrhynchos"
"61","Anthus_rubescens"
"62","Ardea_alba"
"63","Bubulcus_ibis"
"64","Calidris_alpina"
"65","Chlidonias_niger"
"66","Eremophila_alpestris"
"67","Falco_peregrinus"
"68","Himantopus_himantopus"
"69","Hirundo_rustica"
"70","Hydroprogne_caspia"
"71","Nycticorax_nycticorax"
"72","Pandion_haliaetus"
"73","Passer_domesticus"
"74","Rallus_limicola"
"75","Riparia_riparia"
"76","Sayornis_saya"
"77","Sialia_currucoides"
"78","Sturnus_vulgaris"
"79","Tyto_alba"
"80","Fulica_americana"
"81","Charadrius_semipalmatus"
"82","Charadrius_vociferus"
"83","Chordeiles_minor"
"84","Cygnus_columbianus"
"85","Egretta_thula"
"86","Falco_mexicanus"
"87","Falco_sparverius"
"88","Gallinago_delicata"
"89","Picoides_arcticus"
"90","Spinus_pinus"
"91","Spinus_tristis"
"92","Gymnorhinus_cyanocephalus"
"93","Larus_californicus"
"94","Larus_delawarensis"
"95","Limnodromus_scolopaceus"
"96","Megascops_kennicottii"
"97","Melanerpes_lewis"
"98","Numenius_americanus"
"99","Pelecanus_erythrorhynchos"
"100","Phasianus_colchicus"
"101","Plegadis_chihi"
"102","Porzana_carolina"
"103","Selasphorus_rufus"
"104","Sphyrapicus_thyroideus"
"105","Sphyrapicus_ruber"
"106","Sphyrapicus_nuchalis"
"107","Sterna_forsteri"
"108","Strix_occidentalis"
"109","Tringa_flavipes"
"110","Tringa_melanoleuca"
"111","Tringa_semipalmata"
"112","Zenaida_macroura"
"113","Aphelocoma_californica"
"114","Passerculus_sandwichensis"
"115","Pica_hudsonia"
"116","Sitta_carolinensis"
"117","Stelgidopteryx_serripennis"
"118","Junco_hyemalis"
"119","Bombycilla_garrulus"
"120","Catherpes_mexicanus"
"121","Corvus_corax"
"122","Euphagus_cyanocephalus"
"123","Oreoscoptes_montanus"
"124","Lanius_ludovicianus"
"125","Haliaeetus_leucocephalus"
"126","Nucifraga_columbiana"
"127","Accipiter_cooperii"
"128","Accipiter_gentilis"
"129","Passerina_amoena"
"130","Petrochelidon_pyrrhonota"
"131","Pheucticus_melanocephalus"
"132","Piranga_ludoviciana"
"133","Polioptila_caerulea"
"134","Pooecetes_gramineus"
"135","Calidris_minutilla"
"136","Sitta_pygmaea"
"137","Tachycineta_bicolor"
"138","Vireo_cassinii"
"139","Xanthocephalus_xanthocephalus"
"140","Zonotrichia_atricapilla"
"141","Actitis_macularius"
"142","Aechmophorus_clarkii"
"143","Aegolius_acadicus"
"144","Aquila_chrysaetos"
"145","Asio_flammeus"
"146","Athene_cunicularia"
"147","Bucephala_islandica"
"148","Botaurus_lentiginosus"
"149","Bucephala_clangula"
"150","Buteo_jamaicensis"
"151","Buteo_lagopus"
"152","Buteo_regalis"
"153","Buteo_swainsoni"
"154","Centrocercus_urophasianus"
"155","Loxia_leucoptera"
"156","Calcarius_lapponicus"
"157","Contopus_cooperi"
"158","Mimus_polyglottos"
"159","Loxia_curvirostra"
"160","Troglodytes_aedon"
"161","Baeolophus_ridgwayi"
"162","Poecile_gambeli"
"163","Tachycineta_thalassina"
"164","Catharus_ustulatus"
"165","Spinus_psaltria"
"166","Agelaius_phoeniceus"
"167","Leucosticte_tephrocotis"
"168","Molothrus_ater"
"169","Psaltriparus_minimus"
"170","Sitta_canadensis"
"171","Passerina_caerulea"
"172","Branta_canadensis"
"173","Bubo_virginianus"
"174","Callipepla_californica"
"175","Cathartes_aura"
"176","Corvus_brachyrhynchos"
"177","Meleagris_gallopavo"
"178","Mergus_merganser"
"179","Mergus_serrator"
"180","Oreortyx_pictus"
"181","Oxyura_jamaicensis"
"182","Podiceps_nigricollis"
"183","Sturnella_neglecta"
"184","Bucephala_albeola"
"185","Regulus_satrapa"
"186","Megaceryle_alcyon"
"187","Perdix_perdix"
"188","Anser_albifrons"
"189","Aeronautes_saxatalis"
"190","Glaucidium_gnoma"
