,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190
Low,67.79980685222226,75.80931794380948,79.30578152052628,81.625727293,81.96775211563218,84.2818179701681,85.5364905425961,85.73138963853535,87.87049563144897,87.4331580053872,88.88722877060731,88.23234704310097,89.42502187322978,89.86358152160363,90.42718385403478,90.58153945766102,90.80448299450684,91.31753869961923,91.81347202948992,92.05034709315017,92.03336367971228,92.36423245926768,92.56605435632001,92.78508585889675,93.51498748403104,93.77206375171917,93.4075346714183,94.3377999506035,94.21521458952122,94.61216999930873,94.75796282659006,94.89813855467848,95.15922008462934,95.43209343906074,95.80079949377097,96.2906270538132,97.1409296150376
High,114.7608207438889,112.07447348571392,109.38271470513132,108.62781149250031,108.24138657287367,107.38585172873921,106.1207357491351,105.74660480338395,105.05328374528523,104.8754955473733,104.32066467201983,103.73647295187537,103.4464442797002,103.31613982228832,103.18233545042749,102.75410797256318,102.3259651423845,102.13240174662961,101.95251172763145,101.68519068091572,101.28805051463284,101.28914807987775,100.94881450375689,100.76291044285121,100.68562504699807,100.64208567213423,100.16516990341755,99.8766092431609,99.73473565428411,99.5616365240888,99.31810176580382,99.04104376661118,99.01388775786116,98.67910731781936,98.37254074574491,98.11301838211226,97.1409296150376
Mean,97.43736204522223,97.55948144617143,96.73235518438422,97.24702024581333,96.8171458455908,97.18798464574118,97.02338937821024,97.1573749063212,97.10167329889225,97.17943755133467,96.96968512502089,96.93314427241057,97.07841361087493,97.02655201708686,96.99947581341803,97.1485544299619,97.00672079284618,97.08376323290346,97.11739217739778,97.10920262533809,97.13012534909159,97.19848002007383,97.07452752860223,97.12020727172799,97.19725304685831,97.17891885954229,97.00236706384965,97.18981332385287,97.07766168659857,97.10954803408261,97.11557615806501,97.14016755522202,97.14609457996332,97.13734099863238,97.12094255823953,97.15634370872209,97.1409296150376
