,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350,mpd355,mpd360,mpd365,mpd370,mpd375,mpd380,mpd385,mpd390,mpd395,mpd400,mpd405,mpd410,mpd415
Low,212.60491490444423,219.8208592411413,222.50569971105276,226.70431642616634,227.62148691649392,231.12710638888717,230.98194328413467,230.72004200533618,234.6936986027654,234.52689238138063,235.35429726396998,236.83413670419756,237.9404352325598,238.8423418245751,238.8668676871946,239.45936393251148,238.60999337098707,240.6914773530752,241.29043551171884,241.52752591156633,243.82759661297823,242.58728660285473,242.89817751001726,243.64780697011398,244.46176282496043,245.9438973199893,245.7773096440149,245.4442594260085,245.57326256355466,244.9209946267176,247.43126328700353,248.9792187843638,246.78760572608343,247.36418997851263,248.26461649017168,247.29660475053822,248.17794512091226,249.46985087532687,249.45498634777914,249.29860172770188,249.09634518982276,250.23042908479522,250.7917003890119,249.69543057293433,250.71355498009518,250.29236836837876,251.51799943203665,251.57627238516523,252.08160199600817,251.87135391023136,252.57317128844096,252.0787281945857,252.93545145757417,253.04841006450928,252.9888939507178,253.3426582706561,254.66442557646616,253.90389767014884,254.4015623762407,254.6028951451234,255.32398271597435,254.61299761381665,254.8984468590808,255.43563260472678,255.828576639873,255.92027907319456,256.0451653412103,255.96287603342122,256.4532024985863,256.6142128593685,257.3621275014826,257.0766523337813,257.0804711197825,258.07047385522173,258.3803021961156,258.42450862078067,258.2295050208458,259.6123770699402,259.5611130076011,259.5431572110807,260.9144034076698,260.925982773516
High,338.56295384277746,342.2736420514287,326.24956135622534,324.810300799087,320.09856267832197,310.0733291323482,313.04269678862516,307.3434232426674,301.0716674560951,296.5702274557063,295.04768836375945,294.0281519192622,292.57725054116713,292.02892246787883,289.18647277812005,288.32564514707315,290.55082613787874,286.39329436406575,287.2340955463108,286.2867214986711,284.21477176800875,284.76249074830406,283.95723316038647,283.02093931519613,282.27645327818095,280.37977984510775,280.6408509969403,280.4697539542476,279.50160155938863,279.21317051782535,279.12331934839074,278.75793789519435,278.1603567332182,278.5215646421197,277.6117229830146,277.7764785689129,276.57544861321514,277.0228255746485,275.4473813078131,274.89365598279835,275.4134157257563,274.1853494280054,274.33809437426027,274.50136617085997,273.4917031035745,274.9629323210719,273.0766424856694,273.4562003923935,273.2520417001161,272.31388368851,272.09592031159485,271.84544585411146,271.56136156806036,271.362288992289,271.04253543475824,270.57159473410024,270.187982861769,270.5559411049575,270.1431183467207,269.77757374483656,269.6743210645865,269.20508239817514,269.2582462753308,268.6596423766078,268.4924917054448,268.2798444312232,267.96148620186597,267.86760420494403,267.37189291407674,267.3456836492713,266.81145661228516,266.6008146273394,266.221066821399,266.0804366198573,265.6821297094691,265.2994063507198,264.9569349556066,264.7012302009885,264.3713451015592,263.8772853862492,263.5162670518946,263.0294804856732
Mean,262.08366645740017,261.96123489519545,261.8284140279648,260.9782123601273,262.83415788140974,262.869988933328,263.10080628448964,263.33158296748155,262.5088227373803,262.5745308820205,262.23390728897624,263.23197310345165,262.38000460869165,262.85867368670307,262.55655090380014,262.14070509804145,263.0481831832993,262.56241181159413,262.9240574686668,263.031449592706,262.5355902412142,262.8786324703199,262.7938830207041,262.89340515792816,262.64424102252036,262.55949726925223,262.85513435946126,262.747548877266,262.65181820530853,262.17737734724113,262.53881413742215,263.26038991138677,262.5426935931625,262.7706334190435,262.5804460519952,262.76686187252875,262.7585512424131,262.91257743896637,262.6998340722859,262.5959778211392,262.4043988807031,262.58841944362644,262.8880530987337,262.589708826527,262.20798187521643,263.075865672742,262.92234218337023,262.72845208655554,262.7347346281196,262.631606223165,262.9550171029253,262.6089896135659,262.7535813123524,262.71754843967113,262.7350097006503,262.85656934849777,262.84276359049534,262.9135092593347,262.46759607626575,262.6060459640628,262.7851398593923,262.56965529039763,262.80250550849127,262.588223044162,262.6034468570569,262.8079014271972,262.7914743699335,262.79147030607504,262.55555565921367,262.6636676498308,262.83269528620053,262.6180302454048,262.6751719779081,262.74370511725624,262.6907762399819,262.7634101408952,262.6969426776009,262.7862456120412,262.7575540555773,262.6642777129118,262.68568593027186,262.71191105040674
