,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415
Low,988.8151612500001,1389.0276085175,1729.9650087525001,2029.5805797619998,2356.4403197224997,2695.2536995325,2953.5807709554997,3286.2167212286,3563.2072602875,3790.2280460767497,4068.5033007535,4382.22253847535,4628.170746086,4816.742924371099,5083.50464305825,5340.700595157,5572.7999725705,5775.23743983525,6030.2279135345,6260.028972155,6470.121504284,6731.645178764399,6885.1122402485,7090.9858903971,7292.2883270209995,7455.766415810849,7710.9573251395,7945.997427646999,8097.87696556585,8310.426662024849,8478.3175719969,8673.1601964574,8871.479021940399,9029.795393652648,9213.8778049286,9373.53048664215,9656.74921217675,9825.031385863149,9959.36462049625,10179.794697275001,10340.8954189864,10477.175645635749,10652.971220294601,10890.5176028746,11050.260367465002,11208.630051199749,11307.46689160685,11564.7145490205,11691.0737480404,11901.0729207765,12099.68798547,12221.4867122255,12422.874216318649,12573.50026712635,12718.009142543,12953.408459990751,13021.512663836149,13232.47785897715,13377.998275647751,13580.325210827901,13700.26090726635,13894.1564795795,14028.792345897002,14218.3419368874,14418.76701532715,14584.15155266315,14711.187419497151,14894.540962304,15064.1236315121,15181.834170383,15365.5486038185,15501.7664682309,15690.83188673075,15838.63315956175,16043.159673836,16201.868023922,16346.4501018435,16496.460856273752,16694.765897039997,16868.383994199,17047.25640082375,17251.004280265
High,1574.903213325,2074.97904877175,2477.1506375937497,2905.9575657805,3283.86593518375,3604.7957950714995,3949.25553858725,4282.419297907501,4573.15092460175,4885.71354522785,5108.006627721499,5382.56399772375,5710.7499631129995,6003.2218624784,6179.23518609675,6481.40779577885,6703.30094698225,6938.42200753025,7156.04630334675,7390.56769139565,7628.846850602599,7786.095815967499,8074.7611881535995,8274.0592090651,8454.636116046999,8674.7188491514,8870.110503799999,9098.836604529999,9284.829009692348,9506.358541468599,9711.993356763502,9857.1861336269,10059.29232381375,10218.4754808784,10387.475227478899,10568.4989259099,10775.30385455915,10954.471356499249,11120.05155711825,11322.439263649349,11495.282293092248,11641.26893398615,11845.456405875251,11978.94203273385,12181.577158179749,12388.891953233,12545.963914284599,12662.895432733501,12863.2091225121,12985.28961823975,13172.406373784499,13327.14276099565,13478.5792343976,13610.040479238,13749.9962509101,13949.027373676849,14087.61287004625,14229.303201669249,14423.317319900749,14586.48085824275,14677.08629130735,14848.17345176015,14991.13868893375,15121.249081100501,15267.92798232575,15394.91995608925,15565.3636801095,15698.84834085675,15815.501253471599,15955.484664086,16107.662222552099,16235.869546243499,16375.24407205525,16506.48427959115,16636.548656183102,16754.84196794165,16876.0825567035,17003.740305555897,17116.190473599498,17210.954301087502,17312.096967011003,17390.852786936
Mean,1276.502904764244,1719.4947003256339,2111.076019564728,2473.6663825027745,2838.9107571137743,3171.0273634593023,3476.5026407164924,3791.2549174425826,4081.3760827386704,4356.392342894924,4631.207495942975,4910.301007184712,5168.573123601736,5442.382979902178,5658.417478471014,5902.233317902093,6149.24385397421,6370.010336601734,6598.228343179574,6819.223447728358,7041.7725442336605,7256.272999207638,7470.453824220443,7669.567532872948,7871.6132807000995,8090.829484121701,8282.835494075647,8502.294873213856,8692.40333184799,8901.03133521495,9100.809626335364,9252.825025155182,9469.000833788443,9638.351817637105,9822.434913582778,10017.335633271325,10203.104232072794,10383.278335104205,10555.578519919869,10747.774362465012,10924.694235256615,11075.791574600804,11260.842571371913,11440.713930296797,11603.804428985131,11794.676964960796,11936.239162513986,12115.41309593458,12279.153809250643,12451.799911631406,12621.727332429817,12786.879022565767,12956.700618005047,13111.70120432497,13256.52673088339,13453.15971581544,13587.680538625485,13738.884506986273,13909.686148863211,14078.407841504744,14218.43365097753,14368.23895791624,14529.84434737972,14683.799757968563,14846.54174716753,14998.723085110105,15155.587095969186,15303.048739332833,15448.112772431843,15596.714260817624,15742.264509398687,15890.865262112535,16040.759515747131,16197.138201778796,16345.487255165097,16485.977931474445,16630.49792499652,16774.004613044395,16915.77016360669,17053.938138003916,17198.84995681841,17344.350176995587
