,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415
0.5,95.430369952,102.28802785633968,99.9168331579225,92.923201388532,90.55396556288667,90.49731407509064,87.9249862716245,88.0252695416667,84.3743035287752,81.60045719778239,81.7929346176377,82.00285481638606,80.15127150145999,79.12586713656843,78.35850598734538,78.30476874785533,75.952216429098,76.19844804331846,74.4351046903109,73.49337224768965,73.28872469638569,71.32142628873045,70.93729291489979,70.97651125011127,69.56161050681183,69.03588609724002,68.99765619499918,68.7921506733286,67.64813993778533,66.33539858875255,66.16713748169902,65.70372314139108,65.49779046746285,65.32340451453773,65.16578475059687,64.59567571526232,64.24746175078236,64.11940826723718,63.86317945456191,63.18367651640786,63.140200243466055,63.43190422639029,62.281406208100286,61.45588207170324,61.51599171164108,61.66143759243528,60.27260309576129,60.88345510413204,60.46783296248055,60.1947835506561,60.00505234595419,59.566002159748635,59.76165624661081,58.810885576556444,59.4439579798583,58.5835940183966,59.284565313617776,58.686452356739544,58.27727554475543,57.91226954353471,57.7752665336018,57.35772849737783,57.7609921704596,57.02757753138817,57.15565829512403,56.96314342237938,56.72025604690478,56.959320713620635,56.55112931125302,56.46824090681787,56.31584756754645,56.31210005357231,55.764344986758,56.14502626109682,55.59864878018582,55.731263619578705,55.78068329567638,55.86298196476784,55.77861416556246,55.67872227310246,55.80463805730972,55.985749421860255
1,102.172684560562,106.441563635912,104.82465256353649,99.40979307658421,101.090619449772,92.78012475393973,90.52291257859125,91.34774461760112,88.184098249548,84.23879354482239,83.73117424614328,83.94152491495772,81.97424851497713,81.2488661738329,79.92285916262787,80.47948124038884,76.95685897448936,76.77429830925031,75.6513725043547,74.18958566094017,74.06940000287906,72.74891369809242,71.95210755476342,71.9197113333212,70.03003343022851,69.83618355882633,69.74536720031566,69.71693750147958,68.7518213211584,67.21466598963171,67.84304169013926,66.69234189082755,66.70367496404175,65.7719853203707,65.84819802996508,65.02336064200962,64.78952695310078,64.36066622494475,64.27111332935722,64.133863529954,63.892957018652275,63.73134882972539,63.126824981232986,62.31487036228476,62.16634633870358,62.16611815701315,61.53785576912205,61.108391858594366,61.32533983923424,61.029617027353716,60.89743300467424,60.09442419029901,60.22516125532839,59.63223282483341,59.77057059473914,59.09089240687355,59.476578333152446,58.78780418810341,58.75502714731225,58.22431331480431,58.18063833248902,57.82140995524286,58.121699788269424,57.52347550178499,57.576956378917735,57.259796562553134,57.16936130498803,57.06701379215814,56.88122675799124,56.807477061353325,56.77377329789988,56.493916038275884,56.05553980546627,56.227788499268655,55.76651072044295,56.002472534495226,55.940737190337714,56.05221308486458,55.84009567057935,55.835285231428465,55.91718490588065,56.0719818400048
1.5,109.27904440900001,109.01297623800001,106.52631641462774,101.4092550336,102.25953464783301,95.84529598625137,93.90149436180825,93.0122356646897,90.853694222086,86.39021341452471,85.1021535455987,85.00205120003754,82.8637452375221,82.7136446413193,81.48157975325924,80.9690921160959,78.10964193636227,79.00878756116298,76.32840300363874,74.87333886946753,75.40437104389108,73.05636601671435,72.84598107893657,72.45160445000819,71.70107066560065,70.67161471495365,70.92733622082363,70.45219612209944,69.29996682360094,68.23570393377405,68.25767924354696,67.25515499797295,67.08083109187851,66.31650510865364,65.9849959287341,65.4119265812659,65.36560050168464,64.96770996863329,64.96542067236365,64.41980094212805,64.15340116717341,64.12605592774953,63.570413523696125,62.62182479440074,62.426012677098605,62.37197655735577,61.807536057993985,61.5448459053627,61.70028317198588,61.15520362409397,61.16315841806208,60.671724982064426,60.56030115985583,59.93316154147085,60.05298119704402,59.670437102286925,59.66231659413109,59.17398458110769,58.9813636277615,58.57717926799828,58.41999956441409,58.17897477844424,58.49293410516338,57.95730566056985,57.780059496575156,57.62437909142267,57.33138520226013,57.21198471517158,57.214479424081226,57.04318120320461,56.87838625033963,56.621706198747376,56.34052993486763,56.412220994074616,55.99853517596773,56.04696060649299,56.15132377634154,56.10761071631999,55.89447517723275,55.93180148841557,55.95271502327315,56.13470003220968
2,111.355116408,109.722213314667,109.15809114,103.6361707337296,103.77153392386265,97.37875764632737,95.49418803527,94.78179673417931,91.8664291683874,87.61800914982548,85.66583394688337,86.06556271122527,84.18532538027445,83.18167774363789,82.17646633084811,81.62127269180422,79.4684878824893,79.8272839805524,77.3880085196,75.20435072144714,76.18211774758227,73.818530702833,73.49964530454308,72.68099809331633,72.41590697209693,71.38623208828929,71.5506435642892,70.76935627380081,69.61754866599736,69.05367291098311,68.97511673987313,67.9388362584946,67.58223282512013,67.02086976880994,66.42133640337256,65.98067875905058,65.71495658426146,65.38528283702519,65.2568449495765,64.6786869196878,64.59592756255881,64.49415153123863,63.87406276321677,62.95245179930158,62.70252044428022,62.75722069223622,62.46741021269022,62.04118936377366,61.939681564130325,61.60189556044328,61.396148283198194,61.11412561312426,60.79801418144563,60.240096537963055,60.16254139342592,59.95708289089415,59.81756910497281,59.31165468905061,59.28370270032443,58.825410917153576,58.702592395820204,58.52092220919214,58.74616040215544,58.19872810900027,57.99160529618609,57.7445306462559,57.76120760534126,57.37331622874462,57.345804173070086,57.13751592335531,57.1577120136172,56.775208777167016,56.47240303660496,56.53493797445125,56.16062851647627,56.29264873664775,56.23337756068105,56.18094628269205,55.940697153784406,56.000441467090106,56.06830152732617,56.149726061212576
2.5,114.38833970249999,112.427525861,110.605900616375,106.18097209870001,105.65593487666635,99.1034601220429,97.0634032097125,96.32264273445728,93.029142391903,90.0922461462909,87.1491269517867,87.23999993324927,84.73906078207429,83.89843011039167,82.75124581882407,82.06271646381059,80.03683644143317,80.4215649942989,77.8251845059485,75.70439724546901,76.71416479535229,74.38546805062944,74.32557254269982,72.8641051054732,72.89587769763025,71.84672628654792,72.05880993361268,71.10666704991742,70.06550978752479,69.36465750274617,69.1366471877263,68.08741928451691,67.9123751128127,67.6447180394108,66.91895758765735,66.26381386511,65.89043672618556,65.58264725283509,65.55264856874793,64.76487362437751,64.76971582220874,64.62647161805212,64.18005785940059,63.22424547119368,62.944994442961985,63.02402713638021,62.658002916817765,62.36035268968718,62.08794020663815,61.80657527214186,61.670300614288166,61.38832851073613,61.0613025073562,60.511189434295346,60.29285874583178,60.13506577315422,59.995400806672556,59.4909798232411,59.59235419733096,58.928706757392305,58.832820494486946,58.62820217781372,58.83932934334089,58.30795122121013,58.14810265240394,57.915733547275195,57.82330190361387,57.466239636016134,57.62944890756844,57.25556208552527,57.26447712648881,56.857009768204996,56.62425475952212,56.61600314767183,56.32594952608812,56.33675879077297,56.27031604468057,56.24750261034911,56.034292068655,56.04712295342001,56.097848377153774,56.20074491840246
5,125.66067452,120.4255372730347,115.84446607325,111.007751260485,109.10694589980666,103.6226183832447,101.9974015765125,99.89066729913553,95.549428639597,92.52379505128181,91.10446109636997,89.94261608193456,87.27538600751467,86.5237860442423,84.74624020190687,83.39186751578441,82.01750100074801,81.87997272496263,79.87563087978275,78.17330158718735,78.0222785900773,76.0842089997113,76.04672061663982,74.153719001537,74.46307113201921,73.41525168607662,73.24752332192197,72.399567736799,71.09978238459131,70.89883109923518,70.49096868825107,69.39943419023459,69.21230289239736,68.81695349402841,68.04707520174017,67.53862463591936,67.03170373180154,66.83225734909384,66.77396401196762,65.68461543918777,65.7158555106276,65.30623683422023,64.84729344565325,64.42133945549767,63.78529514688297,64.07335459391896,63.382119475932846,63.263792495304145,62.7858050951049,62.58648219520403,62.34278325003813,62.121756208541335,61.645251343917266,61.23201461353735,60.95828749676704,60.722721310635535,60.724853665221,60.23007257891335,60.212830501455834,59.65419452135117,59.48471427162904,59.25946250764761,59.290121139268116,58.8270624962092,58.61768588015599,58.468048864470546,58.36856521619381,58.072970956079374,58.00487988263396,57.69229669315192,57.454508783564584,57.282297837059616,57.063285726793254,57.04388265748983,56.80930274728918,56.66295473801845,56.50087145832413,56.457820451314184,56.280496620655,56.21673520292703,56.24837946149266,56.30237495701682
10,137.01579331,131.80481586666642,122.58944653565,118.52054912276,115.7010843309667,109.284246635429,107.86348251484,104.21499525577441,100.64522186213999,97.1830970961127,95.37107636062585,92.82852612471078,90.84147444656074,89.84965892280664,88.10680391522058,85.8897116495365,84.2407543914767,83.82358971844633,82.1193119649,80.75264647086813,79.98566522798227,78.1218828721135,77.62033055008455,76.351117464216,76.39246327776037,75.45651144014892,74.8513067580493,73.62767619005382,72.9059237769327,72.43761300523545,71.90428653646751,70.91285127418212,70.69809827719054,70.03339674901426,69.42973613110557,68.89482386863463,68.15649042987026,68.16178212274436,67.785081494645,67.16960024227879,66.82479426377236,66.40531350497812,65.84804185296026,65.61066593366978,65.16233909513022,64.98118610584721,64.31084401126064,64.06622137797636,63.713133456103,63.33885093106395,63.13580619583368,62.92771458368099,62.379357518288316,61.986051650752906,61.82353401122552,61.509958463213636,61.3092481089829,60.87363689298759,60.77839164406633,60.24180783286312,60.2268136493458,59.93592295471922,59.8931842530828,59.440722850734154,59.162386410294395,58.93042631933998,58.92868866618466,58.60946312501263,58.41541844620896,58.18830383872235,57.92356081603142,57.67645471535353,57.42290503958837,57.32619038202317,57.21058937641486,57.089176676404264,56.87411621327693,56.76141789206288,56.54806290228,56.4277800906469,56.44736938901181,56.37531686099277
25,157.838537675,147.71303359800024,135.08619497325,130.80010886,126.24918984556675,119.0376251642855,115.8587303741875,111.42654187479974,107.95457004285,104.45864732622701,101.13884001681075,98.70952177616158,96.41797764199288,94.75419847936334,92.42020591274999,90.00206863489706,88.5881355834444,87.5426492843066,85.587583071155,84.56746392923813,83.04693378170002,81.6669458282446,80.65836747160627,80.039970520979,79.15927116076537,78.27115655166112,77.61567136002321,76.25384874247929,75.77487103496668,75.15561975521453,74.33701578377188,73.39105052082655,72.95654449032648,72.1102382072843,71.76584769841878,70.90840948011957,70.4781409871079,70.01567232153847,69.58453309722876,69.1112491177073,68.79217894282557,68.14246087599187,67.68887110944712,67.0449199138322,66.88368884231247,66.42697030327075,65.85739626237758,65.55414475354641,65.1643593909935,64.73792491691565,64.43621275581775,64.30206710543487,63.71844752000088,63.36576106495865,63.1751684771884,62.7605736333509,62.58168995620175,62.032319407938175,61.9463633545546,61.37820270435083,61.213997986831444,61.05420948060515,60.94448560718825,60.4978110523269,60.0858873436212,59.860476120209704,59.728708316022775,59.50778057131375,59.32087734004895,58.99856441112503,58.65294581318368,58.45838431477805,58.193761685036804,58.04747449351997,57.807558574468075,57.5944288195461,57.3651917383474,57.2019325936316,56.98381858766437,56.80619308070495,56.66970791944515,56.5402684428
75,210.3166324269875,188.63366024299975,169.61280101124999,159.28114112789,149.83573711968725,141.0428002857575,134.496198552125,128.576285468,123.333632286,118.619021023923,114.55737222272525,111.58383755807725,107.54695421516075,105.52643518655475,102.986546706447,100.14676782101625,97.50929140054998,96.42927530531053,94.521630338775,92.23594835754761,91.14258431126933,89.1908074669087,88.23426802147921,86.881259163252,85.61242159188845,84.61959120596295,83.97149810861426,82.45477350898452,81.6673152309,80.45354426965562,79.62606806182029,79.0638624917576,77.8165699686294,77.13933440247,76.89403086165487,75.62334683206552,75.41395441826445,74.50955937981794,73.90372256038562,73.35252967584393,72.7902419822696,72.21543206140001,71.67605175858125,71.0899140935244,70.46080109776197,70.05366574192658,69.43439088538648,69.00373896745154,68.68038205971399,68.15720418004263,67.68700089518656,67.07433146436509,66.70193377805043,66.4521921804282,65.89209474628483,65.67117402798993,65.21116205671893,64.71400979467498,64.49568819841167,64.02246660800037,63.6686136368536,63.35263088007185,63.00023849583513,62.6848195281365,62.271498839847375,61.9438725853746,61.62124090839555,61.297002538917745,61.00482787374608,60.66289083594925,60.451789540913154,60.057506886336625,59.642521323683454,59.391469410657976,58.99335267269175,58.8131999986552,58.44838978226312,58.14095141018008,57.796501570305,57.50726575867163,57.17076014858235,56.78627235055968
90,233.48355107116,208.499095406667,185.1300861458125,171.59104220296,159.9616210005503,149.9482094305343,143.4039935439,136.49239855403738,130.16345212657802,124.8024733380553,120.10492731699611,117.300924476431,113.140697616303,110.3189638817307,107.76058863612249,104.5640222442004,102.5633984318734,100.3325614275919,98.324577844544,95.93656880800621,94.4324343864864,93.07736171122649,91.62125018926622,90.179515854016,88.54852354863228,87.45754580396665,87.12573050476607,85.3819250919524,84.19931189925471,83.02459346041094,82.27012151614126,81.21057441944058,80.56054126374886,79.56149148204082,79.06527947773469,77.72608145033301,77.509358291875,76.93097502331001,75.64812492438776,75.18802875944321,74.44941260540331,73.8400437386614,73.24463285178366,72.93969329791663,72.18522049339524,71.79715577404444,70.883957723181,70.50675225055267,70.1817690683986,69.60639507794865,69.16636241109924,68.46951639275204,67.89624781798055,67.65877972528395,67.1909313932613,66.90928659632118,66.5385840782431,66.03609279005013,65.6945946088358,65.1626148951095,64.74287740133404,64.43854304110205,64.09773674541421,63.758580271315026,63.09097082910227,62.76340031659731,62.3083847246365,62.04754955155538,61.741123303069116,61.45406466176715,61.074358576725004,60.75757056307946,60.29962396529554,59.933492909365334,59.50191198147786,59.30061662681687,58.96298775603973,58.584524805626586,58.17641818508958,57.802013914266624,57.38801901954143,56.89191087496868
