,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245
0.5,52.92756736555553,64.7981684426667,69.85535459789477,74.22129931806664,73.39725339713793,76.13795880030248,79.58911315371793,82.06452512116162,80.81780120293473,80.4016140033333,83.40884148627964,83.7509103891683,85.62165090111185,84.7584445879784,85.0522478041171,85.87068076601118,86.21978106548569,86.16110264768645,87.83070948048784,87.52509850492491,88.68932028999748,88.93402798518989,89.22356465761342,88.95347623284255,88.66153395715205,89.76996602210059,89.8607480253448,89.462390359864,90.54930864704343,90.67127238278512,91.23557775450075,90.90268723385515,91.26461330472087,91.82366827199932,91.61350337873186,92.08723854844186,91.98870991825929,92.48219540006815,92.29807205535549,92.70300767444041,92.92454597111364,93.46549601925663,93.4220759608757,93.7124638139702,93.95103939338507,94.28099803351596,94.71385944866174,95.5982536253596
1,56.82918485911107,66.75373027866667,73.77023109642109,76.42932138486664,77.50696498726435,77.52756844376472,80.9861149528077,82.78454213410103,81.98019512014699,83.9479281934949,85.08513309258758,85.7126996235096,86.97027925928363,85.49699832663066,85.81981970902852,86.97425778766387,87.09400694189516,87.85615638273238,88.21892390200206,88.53090197882416,89.3207701247156,89.46140073726008,89.77847424255741,89.70148326093673,89.88430297391173,90.31547300887338,90.42651935544087,90.65016720004596,91.0053648656215,90.96386378386089,91.59880475296461,91.13809023313677,91.58364679450195,92.02259895683942,92.11118507362504,92.26891365050885,92.33628123984678,92.72685158857624,92.58339264410557,93.10584824208796,93.32595549409254,93.57982572280115,93.61071814232004,93.79535601636269,94.21547848533362,94.42844408770686,94.76336049223852,95.5982536253596
1.5,60.7925490578889,69.95762292780952,75.80878621378947,78.05690379513331,78.54021249619544,79.24991964087394,82.5895202900961,83.4158338784848,83.01868747074694,84.3261798030774,85.61901487425702,86.29655699229332,87.39444390442647,86.47049867587029,86.57795370196834,87.53704977415688,88.28882646783391,88.39851843542668,88.58156743361012,89.09604478815383,89.7435779441526,89.71831765326928,90.4489333775462,89.93551432077552,90.4543571840966,90.79317942258702,91.00205211764134,91.0201499547031,91.18681844179287,91.1726379622991,91.76613773281724,91.45441954862672,92.03924385685796,92.25422855307653,92.36670148280972,92.51676149900472,92.51419837358867,92.94467264543908,93.03028494782139,93.18930023670302,93.44304684784962,93.65263030098976,93.68980435055256,93.8943352092655,94.28196847247615,94.49594447424477,94.82749677665956,95.5982536253596
2,64.1488689315556,71.3991497321905,77.45702921821051,78.7792830393333,79.29344700841382,80.24610532100836,83.44217396046157,84.308227292,83.64416792253066,84.51984133837041,86.18090708648583,86.55368880621155,87.6566594883147,87.18292087626669,87.20211260275948,88.05865177435298,88.72249571152561,88.75460535743781,88.90849155408483,89.56142346627108,90.13855709666721,90.16215775811443,90.64850401636699,90.32470390327231,90.71325048260944,91.03613665458046,91.10047951001435,91.28823504631032,91.43738839674275,91.46837279328696,91.90287351134592,91.75174994740873,92.24773449725167,92.39733318675333,92.56445241053751,92.61784080928787,92.67878666496682,93.18982244990322,93.1922476515327,93.34439186385268,93.56478057752659,93.72327296154405,93.78331218830886,94.01799402491432,94.34744861137803,94.56644770149914,94.87575683887103,95.5982536253596
2.5,65.17642401833332,72.82051771571432,78.94714345618424,79.90522312833333,79.57999398126435,81.3650350084034,84.13171462000003,84.89804172616165,84.08985200426528,85.29100204501688,86.54180910772602,87.0501418572596,88.06325115334371,87.84537181987389,87.7551519995728,88.43005840701677,89.2214290633146,89.0707564057111,89.17463704961115,89.76233594266483,90.2921040285988,90.5001418151564,90.77057156088235,90.58699706588385,91.14148195892069,91.19829891992262,91.28446531514383,91.44361065456415,91.58587559119682,91.56962536801846,92.03649950372252,91.94780116636736,92.32813894800908,92.60700548055829,92.62252159774674,92.75488824076086,92.820474218034,93.24206364920431,93.25303397680149,93.44686101722138,93.63418402230576,93.7973293880613,93.89836347330426,94.09113275072028,94.40302668442285,94.60082187119109,94.9443288561114,95.5982536253596
5,71.00240584777777,77.06404534476187,81.95733090447371,82.41900673733336,84.01213151885057,83.82018136000005,85.830687974359,86.71974382868684,86.44928801183673,87.46654889191916,88.26088623971751,88.71211200980771,89.18708449271222,89.07195791142347,89.14841361261072,89.63817109277315,90.05766501647943,90.14954107070551,90.14450484942421,90.69356326157512,91.09365904205173,91.20793251818455,91.65841160168065,91.50198563245165,91.87901522945138,91.67690278134882,91.97920014625898,92.05147553474136,92.1451199178837,92.33095529087558,92.60484299333727,92.70249207169252,92.85166597526627,93.04731034606242,93.14066650387024,93.19326029812572,93.30912008932607,93.53917890760246,93.60001919768341,93.73434927239117,93.89877679277514,94.09003120230383,94.17320204321297,94.33147148510717,94.59905871440859,94.76079047591564,95.03127801773537,95.5982536253596
10,78.60524507555552,81.89325326095239,84.46350325578946,86.06279231733329,86.78368297793101,87.36433843798318,88.47995231666667,89.14696480363637,88.93467600293877,89.7042704177778,90.10876374,90.32519343557689,90.57230052144925,90.61179490400004,90.73730404158232,91.20547439478995,91.43815024419477,91.55647966445689,91.39829379898991,91.80789379743588,92.22354981129277,92.24087951002288,92.46153454906158,92.36155579143225,92.63702477822298,92.60999321065779,92.83764322841726,92.81957149469349,93.07588181479193,92.94757785655634,93.28770467234273,93.30998230072433,93.4637892895928,93.49729421198033,93.6452532148417,93.74951548515865,93.82840750406012,94.02935308151206,94.1012585014975,94.1241869520899,94.25768028026427,94.43383863041944,94.4996279381445,94.6158523977381,94.77787225982911,94.96133970190948,95.13303538836823,95.5982536253596
25,88.7867669888889,89.3188069761905,89.96015627236842,91.16204696666665,91.36217320689653,91.48718867983192,92.37062741153849,92.50147539545458,92.30740252183675,92.77852065454543,92.86376076666667,92.96936627355772,92.9099561727743,93.32767428558557,93.38779073212025,93.61073568655462,93.67757683383272,93.57644352116465,93.55788094111112,93.6961354544872,93.89440487885734,93.93929192929065,94.06458894800417,94.02044306922578,94.00656369320212,94.17395807567715,94.13999889298564,94.1508176139847,94.26580729172261,94.38739712580647,94.4304501429245,94.50110769822618,94.53459683101288,94.49658750213464,94.56033273901302,94.6269823225617,94.6812698504595,94.85694676148562,94.82818805733672,94.86884239282642,94.9461261533607,94.94725090643342,95.03481731170612,95.0721739339881,95.13956532700777,95.28374644580832,95.37797980798467,95.5982536253596
75,104.62933132777749,102.56309083809501,101.27222222763174,100.87810003833326,100.190209023563,100.388783040336,99.64794911730768,99.17152632171718,99.23806425734695,99.2640644272727,98.99993275635589,98.53107519807693,98.26069670351967,98.34762901171172,98.22598430150317,98.00843146316525,98.03501828570535,97.62734342026877,97.5086842081818,97.52821990311352,97.51190765863223,97.41897813562163,97.31659557556023,97.11965816554837,97.40166823008346,97.12046546799333,97.03430058173178,96.85070371992335,96.94972013208056,96.89476259116044,96.86131342441038,96.74876918725057,96.74262158786979,96.6357639746798,96.39982988860956,96.46790935511162,96.45441922247282,96.4178761133492,96.37134210239945,96.2798106065041,96.21298069199132,96.24701666183437,96.23277928941471,96.04226749549605,96.01082166665084,95.9783912298236,95.82052827111225,95.5982536253596
90,109.4280250133329,107.10366382095201,105.6797835694738,104.1940071546667,103.5763945204595,103.2312615438656,102.39974712448691,102.1326334377782,101.8376450417959,101.4761511334684,101.2901108654235,100.48432578317271,100.5334501262527,100.465184808432,100.1378416370257,99.92391001512601,99.6231765009738,99.25163527404256,99.03578311509087,99.0554584329304,99.06662433361139,98.90502909293669,98.64073398424367,98.57612124727746,98.68971015148479,98.45105581766725,98.19158817151077,97.9678153006705,97.99677424413423,97.96041452496016,97.86492550903306,97.77998838849963,97.67527893864255,97.6967185290246,97.37142818042834,97.29088349103411,97.29454749043168,97.12224339743065,97.05703918573866,96.90874154310856,96.86988095949877,96.82255838042161,96.7319137094188,96.479808410627,96.37574409189291,96.25754273038008,96.07185821478029,95.5982536253596
