,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245
Low,262.07493555,378.509561575,476.360806525,556.0521579,634.4527518,724.5571448500001,802.74080625,860.553078325,924.823576325,974.91533885,1046.873847875,1094.6919896749998,1149.3808130749999,1204.9031963,1251.6976301500001,1303.3766730749999,1347.076184175,1399.9673274,1443.544460975,1484.21425115,1522.5262317250001,1562.6059963500002,1613.996073325,1653.65151955,1689.847352175,1731.4004364,1761.21975185,1803.842130775,1844.13622575,1869.68381255,1912.5585816,1954.35524435,1983.80089345,2014.538978925,2057.398924825,2092.508481725,2126.258386725,2162.008620975,2195.5616522,2231.2042205499997,2262.0424467499997,2296.744011025,2328.744213075,2367.921769825,2410.29080095,2441.78413375,2478.8573914000003,2547.636684
High,473.397048975,600.3853687000001,718.8616937999999,810.2740163999999,894.11320025,970.1377062,1036.572755575,1101.316680525,1166.344917725,1223.11561175,1284.058477825,1334.477069375,1382.2476302750001,1430.08478955,1477.012220125,1523.037173625,1565.62742115,1609.7333972,1650.7323959750001,1688.64731795,1728.12066695,1771.2219930249998,1809.443047325,1849.684623875,1879.8929924249999,1915.82268045,1950.093125125,1987.1029334749999,2024.498603975,2053.980649875,2085.0974102,2116.236789275,2154.7894266000003,2185.7448492,2211.43242195,2243.4461635,2275.4547402499998,2302.2932708000003,2336.547824425,2358.559705575,2382.976060525,2415.12786765,2443.17611235,2467.705374775,2489.2988645749997,2513.8224391249996,2534.186801575,2547.636684
Mean,369.090184294,486.88843329499997,593.366932365,687.4677175209999,771.949923735,850.264292075,923.6384854649999,987.487462467,1051.326698399,1107.15550997,1169.6494649510003,1223.3113520260001,1274.732410082,1324.903654534,1371.7928543980001,1420.3968592770002,1460.9556562009998,1507.968409654,1551.176665472,1592.037540881,1633.127241285,1672.261021038,1713.3864696899998,1750.579444382,1788.00657349,1827.75230486,1863.1820312040002,1898.860175085,1936.1023087160002,1968.4669117419999,2005.4454645099997,2038.849110049,2073.395090947,2107.1330683749998,2139.1288106280003,2173.179341302,2204.6104931669997,2236.116372721,2268.814698642,2300.9436806699996,2330.8606051909996,2362.666937652,2394.068120776,2426.744976756,2457.407108902,2487.606307696,2516.9685062300005,2547.6366840000005
