"","x"
"1","Accipiter cooperii"
"2","Accipiter striatus"
"3","Actitis macularius"
"4","Aechmophorus clarkii"
"5","Aechmophorus occidentalis"
"6","Aegolius acadicus"
"7","Aeronautes saxatalis"
"8","Agelaius phoeniceus"
"9","Aimophila ruficeps"
"10","Aix sponsa"
"11","Amazona viridigenalis"
"12","Amphispiza bilineata"
"13","Anas acuta"
"14","Anas platyrhynchos"
"15","Anser albifrons"
"16","Anser caerulescens"
"17","Anser rossii"
"18","Anthus rubescens"
"19","Anthus spragueii"
"20","Aphelocoma californica"
"21","Aquila chrysaetos"
"22","Aratinga nenday"
"23","Archilochus alexandri"
"24","Ardea alba"
"25","Ardea herodias"
"26","Artemisiospiza belli"
"27","Artemisiospiza nevadensis"
"28","Asio flammeus"
"29","Asio otus"
"30","Athene cunicularia"
"31","Auriparus flaviceps"
"32","Aythya affinis"
"33","Aythya americana"
"34","Aythya collaris"
"35","Aythya valisineria"
"36","Baeolophus inornatus"
"37","Bombycilla cedrorum"
"38","Botaurus lentiginosus"
"39","Branta canadensis"
"40","Branta hutchinsii"
"41","Bubo virginianus"
"42","Bubulcus ibis"
"43","Bucephala albeola"
"44","Bucephala clangula"
"45","Buteo albonotatus"
"46","Buteo jamaicensis"
"47","Buteo lagopus"
"48","Buteo regalis"
"49","Buteo swainsoni"
"50","Calamospiza melanocorys"
"51","Calidris alpina"
"52","Calidris bairdii"
"53","Calidris mauri"
"54","Calidris melanotos"
"55","Calidris minutilla"
"56","Callipepla californica"
"57","Callipepla gambelii"
"58","Calypte anna"
"59","Calypte costae"
"60","Campylorhynchus brunneicapillus"
"61","Cardellina pusilla"
"62","Cardinalis cardinalis"
"63","Cathartes aura"
"64","Catharus guttatus"
"65","Catharus ustulatus"
"66","Catherpes mexicanus"
"67","Certhia americana"
"68","Chaetura vauxi"
"69","Chamaea fasciata"
"70","Charadrius montanus"
"71","Charadrius semipalmatus"
"72","Charadrius vociferus"
"73","Chlidonias niger"
"74","Chondestes grammacus"
"75","Chordeiles acutipennis"
"76","Chordeiles minor"
"77","Cinclus mexicanus"
"78","Circus hudsonius"
"79","Cistothorus palustris"
"80","Colaptes chrysoides"
"81","Columbina inca"
"82","Columbina passerina"
"83","Contopus cooperi"
"84","Contopus sordidulus"
"85","Coragyps atratus"
"86","Corthylio calendula"
"87","Corvus brachyrhynchos"
"88","Corvus corax"
"89","Cygnus columbianus"
"90","Cypseloides niger"
"91","Dendrocygna bicolor"
"92","Dryobates pubescens"
"93","Dryobates scalaris"
"94","Egretta caerulea"
"95","Egretta thula"
"96","Elanus leucurus"
"97","Empidonax difficilis"
"98","Empidonax hammondii"
"99","Empidonax oberholseri"
"100","Empidonax traillii"
