,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245
Low,65.17642401833332,72.82051771571432,78.94714345618424,79.90522312833333,79.57999398126435,81.3650350084034,84.13171462000003,84.89804172616165,84.08985200426528,85.29100204501688,86.54180910772602,87.0501418572596,88.06325115334371,87.84537181987389,87.7551519995728,88.43005840701677,89.2214290633146,89.0707564057111,89.17463704961115,89.76233594266483,90.2921040285988,90.5001418151564,90.77057156088235,90.58699706588385,91.14148195892069,91.19829891992262,91.28446531514383,91.44361065456415,91.58587559119682,91.56962536801846,92.03649950372252,91.94780116636736,92.32813894800908,92.60700548055829,92.62252159774674,92.75488824076086,92.820474218034,93.24206364920431,93.25303397680149,93.44686101722138,93.63418402230576,93.7973293880613,93.89836347330426,94.09113275072028,94.40302668442285,94.60082187119109,94.9443288561114,95.5982536253596
High,113.61907842499967,110.97380883809542,109.27890985605232,107.75979103933332,106.5035064031605,106.00834725184839,105.05838878131392,104.50224475555545,104.00587178983653,103.80324082447788,103.23138239302227,102.4656078575722,102.44183504472062,102.55552227812638,102.03569689236562,101.47527042212838,101.45413286327107,101.0099592909738,101.105075215833,100.63024229668534,100.75766949613032,100.29474335229642,99.97921600599436,99.76269607349032,99.7585877311509,99.94566100744053,99.42768848622813,99.08748533828069,99.2592740063512,99.14442412679095,98.74885701110657,98.71687513601991,98.66841050829973,98.52872388414777,98.26268356267384,98.04485314126616,98.04723975747147,97.75451934245838,97.69753353444224,97.68074950982304,97.5607225846947,97.39419788742009,97.22758028992011,96.95092043551585,96.79384722403172,96.65196765611383,96.24846783206331,95.5982536253596
Mean,95.52401089375554,95.32655583457142,95.39763161166314,95.62882429504668,95.58832389997932,95.5714642251227,95.6787810653577,95.69982923200605,95.56722259889796,95.72465973230707,95.69253070614123,95.5631977218375,95.61620561301201,95.70614293028541,95.55800360334968,95.67922065512774,95.69045607726267,95.55578278029876,95.4522583443693,95.53397433302014,95.65472572571309,95.61294608269536,95.61877264453739,95.53040248760516,95.64626914530292,95.59868363348902,95.57679053837523,95.47129830364865,95.57822401857298,95.57167094000403,95.60284832350692,95.58376755639645,95.61783458723154,95.59256528913694,95.49297465430831,95.53421608553842,95.56089794757378,95.6160547703653,95.5700245841185,95.57974881783701,95.5720510209763,95.61665305513523,95.62865265160544,95.54993172353271,95.58265332654867,95.63269406428013,95.59886685063019,95.59825362535959
