"","x"
"1","Rana sierrae"
"2","Lithobates pipiens"
"3","Spea intermontana"
"4","Anaxyrus canorus"
"5","Aquarana catesbeianus"
"6","Batrachoseps campi"
"7","Spea hammondii"
"8","Anaxyrus punctatus"
"9","Taricha sierrae"
"10","Ambystoma macrodactylum"
"11","Hydromantes platycephalus"
