"","x"
"1","Odocoileus virginianus"
"2","Sorex vagrans"
"3","Neotoma fuscipes"
"4","Microdipodops megacephalus"
"5","Urocyon cinereoargenteus"
"6","Sorex preblei"
"7","Mustela frenata"
"8","Ursus arctos"
"9","Onychomys leucogaster"
"10","Taxidea taxus"
"11","Lepus townsendii"
"12","Neotamias sonomae"
"13","Antilocapra americana"
"14","Lasionycteris noctivagans"
"15","Myotis lucifugus"
"16","Neotamias minimus"
"17","Myotis californicus"
"18","Sylvilagus nuttallii"
"19","Lemmiscus curtatus"
"20","Dipodomys californicus"
"21","Ursus americanus"
"22","Myotis melanorhinus"
"23","Neotoma cinerea"
"24","Microtus oregoni"
"25","Ochotona princeps"
"26","Ammospermophilus leucurus"
"27","Aplodontia rufa"
"28","Reithrodontomys megalotis"
"29","Lepus californicus"
"30","Dipodomys microps"
"31","Sorex trowbridgii"
"32","Thomomys talpoides"
"33","Microtus townsendii"
"34","Sorex sonomae"
"35","Peromyscus maniculatus"
"36","Corynorhinus townsendii"
"37","Antrozous pallidus"
"38","Urocitellus beldingi"
"39","Didelphis virginiana"
"40","Otospermophilus beecheyi"
"41","Marmota flaviventris"
"42","Sciurus griseus"
"43","Perognathus longimembris"
"44","Cervus canadensis"
"45","Vulpes macrotis"
"46","Microtus longicaudus"
"47","Vulpes vulpes"
"48","Myotis evotis"
"49","Sorex bendirii"
"50","Sorex palustris"
"51","Eptesicus fuscus"
"52","Mustela erminea"
"53","Brachylagus idahoensis"
"54","Microtus californicus"
"55","Microtus montanus"
"56","Lasiurus blossevillii"
"57","Urocitellus canus"
"58","Lasiurus cinereus"
"59","Neotamias senex"
"60","Peromyscus crinitus"
"61","Lepus americanus"
"62","Odocoileus hemionus"
"63","Procyon lotor"
"64","Scapanus latimanus"
"65","Lynx rufus"
"66","Clethrionomys californicus"
"67","Euderma maculatum"
"68","Thomomys mazama"
"69","Neotoma lepida"
"70","Zapus princeps"
"71","Tamiasciurus douglasii"
"72","Callospermophilus lateralis"
"73","Myotis thysanodes"
"74","Thomomys monticola"
"75","Tadarida brasiliensis"
"76","Canis latrans"
"77","Thomomys bottae"
"78","Neotamias amoenus"
"79","Glaucomys sabrinus"
"80","Bassariscus astutus"
"81","Mephitis mephitis"
"82","Neurotrichus gibbsii"
"83","Peromyscus boylii"
"84","Peromyscus truei"
"85","Sorex merriami"
"86","Martes americana"
"87","Mus musculus"
"88","Spilogale gracilis"
"89","Myotis volans"
"90","Myotis yumanensis"
"91","Erethizon dorsatum"
"92","Urocitellus mollis"
"93","Dipodomys ordii"
"94","Puma concolor"
"95","Perognathus parvus"
