,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85
Low,522.0853409418474,672.3233608233376,813.8268322487374,936.628472669215,1033.452049787295,1132.01463409825,1212.8977647566576,1319.6808578315101,1383.28086122148,1473.6717062796226,1551.6369645884452,1644.059929721645,1722.9203484330499,1805.42701883465,1895.81578282805,1966.48709286695
High,796.3961379929574,993.5928645676174,1162.023947161145,1279.67806510852,1402.9481320526074,1500.6594392968725,1603.67450047224,1669.4667946197026,1756.8633148548674,1834.79518053374,1888.09174789913,1946.2410792631251,2001.4511180582251,2049.423562397895,2092.599453489075,2125.2325565523747
Mean,643.4225639120178,822.1442985287406,966.1723831251503,1096.7758280927526,1212.7956869234526,1311.7261898339966,1406.574104620434,1495.0377032796296,1582.1672450312826,1666.103132707627,1743.2554824613915,1823.5589284711195,1893.7443720817134,1966.8279501469603,2036.3241681237537,2102.684923291199
