,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85
Low,45.652047782522395,39.07252753310317,35.42769377539806,30.83898004096962,28.75099890232164,27.77524754915753,27.381352654754508,25.608645558015613,25.43056252538723,24.103210927680504,24.183973612813038,23.462316526642287,23.11614300250529,23.608270793269778,23.449277449688473,24.609366866850188
High,123.66824200799505,95.1114569429946,79.87559374890783,68.5475233127751,59.71809325045485,53.722305215044,49.33735163916157,44.8917414269596,41.94596445990731,39.56346158090841,37.03530848266224,34.92925187934564,33.03555326031867,31.31613385623758,29.72633183962955,27.991262728612295
Mean,81.83134755321724,64.30304437904206,55.03703539563612,47.984729527856146,43.78079662725124,39.85346472002672,37.75888813373697,35.46119090595446,33.838406379043256,32.363562252444304,31.208340269847973,30.06671572970597,28.96996026451001,28.396698147188424,27.567121331237466,26.923342135421617
