,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255
Low,271.12552775,376.28021952499995,487.306593975,576.3252031249999,652.262948325,727.99370175,810.938180525,873.057216975,944.463621075,1001.8621585750001,1059.105548,1120.069982425,1175.3281568500001,1229.7374082000001,1283.5586364750002,1332.294519025,1385.8638522,1442.992160325,1482.482688,1517.5663561499998,1564.51212145,1617.693722325,1663.187552325,1708.53817485,1740.329719925,1783.76418715,1824.5699289249999,1861.909747125,1900.4157326499999,1937.9327258,1977.030515675,2025.2838784750002,2048.0452864999997,2086.798596525,2119.721575325,2159.4966455,2202.671598875,2229.3985726749997,2266.584617725,2304.5949471999998,2332.644377225,2368.1604939500003,2400.6015350999996,2438.3898554999996,2466.8683448,2497.386958925,2535.204423475,2569.7245838999997,2603.430817,2648.318108
High,485.50728434999996,611.9463603749999,737.287258175,840.2759067,936.1909737499999,1007.105065425,1087.80670685,1155.7980324750001,1221.9925353249998,1279.9919542,1338.7577729,1387.1414046749999,1444.8852383,1493.8683620000002,1549.04794915,1577.7212799249999,1628.6322736749999,1672.8469112,1715.902571725,1764.80140165,1793.352429325,1837.1631212999998,1873.090703675,1908.626245925,1948.4589437,1978.851161375,2017.82591865,2052.776869375,2087.4850966500003,2117.2584590750002,2150.2245651,2177.936976675,2213.4357901999997,2240.9286357,2272.614089625,2303.3429507,2333.77696205,2361.03793615,2388.616438525,2419.92634945,2450.1580463,2470.2762806,2500.309489875,2526.6936669,2552.22584215,2576.8539708499998,2601.4356792999997,2623.607076725,2645.2473650750003,2662.233574
Mean,379.586193744,504.032929895,612.094604804,705.878834459,793.736640476,872.342341265,947.1406458179999,1014.1990236460001,1082.589534951,1146.5526920279997,1204.335993338,1259.426300441,1314.8935938900001,1367.7144223909997,1417.6782103499997,1467.0003284430002,1514.479807572,1562.4490920150001,1604.8840123989999,1650.120963552,1694.4449323129998,1736.142444638,1776.796853035,1813.01098008,1855.6747683370002,1892.591098306,1929.7912346629998,1967.268351567,1999.2551390709998,2037.12620636,2071.297316327,2106.8740260270006,2142.680588409,2173.638588294,2204.8418845230003,2239.3407005500003,2272.2799960019997,2302.5852896429997,2333.168954562,2366.9179356420004,2396.459274757,2424.903646572,2456.840253644,2484.078355412,2513.948295069,2543.845128542,2573.055324635,2601.237445092,2629.45275465,2656.9159624840004
