,mpd5,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250
Low,61.711894810000004,75.26464839833336,84.05600065428573,84.79731343223689,86.7808865598333,89.01676412212647,90.44753555848742,89.54722077230767,90.7481196005556,91.40290022857138,93.07485171764306,92.87620174730222,93.16968064418265,93.83305128639752,94.00124986295498,94.37310689059339,94.48987965183471,94.89661183063669,95.02790253576705,95.56681713957575,95.43616589665751,95.7475123692285,95.87454342779556,96.31526707837531,96.56174391355484,96.34101141835121,96.69981434060803,96.7957520637487,97.01470866278254,96.97639069419242,97.17818610700883,97.54084171896623,97.65921427850331,97.84432070897498,97.73904193906073,97.95067061095278,98.20933035586071,98.35087215634786,98.28231134010308,98.4625932233706,98.68863831972025,98.83541678727498,99.01061623328187,98.9814483419614,99.11793591368456,99.2793774680444,99.49900406047279,99.6706262734833,99.84882620512882,100.420324733494
High,123.2480582,115.67174661333323,112.60395804999952,110.9617359578952,110.259067182167,109.36545459068955,108.93896856008372,107.93799614442281,107.34022107095981,107.26108180061185,107.42302280851874,107.14872572238686,106.36603657189889,105.91724894615936,105.78435486565745,105.70420239234994,105.14432102007045,105.09450429366412,104.94170128036954,104.85979283737908,104.34152836310483,104.1641367660136,104.6033950512055,104.04224645072875,103.93858939225132,103.88728599080486,103.46376053868973,103.70898062515946,103.49476789340503,103.31105504747421,103.32652215573067,103.20467571899572,102.99742981737644,102.93460828606355,102.93480403380973,102.91394368430157,102.56294746326627,102.39497203803101,102.48829505512005,102.23166028744355,102.17735355369902,102.06447436328027,101.82782700641823,101.7790399720235,101.6268677466312,101.5331235636306,101.37718556408943,101.21894478345908,100.96575399539692,100.420324733494
Mean,100.7966142188,99.70194991999999,100.98197493455238,100.00147329948949,100.46619404236,100.48658396813101,100.64232186771764,100.23999851934231,100.08295692771313,100.26109880208163,100.57921689814813,100.3492913037565,100.32897305152596,100.39578244438012,100.46518335377802,100.42685393095189,100.30132535790756,100.45084301895929,100.37921740606048,100.4639024512707,100.27585774191317,100.39817395543703,100.49507416519178,100.50232232780489,100.51941493401112,100.38902726343602,100.33849621398916,100.41780855440483,100.39373660254385,100.44846237757145,100.4069675858983,100.47146701489427,100.50709598460102,100.47507845152913,100.456787009275,100.43971813395244,100.50516069436591,100.44739437136977,100.43967122094867,100.39338296967925,100.42495264560382,100.49092946777891,100.443389831578,100.41286648286918,100.40807398067896,100.40614278701106,100.4421796374481,100.42696081458317,100.40913751667956,100.420324733494
