"","names"
"1","Aix_sponsa"
"2","Archilochus_alexandri"
"3","Asio_otus"
"4","Aythya_affinis"
"5","Aythya_americana"
"6","Aythya_collaris"
"7","Aythya_valisineria"
"8","Bombycilla_cedrorum"
"9","Bonasa_umbellus"
"10","Branta_bernicla"
"11","Branta_hutchinsii"
"12","Cardellina_pusilla"
"13","Catharus_guttatus"
"14","Certhia_americana"
"15","Chondestes_grammacus"
"16","Cinclus_mexicanus"
"17","Cistothorus_palustris"
"18","Contopus_sordidulus"
"19","Cypseloides_niger"
"20","Empidonax_hammondii"
"21","Empidonax_oberholseri"
"22","Empidonax_traillii"
"23","Falco_columbarius"
"24","Geothlypis_tolmiei"
"25","Geothlypis_trichas"
"26","Icteria_virens"
"27","Ixoreus_naevius"
"28","Laterallus_jamaicensis"
"29","Lophodytes_cucullatus"
"30","Melospiza_georgiana"
"31","Melospiza_lincolnii"
"32","Melospiza_melodia"
"33","Myadestes_townsendi"
"34","Myiarchus_cinerascens"
"35","Phalaenoptilus_nuttallii"
"36","Pipilo_chlorurus"
"37","Pipilo_maculatus"
"38","Podilymbus_podiceps"
"39","Pyrocephalus_rubinus"
"40","Recurvirostra_americana"
"41","Salpinctes_obsoletus"
"42","Sayornis_nigricans"
"43","Selasphorus_calliope"
"44","Selasphorus_sasin"
"45","Setophaga_nigrescens"
"46","Setophaga_occidentalis"
"47","Setophaga_palmarum"
"48","Setophaga_petechia"
"49","Setophaga_ruticilla"
"50","Setophaga_townsendi"
"51","Sialia_mexicana"
"52","Spizella_atrogularis"
"53","Spizella_passerina"
"54","Thryomanes_bewickii"
"55","Turdus_migratorius"
"56","Vireo_gilvus"
"57","Zonotrichia_leucophrys"
"58","Phoebastria_nigripes"
"59","Chaetura_vauxi"
"60","Ardea_herodias"
"61","Accipiter_striatus"
"62","Aechmophorus_occidentalis"
"63","Anas_acuta"
"64","Anas_platyrhynchos"
"65","Anthus_rubescens"
"66","Ardea_alba"
"67","Arenaria_interpres"
"68","Brachyramphus_marmoratus"
"69","Bubulcus_ibis"
"70","Calidris_alpina"
"71","Chlidonias_niger"
"72","Empidonax_difficilis"
"73","Eremophila_alpestris"
"74","Falco_peregrinus"
"75","Himantopus_himantopus"
"76","Hirundo_rustica"
"77","Hydroprogne_caspia"
"78","Larus_canus"
"79","Larus_glaucoides"
"80","Nycticorax_nycticorax"
"81","Pandion_haliaetus"
"82","Passer_domesticus"
"83","Pluvialis_fulva"
"84","Pluvialis_squatarola"
"85","Rallus_limicola"
"86","Riparia_riparia"
"87","Sayornis_saya"
"88","Sialia_currucoides"
"89","Sterna_hirundo"
"90","Sturnus_vulgaris"
"91","Tyto_alba"
"92","Fulica_americana"
"93","Charadrius_semipalmatus"
"94","Charadrius_vociferus"
"95","Chordeiles_minor"
"96","Cygnus_columbianus"
"97","Egretta_thula"
"98","Elanus_leucurus"
"99","Falco_mexicanus"
"100","Fratercula_cirrhata"
"101","Falco_sparverius"
"102","Gallinago_delicata"
"103","Gallinula_galeata"
"104","Gavia_immer"
"105","Gavia_pacifica"
"106","Spinus_pinus"
"107","Gymnogyps_californianus"
"108","Histrionicus_histrionicus"
"109","Spinus_lawrencei"
"110","Spinus_tristis"
"111","Larus_californicus"
"112","Larus_delawarensis"
"113","Larus_glaucescens"
"114","Larus_heermanni"
"115","Limnodromus_scolopaceus"
"116","Limnodromus_griseus"
"117","Poecile_rufescens"
"118","Melanitta_perspicillata"
"119","Megascops_kennicottii"
"120","Melanerpes_formicivorus"
"121","Numenius_americanus"
"122","Numenius_phaeopus"
"123","Patagioenas_fasciata"
"124","Pelecanus_erythrorhynchos"
"125","Pelecanus_occidentalis"
"126","Phasianus_colchicus"
"127","Plegadis_chihi"
"128","Pluvialis_dominica"
"129","Porzana_carolina"
"130","Ptychoramphus_aleuticus"
"131","Selasphorus_rufus"
"132","Sphyrapicus_ruber"
"133","Sterna_forsteri"
"134","Sternula_antillarum"
"135","Strix_varia"
"136","Strix_occidentalis"
"137","Tringa_flavipes"
"138","Tringa_semipalmata"
"139","Tringa_incana"
"140","Tringa_melanoleuca"
"141","Zenaida_macroura"
"142","Aphelocoma_californica"
"143","Progne_subis"
"144","Passerculus_sandwichensis"
"145","Sitta_carolinensis"
"146","Stelgidopteryx_serripennis"
"147","Podiceps_grisegena"
"148","Pterodroma_cookii"
"149","Uria_aalge"
"150","Chamaea_fasciata"
"151","Limosa_fedoa"
"152","Synthliboramphus_hypoleucus"
"153","Junco_hyemalis"
"154","Synthliboramphus_craveri"
"155","Bombycilla_garrulus"
